,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,pypi_monthly_downloads,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
43,jsonschema,Julian/jsonschema,An implementation of the JSON Schema specification for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000,2022-01-31 14:37:25.000,2022-01-31 14:37:05,2101.0,63.0,498,58.0,267.0,571.0,3536,2022-01-12 12:22:06.000,4.4.0,54.0,98.0,62.0,37,True,jsonschema,conda-forge/jsonschema,,,134598.0,213808.0,196108.0,https://pypi.org/project/jsonschema,2022-01-12 12:22:02.000,17700.0,https://anaconda.org/conda-forge/jsonschema,2022-01-12 15:14:44.286,9421920.0,,,,,1.0,,,,,,,,,,,
44,xlwings,xlwings/xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on..,,data-loading,https://github.com/xlwings/xlwings,https://github.com/xlwings/xlwings,BSD-3-Clause,2014-03-17 13:03:20.000,2022-02-01 15:14:44.000,2022-02-01 15:08:43,2265.0,21.0,392,121.0,382.0,1103.0,2214,2022-02-01 15:14:44.000,0.26.1,114.0,56.0,326.0,37,True,xlwings,conda-forge/xlwings,,28127.0,678751.0,21422.0,20818.0,https://pypi.org/project/xlwings,2020-09-01 07:30:53.000,604.0,https://anaconda.org/conda-forge/xlwings,2021-12-17 08:09:12.262,389968.0,,,,,1.0,671296.0,,,,,,,,,,
45,pexpect,pexpect/pexpect,A Python module for controlling interactive programs in a pseudo-terminal.,,process-utils,https://github.com/pexpect/pexpect,https://github.com/pexpect/pexpect,ISC,2013-09-17 17:36:44.000,2021-12-15 13:41:19.033,2021-04-17 10:40:57,1551.0,,436,96.0,281.0,268.0,2147,2020-01-21 16:37:03.000,4.8.0,19.0,92.0,175.0,37,True,pexpect,conda-forge/pexpect,,4132.0,26155710.0,184042.0,168147.0,https://pypi.org/project/pexpect,2021-12-15 13:41:19.033,15895.0,https://anaconda.org/conda-forge/pexpect,2020-10-12 20:49:05.189,6585465.0,,,,,1.0,26061591.0,,,,,,,,,,
46,pycryptodomex,Legrandin/pycryptodome,A self-contained cryptographic library for Python.,,cryptography,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,BSD-3-Clause,2014-05-02 15:11:38.000,2022-02-02 17:43:12.000,2022-01-30 12:25:46,2629.0,39.0,339,55.0,148.0,395.0,1877,2022-01-30 12:37:05.000,3.14.0,40.0,113.0,64.0,37,True,pycryptodomex,conda-forge/pycryptodomex,,,20914014.0,38493.0,37353.0,https://pypi.org/project/pycryptodomex,2022-01-30 12:37:05.000,1140.0,https://anaconda.org/conda-forge/pycryptodomex,2022-01-30 15:50:37.627,521744.0,,,,,2.0,20903580.0,,,,,,,,,,
47,PyYAML,yaml/pyyaml,Canonical source repository for PyYAML.,,file-formats,https://github.com/yaml/pyyaml,https://github.com/yaml/pyyaml,MIT,2011-11-03 05:09:49.000,2022-02-01 19:49:47.000,2021-10-13 19:12:51,314.0,,359,47.0,217.0,233.0,1735,2021-01-20 22:07:31.000,5.4.1,36.0,39.0,215.0,37,True,pyyaml,conda-forge/pyyaml,,,138783645.0,493085.0,423422.0,https://pypi.org/project/pyyaml,2021-12-15 13:43:08.232,69663.0,https://anaconda.org/conda-forge/pyyaml,2021-11-05 19:39:03.838,15773172.0,,,,,1.0,138551687.0,,,,,,,,,,
48,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411,2022-01-31 10:20:45.000,2022-01-20 07:08:06,943.0,37.0,201,20.0,132.0,200.0,1390,2022-01-21 05:44:52.000,pyparsing_3.0.7,64.0,40.0,20.0,37,True,pyparsing,conda-forge/pyparsing,,6425.0,84923135.0,470431.0,439253.0,https://pypi.org/project/pyparsing,2022-01-21 05:41:33.000,31178.0,https://anaconda.org/conda-forge/pyparsing,2022-01-21 08:27:50.969,17929486.0,,,,,2.0,84659311.0,,,,,,,,,,
49,filesystem_spec,fsspec/filesystem_spec,A specification that python filesystems should adhere to.,,file-path-utils,https://github.com/fsspec/filesystem_spec,https://github.com/fsspec/filesystem_spec,BSD-3-Clause,2018-04-23 16:45:08.000,2022-01-26 17:12:25.000,2022-01-25 15:29:29,1941.0,71.0,168,20.0,494.0,258.0,366,2022-01-11 15:30:57.000,2022.1.0,54.0,128.0,151.0,37,True,fsspec,conda-forge/fsspec,,,32249486.0,22820.0,22510.0,https://pypi.org/project/fsspec,2022-01-11 15:30:57.000,310.0,https://anaconda.org/conda-forge/fsspec,2022-01-11 20:45:06.023,4669887.0,,,,,1.0,32119767.0,,,,,,,,,,
50,Datasets,huggingface/datasets,"The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000,2022-02-03 12:28:53.000,2022-02-02 14:23:44,2379.0,222.0,1466,240.0,2370.0,820.0,12014,2022-02-02 14:21:53.000,1.18.3,43.0,368.0,531.0,36,True,datasets,conda-forge/datasets,,,677.0,3051.0,2905.0,https://pypi.org/project/datasets,2022-02-02 14:19:55.000,146.0,https://anaconda.org/conda-forge/datasets,2022-02-03 01:02:03.097,9484.0,,,,,1.0,,-4.0,,,,,,,,,
51,uvloop,MagicStack/uvloop,Ultra fast asyncio event loop.,,async,https://github.com/MagicStack/uvloop,https://github.com/MagicStack/uvloop,MIT,2015-11-08 04:14:54.000,2022-01-06 11:30:21.000,2021-08-10 18:17:01,892.0,,464,227.0,187.0,222.0,8342,2021-08-10 19:41:14.000,0.16.0,76.0,42.0,51.0,36,True,uvloop,conda-forge/uvloop,,346.0,3768391.0,35590.0,34009.0,https://pypi.org/project/uvloop,2021-08-10 19:41:14.000,1581.0,https://anaconda.org/conda-forge/uvloop,2021-11-02 13:47:36.275,409364.0,,,,,2.0,3760515.0,,,,,,,,,,
52,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000,2022-02-02 21:36:48.000,2022-01-27 17:48:45,2589.0,17.0,595,152.0,617.0,507.0,7527,2019-10-03 15:18:40.000,2.0.10,81.0,200.0,484.0,36,True,prompt_toolkit,conda-forge/prompt-toolkit,,,23659403.0,3259.0,,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000,3259.0,https://anaconda.org/conda-forge/prompt-toolkit,2022-01-28 09:38:40.411,5270812.0,,,,,2.0,23430238.0,,,,,,,,,,
53,watchdog,gorakhargosh/watchdog,Python library and shell utilities to monitor filesystem events.,,file-path-utils,https://github.com/gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,Apache-2.0,2010-10-23 12:00:17.000,2022-02-02 15:30:22.000,2021-12-29 07:30:00,1338.0,6.0,611,130.0,315.0,398.0,5128,2021-10-01 19:33:04.000,2.1.6,36.0,127.0,162.0,36,True,watchdog,conda-forge/watchdog,,,5281302.0,55127.0,47406.0,https://pypi.org/project/watchdog,2021-10-01 19:31:44.000,7721.0,https://anaconda.org/conda-forge/watchdog,2021-11-07 06:44:25.815,923528.0,,,,,2.0,5267310.0,,,,,,,,,,
54,python-dotenv,theskumar/python-dotenv,Get and set values in your .env file in local and production servers.,,configuration,https://github.com/theskumar/python-dotenv,https://github.com/theskumar/python-dotenv,BSD-3-Clause,2014-09-06 05:35:17.000,2022-01-14 09:23:37.000,2022-01-14 09:23:37,305.0,3.0,285,30.0,176.0,177.0,4644,2021-11-11 12:35:52.000,0.19.2,40.0,72.0,20.0,36,True,python-dotenv,conda-forge/python-dotenv,,,11161507.0,196534.0,190385.0,https://pypi.org/project/python-dotenv,2021-11-11 12:35:52.000,6149.0,https://anaconda.org/conda-forge/python-dotenv,2021-11-11 16:48:31.390,1340598.0,,,,,1.0,11140228.0,,,,,,,,,,
55,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-2-Clause,2013-01-04 01:07:06.000,2022-01-22 10:18:04.000,2022-01-22 10:17:45,1240.0,9.0,550,119.0,102.0,741.0,2809,2021-11-01 07:40:49.000,3.0.2,149.0,46.0,10.0,36,True,xlsxwriter,conda-forge/xlsxwriter,,,8790249.0,46958.0,43322.0,https://pypi.org/project/xlsxwriter,2021-11-01 07:40:49.000,3636.0,https://anaconda.org/conda-forge/xlsxwriter,2021-11-01 11:18:56.265,1580845.0,,,,,3.0,8762515.0,,,,,,,,,,
56,more-itertools,more-itertools/more-itertools,"More routines for operating on iterables, beyond itertools.",,utilities,https://github.com/more-itertools/more-itertools,https://github.com/more-itertools/more-itertools,MIT,2012-04-26 05:15:14.000,2022-02-02 13:37:01.000,2022-02-02 13:37:01,1276.0,35.0,187,32.0,402.0,183.0,2296,2021-11-24 03:37:11.000,8.12.0,38.0,87.0,10.0,36,True,more-itertools,conda-forge/more-itertools,,2451.0,13571414.0,8282.0,,https://pypi.org/project/more-itertools,2021-11-24 03:36:05.000,8282.0,https://anaconda.org/conda-forge/more-itertools,2021-11-24 05:49:37.407,8713476.0,,,,,1.0,13421142.0,,,,,,,,,,
57,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000,2022-02-01 20:37:51.000,2022-02-01 20:37:51,660.0,17.0,120,43.0,95.0,131.0,1646,2022-01-14 19:55:29.000,0.18.1,71.0,62.0,15.0,36,True,pyrsistent,conda-forge/pyrsistent,,,33923651.0,128024.0,125976.0,https://pypi.org/project/pyrsistent,2022-01-14 19:55:29.000,2048.0,https://anaconda.org/conda-forge/pyrsistent,2022-01-18 19:55:46.248,7747777.0,,,,,1.0,33729957.0,,,,,,,,,,
58,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000,2022-01-19 05:42:28.000,2022-01-19 05:42:28,826.0,11.0,204,44.0,253.0,236.0,1562,2021-11-24 12:22:39.000,1.0.3,16.0,70.0,6.0,36,True,msgpack,conda-forge/msgpack-python,,884.0,15761634.0,58871.0,56936.0,https://pypi.org/project/msgpack,2021-11-24 12:22:39.000,1935.0,https://anaconda.org/conda-forge/msgpack-python,2021-11-24 16:47:44.267,5752723.0,,,,,2.0,15670303.0,,,,,,,,,,
59,six,benjaminp/six,Python 2 and 3 compatibility library.,,compatibility,https://github.com/benjaminp/six,https://github.com/benjaminp/six,MIT,2016-05-10 07:24:51.054,2021-12-18 18:52:43.000,2021-11-21 23:02:50,528.0,3.0,228,25.0,104.0,175.0,848,2021-05-05 14:18:17.000,1.16.0,28.0,65.0,108.0,36,True,six,conda-forge/six,,,159652180.0,1229123.0,1095214.0,https://pypi.org/project/six,2021-05-05 14:18:17.000,133909.0,https://anaconda.org/conda-forge/six,2021-05-05 18:46:13.986,21151987.0,,,,,1.0,159345630.0,,,,,,,,,,
60,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000,2021-12-15 16:07:03.805,2021-10-25 18:31:13,1697.0,,172,24.0,459.0,155.0,470,2021-10-25 18:32:18.000,5.1.1,27.0,103.0,87.0,36,True,traitlets,conda-forge/traitlets,,,20847560.0,213762.0,199308.0,https://pypi.org/project/traitlets,2021-12-15 16:07:03.805,14454.0,https://anaconda.org/conda-forge/traitlets,2021-10-26 15:03:58.781,9723601.0,,,,,1.0,20708652.0,,,,,,,,,,
61,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2017-06-26 15:29:47.549,2022-02-03 00:55:32.000,2022-01-24 20:08:06,1421.0,32.0,149,47.0,706.0,358.0,363,2022-01-13 16:57:33.000,2.32.0,114.0,105.0,63.0,36,True,google-cloud-bigquery,conda-forge/google-cloud-bigquery,,,36835489.0,11673.0,10740.0,https://pypi.org/project/google-cloud-bigquery,2022-01-13 16:57:33.000,933.0,https://anaconda.org/conda-forge/google-cloud-bigquery,2022-01-13 19:58:46.785,1584831.0,,,,,2.0,36807189.0,,,,,,,,,,
62,cpython,python/cpython,The Python programming language.,,python-implementations,https://github.com/python/cpython,https://github.com/python/cpython,MIT,2016-03-22 19:11:29.679,2022-02-03 14:28:14.000,2022-02-03 13:48:13,112212.0,821.0,21041,1423.0,31043.0,,42584,2020-07-22 03:00:52.000,0.0.6,11.0,1907.0,1483.0,35,True,cpython,conda-forge/typing,@buckpkg/python,,23341.0,1.0,,https://pypi.org/project/cpython,2020-07-22 03:00:52.000,,https://anaconda.org/conda-forge/typing,2021-05-01 20:36:02.905,806551.0,https://www.npmjs.com/package/@buckpkg/python,2017-08-03 05:51:22.671,1.0,,1.0,11982.0,,,,,,,,,,
63,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000,2022-01-29 07:46:50.000,2021-06-26 14:30:47,372.0,,810,211.0,151.0,243.0,9400,2021-04-10 10:48:19.000,1.1.0,24.0,45.0,110.0,35,True,schedule,conda-forge/schedule,,,1112949.0,17166.0,15858.0,https://pypi.org/project/schedule,2021-04-10 10:48:19.000,1308.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940,10975.0,,,,,3.0,1112527.0,,,,,,,,,,
64,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000,2021-12-23 05:59:37.000,2018-08-27 18:02:16,447.0,,552,169.0,107.0,177.0,7546,2014-06-16 11:18:57.000,0.6.2,11.0,31.0,251.0,35,False,docopt,conda-forge/docopt,,,7960558.0,73917.0,61740.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000,12177.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718,1150057.0,,,,,2.0,7944129.0,,,,,,,,,,
65,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000,2022-01-03 18:47:02.000,2022-01-03 18:47:01,689.0,15.0,340,80.0,186.0,266.0,3569,2021-12-20 13:00:13.000,5.1.0,29.0,76.0,43.0,35,True,ujson,conda-forge/ujson,,,14513703.0,4070.0,,https://pypi.org/project/ujson,2021-12-20 13:00:13.000,4070.0,https://anaconda.org/conda-forge/ujson,2021-12-21 14:38:21.299,1725826.0,,,,,2.0,14480515.0,,,,,,,,,,
66,confluent-kafka-python,confluentinc/confluent-kafka-python,Confluents Kafka Python Client.,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000,2022-02-02 19:29:09.000,2022-01-28 23:20:25,747.0,18.0,699,249.0,400.0,675.0,2628,2022-01-07 11:14:07.000,1.8.2,24.0,85.0,241.0,35,True,confluent-kafka,conda-forge/python-confluent-kafka,,,4592292.0,3525.0,3184.0,https://pypi.org/project/confluent-kafka,2022-01-07 11:08:20.000,341.0,https://anaconda.org/conda-forge/python-confluent-kafka,2021-11-05 19:27:27.943,322698.0,,,,,2.0,4586823.0,,,,,,,,,,
67,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000,2022-02-01 18:29:33.000,2022-02-01 18:29:33,469.0,16.0,619,65.0,351.0,347.0,2568,2022-01-28 16:04:00.000,0.13.1,33.0,115.0,46.0,35,True,prometheus_client,conda-forge/prometheus_client,,,24652743.0,1997.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000,1997.0,https://anaconda.org/conda-forge/prometheus_client,2022-01-28 18:48:45.329,4808549.0,,,,,2.0,24577610.0,,,,,,,,,,
68,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000,2022-01-25 20:45:29.000,2022-01-25 20:45:05,530.0,5.0,508,87.0,161.0,273.0,2460,,,21.0,76.0,17.0,35,True,pycparser,conda-forge/pycparser,,,68505808.0,311010.0,294271.0,https://pypi.org/project/pycparser,2021-11-06 12:48:46.000,16739.0,https://anaconda.org/conda-forge/pycparser,2021-11-07 03:53:42.470,14628874.0,,,,,2.0,68284159.0,,,,,,,,,,
69,dateparser,scrapinghub/dateparser,python parser for human readable dates.,,date-time-utils,https://github.com/scrapinghub/dateparser,https://github.com/scrapinghub/dateparser,BSD-3-Clause,2014-11-24 17:30:12.000,2021-12-31 12:01:17.000,2021-12-15 19:33:26,1433.0,3.0,375,124.0,478.0,332.0,1970,2021-10-04 09:07:18.000,1.1.0,21.0,108.0,267.0,35,True,dateparser,conda-forge/dateparser,,,4559083.0,11311.0,10248.0,https://pypi.org/project/dateparser,2021-10-04 09:07:18.000,1063.0,https://anaconda.org/conda-forge/dateparser,2021-10-05 16:43:24.840,60600.0,,,,,2.0,4558090.0,,,,,,,,,,
70,libcloud,apache/libcloud,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to..,,db-clients,https://github.com/apache/libcloud,https://github.com/apache/libcloud,Apache-2.0,2009-12-11 09:00:14.000,2022-02-03 12:38:00.000,2022-02-02 08:37:39,8942.0,177.0,894,89.0,1508.0,94.0,1833,2021-11-15 15:29:14.000,3.4.1,65.0,435.0,62.0,35,True,apache-libcloud,,,,161787.0,2993.0,2156.0,https://pypi.org/project/apache-libcloud,2021-11-15 15:29:14.000,837.0,,,,,,,,2.0,161787.0,,,,,,,,,,
71,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000,2021-11-17 19:54:04.429,2021-11-16 07:26:43,612.0,6.0,312,65.0,111.0,168.0,1453,2021-11-16 16:36:28.000,3.17.6,99.0,37.0,17.0,35,True,simplejson,conda-forge/simplejson,,5459.0,12368231.0,96964.0,76232.0,https://pypi.org/project/simplejson,2021-11-16 16:36:28.000,20732.0,https://anaconda.org/conda-forge/simplejson,2021-11-17 19:54:04.429,1530237.0,,,,,2.0,12340334.0,,,,,,,,,,
72,alembic,sqlalchemy/alembic,A database migrations tool for SQLAlchemy.,,db-clients,https://github.com/sqlalchemy/alembic,https://github.com/sqlalchemy/alembic,MIT,2016-07-03 15:38:09.495,2022-02-02 05:41:50.274,2022-02-01 15:35:23,1529.0,23.0,128,20.0,80.0,761.0,1220,2022-02-01 15:02:11.000,rel_1_7_6,100.0,142.0,86.0,35,True,alembic,conda-forge/alembic,,,24138129.0,103103.0,91878.0,https://pypi.org/project/alembic,2022-02-01 15:02:06.000,11225.0,https://anaconda.org/conda-forge/alembic,2022-02-02 05:41:50.274,1124947.0,,,,,2.0,24121339.0,,,,,,,,,,
73,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000,2022-01-12 11:40:05.000,2021-11-30 06:28:13,1868.0,12.0,254,37.0,227.0,194.0,1142,2020-06-13 02:43:44.000,0.18.2,50.0,111.0,186.0,35,True,future,conda-forge/future,,,82089.0,209123.0,192010.0,https://pypi.org/project/future,2019-10-31 00:58:13.000,17113.0,https://anaconda.org/conda-forge/future,2021-11-02 02:34:04.514,5499982.0,,,,,2.0,,,,,,,,,,,
74,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000,2022-01-26 15:23:01.000,2021-06-17 18:03:13,259.0,,1239,379.0,127.0,147.0,21886,2021-01-22 18:12:10.000,0.4.0,9.0,46.0,106.0,34,True,fire,conda-forge/fire,,,2320411.0,11938.0,10631.0,https://pypi.org/project/fire,2021-01-22 18:11:49.000,1307.0,https://anaconda.org/conda-forge/fire,2021-01-22 19:55:20.738,162254.0,,,,,2.0,2317514.0,,,,,,,,,,
75,micropython,micropython/micropython,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,,python-implementations,https://github.com/micropython/micropython,https://github.com/micropython/micropython,Python-2.0,2013-12-20 11:47:07.000,2022-02-03 14:31:02.000,2022-02-03 02:21:57,13073.0,278.0,5051,746.0,4241.0,2888.0,13638,2022-01-16 23:37:48.000,1.18,12.0,470.0,1390.0,34,True,micropython-_markupbase,,,33131.0,613.0,14.0,,https://pypi.org/project/micropython-_markupbase,2015-04-11 20:19:03.000,14.0,,,,,,,,2.0,,,,,,,,,,,
76,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000,2022-01-20 17:00:05.000,2022-01-20 17:00:05,2358.0,18.0,1160,237.0,453.0,925.0,7173,2021-12-30 20:46:21.000,4.2.4,49.0,161.0,138.0,34,True,supervisor,conda-forge/supervisor,,,2618.0,8689.0,6744.0,https://pypi.org/project/supervisor,2021-12-30 20:46:21.000,1945.0,https://anaconda.org/conda-forge/supervisor,2022-01-08 10:57:40.165,180705.0,,,,,2.0,,,,,,,,,,,
77,Tablib,jazzband/tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000,2022-01-27 21:13:37.038,2022-01-27 16:18:01,1139.0,4.0,570,141.0,279.0,208.0,4073,2022-01-27 16:29:34.000,3.2.0,40.0,115.0,33.0,34,True,tablib,conda-forge/tablib,,,1174218.0,14160.0,12905.0,https://pypi.org/project/tablib,2022-01-27 16:29:34.000,1255.0,https://anaconda.org/conda-forge/tablib,2022-01-27 21:13:37.038,69061.0,,,,,2.0,1173122.0,,,,,,,,,,
78,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000,2022-01-20 12:20:50.468,2022-01-19 16:54:54,1016.0,3.0,707,379.0,341.0,1126.0,3409,2021-07-15 15:37:49.000,7.4.0,33.0,127.0,91.0,34,True,elasticsearch-dsl,anaconda/elasticsearch-dsl,,114.0,1839300.0,6471.0,5539.0,https://pypi.org/project/elasticsearch-dsl,2021-07-15 15:35:04.000,932.0,https://anaconda.org/anaconda/elasticsearch-dsl,2022-01-20 12:20:50.468,4193.0,,,,,2.0,1839215.0,,,,,,,,,,
79,colorama,tartley/colorama,Simple cross-platform colored terminal text in Python.,,cli-helpers,https://github.com/tartley/colorama,https://github.com/tartley/colorama,BSD-3-Clause,2014-04-17 20:18:25.000,2021-11-28 11:36:51.000,2021-10-07 19:50:29,310.0,,192,38.0,121.0,111.0,2688,2020-10-13 02:42:26.000,0.4.4,42.0,44.0,120.0,34,True,colorama,conda-forge/colorama,,,105350678.0,326538.0,307139.0,https://pypi.org/project/colorama,2020-10-13 02:42:26.000,19399.0,https://anaconda.org/conda-forge/colorama,2020-10-16 16:43:32.974,7536724.0,,,,,2.0,105243011.0,,,,,,,,,,
80,netmiko,ktbyers/netmiko,Multi-vendor library to simplify Paramiko SSH connections to network devices.,,infrastructure,https://github.com/ktbyers/netmiko,https://github.com/ktbyers/netmiko,MIT,2014-11-28 21:42:52.000,2022-02-02 17:26:23.000,2022-02-01 17:05:10,2438.0,4.0,971,199.0,943.0,1383.0,2603,2021-04-23 19:48:21.000,3.4.0,37.0,196.0,246.0,34,True,netmiko,,,,116796.0,2270.0,2039.0,https://pypi.org/project/netmiko,2021-04-23 19:31:42.000,231.0,,,,,,,,3.0,116796.0,,,,,,,,,,
81,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000,2022-01-18 22:38:41.000,2021-10-29 21:58:09,623.0,,201,47.0,64.0,112.0,1609,2021-10-29 21:19:24.000,1.13.3,47.0,21.0,31.0,34,True,wrapt,conda-forge/wrapt,,,46665915.0,11492.0,,https://pypi.org/project/wrapt,2021-10-29 21:19:24.000,11492.0,https://anaconda.org/conda-forge/wrapt,2021-11-02 11:36:54.155,5474080.0,,,,,2.0,46582975.0,,,,,,,,,,
82,typing,python/typing,Python static typing home. Contains the source for typing_extensions and the documentation. Also hosts a user help..,,compatibility,https://github.com/python/typing,https://github.com/python/typing,Python-2.0,2014-09-29 16:54:42.000,2022-02-03 07:55:01.000,2022-02-03 07:55:01,621.0,39.0,179,57.0,333.0,558.0,1131,2019-06-19 22:31:20.000,3.7.4,16.0,80.0,87.0,34,True,typing,conda-forge/typing,,,9084242.0,5632.0,,https://pypi.org/project/typing,2021-05-01 18:03:55.000,5632.0,https://anaconda.org/conda-forge/typing,2021-05-01 20:36:02.905,806500.0,,,,,2.0,9072883.0,,,,,,,,,,
83,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000,2022-02-03 11:31:37.000,2022-02-03 10:46:44,4408.0,335.0,1047,362.0,187.0,287.0,12046,2021-08-10 09:20:38.000,1.6.1,20.0,101.0,118.0,33,True,tink,,tink-crypto,959.0,333759.0,19.0,18.0,https://pypi.org/project/tink,2021-08-10 09:20:38.000,1.0,,,,https://www.npmjs.com/package/tink-crypto,2020-08-25 01:23:33.578,,671.0,2.0,333070.0,,,,,,,,,,
84,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000,2021-12-15 13:53:10.388,2021-11-12 16:35:27,1250.0,3.0,451,142.0,190.0,396.0,5989,2021-05-15 03:40:51.000,1.14.2,36.0,82.0,12.0,33,True,sh,conda-forge/sh,,,2365945.0,10933.0,8387.0,https://pypi.org/project/sh,2021-12-15 13:53:10.388,2546.0,https://anaconda.org/conda-forge/sh,2021-11-05 19:07:52.071,115566.0,,,,,3.0,2364168.0,,,,,,,,,,
