,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,pypi_monthly_downloads,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
275,aiomisc,aiokitchen/aiomisc,aiomisc - miscellaneous utils for asyncio.,,async,https://github.com/aiokitchen/aiomisc,https://github.com/aiokitchen/aiomisc,MIT,2018-04-13 14:33:37.000,2022-01-24 22:47:00.000,2022-01-24 22:46:35,725.0,33.0,16,12.0,118.0,10.0,247,2022-01-24 22:47:00.000,15.6.8,182.0,13.0,5.0,21,True,aiomisc,,,,7095.0,182.0,159.0,https://pypi.org/project/aiomisc,2022-01-24 22:47:00.000,23.0,,,,,,,,3.0,7095.0,,,,,,,,,,
276,pyexcel-xlsx,pyexcel/pyexcel-xlsx,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000,2020-11-28 22:30:58.000,2020-11-28 22:30:53,264.0,,18,6.0,16.0,20.0,97,2020-10-10 13:13:32.000,0.6.0,30.0,4.0,13.0,21,False,pyexcel-xlsx,conda-forge/pyexcel-xlsx,,51.0,88055.0,1650.0,1467.0,https://pypi.org/project/pyexcel-xlsx,2020-10-10 13:13:32.000,183.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660,18746.0,,,,,3.0,87695.0,,,,,,,,,,
277,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000,2021-07-12 12:01:58.000,2020-03-03 22:30:21,885.0,,164,102.0,30.0,58.0,3140,,,4.0,19.0,18.0,20,False,macropy3,,,,,496.0,466.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000,30.0,,,,,,,,3.0,,,,,,,,,,,
278,excalibur,camelot-dev/excalibur,A web interface to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/excalibur,https://github.com/camelot-dev/excalibur,MIT,2018-10-20 11:34:49.000,2022-01-06 18:01:09.000,2020-09-07 18:32:58,236.0,,169,39.0,48.0,38.0,1063,2020-07-17 16:16:44.000,0.4.3,9.0,11.0,73.0,20,False,excalibur-py,,,8387.0,1198.0,,,https://pypi.org/project/excalibur-py,2020-03-21 11:40:49.000,,,,,,,,,3.0,989.0,,,,,,,,,,
279,unsync,alex-sherman/unsync,Unsynchronize asyncio.,,async,https://github.com/alex-sherman/unsync,https://github.com/alex-sherman/unsync,MIT,2018-02-06 02:16:16.000,2021-10-21 00:46:56.000,2021-10-21 00:45:24,60.0,,45,19.0,17.0,22.0,679,2021-10-21 00:46:56.000,1.4.0,9.0,10.0,6.0,20,True,unsync,conda-forge/unsync,,,5855.0,100.0,92.0,https://pypi.org/project/unsync,2021-10-21 00:46:56.000,8.0,https://anaconda.org/conda-forge/unsync,2021-03-29 12:28:26.333,3968.0,,,,,3.0,5657.0,,,,,,,,,,
280,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000,2021-11-16 15:05:15.000,2021-11-16 15:02:24,337.0,3.0,30,9.0,25.0,13.0,239,2021-11-16 15:05:08.000,2.1.1,30.0,11.0,7.0,20,True,queries,,,,2589.0,133.0,106.0,https://pypi.org/project/queries,2021-11-16 15:05:08.000,27.0,,,,,,,,3.0,2589.0,,,,,,,,,,
281,filedepot,amol-/depot,Toolkit for storing files and attachments in web applications.,,db-clients,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000,2021-09-21 15:42:49.000,2021-09-21 15:42:45,261.0,,36,9.0,33.0,35.0,133,2020-07-27 18:27:16.000,0.8.0,23.0,18.0,6.0,20,True,filedepot,,,,3781.0,502.0,451.0,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000,51.0,,,,,,,,3.0,3781.0,,,,,,,,,,
282,stopit,glenfant/stopit,"Raise asynchronous exceptions in other thread, control the timeout of blocks or callables with a context manager or a..",,async,https://github.com/glenfant/stopit,https://github.com/glenfant/stopit,MIT,2014-02-09 15:40:01.000,2020-03-03 16:20:26.000,2019-08-27 15:33:26,32.0,,15,3.0,9.0,13.0,93,2018-02-09 00:32:14.000,1.1.2,4.0,6.0,4.0,20,False,stopit,conda-forge/stopit,,,118290.0,1117.0,1008.0,https://pypi.org/project/stopit,2018-02-09 00:32:14.000,109.0,https://anaconda.org/conda-forge/stopit,2018-02-10 00:46:14.882,176477.0,,,,,3.0,114689.0,,,,,,,,,,
283,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000,2021-09-07 23:52:51.000,2020-02-09 19:26:00,103.0,,116,60.0,3.0,40.0,1382,2016-09-11 02:13:18.000,1.2,3.0,4.0,,19,False,pypattyrn,,,,5248.0,22.0,19.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000,3.0,,,,,,,,3.0,5248.0,,,,,,,,,,
284,ODMantic,art049/odmantic,Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,db-clients,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45.000,2022-01-28 04:21:56.000,2021-07-05 14:51:17,327.0,,45,20.0,103.0,41.0,472,2021-05-12 00:01:27.000,0.3.5,10.0,10.0,52.0,19,True,odmantic,,,,13666.0,,,https://pypi.org/project/odmantic,2021-05-11 23:57:07.000,,,,,,,,,3.0,13666.0,,,,,,,,,,
285,gsheets-db-api,betodealmeida/gsheets-db-api,A Python DB-API and SQLAlchemy dialect to Google Spreasheets.,,db-clients,https://github.com/betodealmeida/gsheets-db-api,https://github.com/betodealmeida/gsheets-db-api,MIT,2018-09-10 22:07:02.000,2022-01-05 03:28:15.000,2021-02-17 20:59:41,132.0,,13,4.0,8.0,5.0,166,2020-12-04 17:53:17.000,0.1.12,14.0,3.0,14.0,19,True,gsheetsdb,,,,55901.0,159.0,155.0,https://pypi.org/project/gsheetsdb,2022-01-05 03:28:15.000,4.0,,,,,,,,3.0,55901.0,,,,,,,,,,
286,catalogue,explosion/catalogue,Super lightweight function registries for your library.,,others,https://github.com/explosion/catalogue,https://github.com/explosion/catalogue,MIT,2019-11-01 14:09:09.000,2021-12-13 15:53:07.000,2021-12-13 15:53:07,96.0,1.0,18,4.0,20.0,2.0,104,2021-08-21 02:47:29.000,2.0.6,20.0,8.0,5.0,19,True,catalogue,conda-forge/catalogue,,,16624.0,12579.0,12540.0,https://pypi.org/project/catalogue,2021-08-21 02:47:29.000,39.0,https://anaconda.org/conda-forge/catalogue,2021-12-07 09:24:21.125,448852.0,,,,,3.0,,,,,,,,,,,
287,coolname,alexanderlukanin13/coolname,Random Name and Slug Generator.,,text,https://github.com/alexanderlukanin13/coolname,https://github.com/alexanderlukanin13/coolname,BSD-2-Clause,2015-11-06 18:07:11.000,2022-02-03 10:05:19.000,2021-04-02 11:44:23,130.0,,7,5.0,6.0,5.0,86,2018-08-02 15:41:30.000,1.1.0,6.0,2.0,3.0,19,False,coolname,conda-forge/coolname,,,63813.0,346.0,309.0,https://pypi.org/project/coolname,2018-08-02 15:41:30.000,37.0,https://anaconda.org/conda-forge/coolname,2021-11-07 23:17:43.319,15718.0,,,,,3.0,62691.0,,,,,,,,,,
288,borb,jorisschellekens/borb,"borb is a library for reading, creating and manipulating PDF files in python.",,data-loading,https://github.com/jorisschellekens/borb,https://github.com/jorisschellekens/borb,,2020-11-07 14:04:37.000,2022-01-31 04:42:56.288,2022-01-28 23:12:36,51.0,5.0,82,30.0,2.0,61.0,2512,2022-01-28 23:13:58.000,2.0.18,31.0,1.0,4.0,18,False,ptext-joris-schellekens,conda-forge/borb,,,371.0,26.0,26.0,https://pypi.org/project/ptext-joris-schellekens,2021-07-20 11:34:32.000,,https://anaconda.org/conda-forge/borb,2022-01-31 04:42:56.288,2228.0,,,,,3.0,,,,,,,,,,,
289,csvs-to-sqlite,simonw/csvs-to-sqlite,Convert CSV files into a SQLite database.,,data-loading,https://github.com/simonw/csvs-to-sqlite,https://github.com/simonw/csvs-to-sqlite,Apache-2.0,2017-11-13 06:38:21.000,2022-01-21 08:19:04.000,2021-11-18 16:33:36,85.0,4.0,53,16.0,25.0,29.0,671,2021-11-18 16:35:33.000,1.3,16.0,6.0,37.0,18,True,csvs-to-sqlite,,,,2825.0,5.0,,https://pypi.org/project/csvs-to-sqlite,2021-11-18 16:36:40.000,5.0,,,,,,,,3.0,2825.0,,,,,,,,,,
290,typical,seandstewart/typical,"Typical: Fast, simple, & correct data-validation using Python 3 typing.",,data-validation,https://github.com/seandstewart/typical,https://github.com/seandstewart/typical,MIT,2019-03-15 01:24:36.000,2022-02-01 11:52:32.000,2022-02-01 11:49:27,523.0,23.0,9,5.0,99.0,82.0,145,2021-12-23 15:22:44.000,2.8.0,114.0,8.0,13.0,18,True,typical,conda-forge/typical,,,529.0,3.0,,https://pypi.org/project/typical,2021-12-23 15:22:44.000,3.0,https://anaconda.org/conda-forge/typical,2021-12-23 18:09:55.692,4765.0,,,,,3.0,,,,,,,,,,,
291,prisma,RobertCraigie/prisma-client-py,Prisma Client Python is an auto-generated and fully type-safe database client providing a simplistic yet extremely..,,db-clients,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28.000,2022-02-03 10:04:17.000,2022-02-03 01:57:53,474.0,116.0,12,4.0,92.0,81.0,145,2022-01-30 18:47:50.000,0.5.0,16.0,5.0,82.0,18,True,prisma,,,,,20.0,19.0,https://pypi.org/project/prisma,2022-01-30 18:47:12.000,1.0,,,,,,,,3.0,,,,,,,,,,,
292,aioprometheus,claws/aioprometheus,A Prometheus Python client library for asyncio-based applications.,,db-clients,https://github.com/claws/aioprometheus,https://github.com/claws/aioprometheus,MIT,2016-06-18 12:53:23.000,2021-10-20 01:19:56.000,2021-10-20 01:19:53,113.0,,11,8.0,50.0,15.0,106,2021-09-19 03:16:22.000,21.9.0,23.0,9.0,4.0,18,True,aioprometheus,,,,16819.0,95.0,85.0,https://pypi.org/project/aioprometheus,2021-10-19 11:52:33.000,10.0,,,,,,,,3.0,16819.0,,,,,,,,,,
293,wssh,aluzzardi/wssh,SSH to WebSockets Bridge.,,infrastructure,https://github.com/aluzzardi/wssh,https://github.com/aluzzardi/wssh,MIT,2012-07-24 05:26:41.000,2019-02-12 13:08:18.000,2016-10-11 00:37:04,34.0,,275,86.0,15.0,5.0,1308,2012-07-24 09:27:02.000,0.1.0,1.0,9.0,26.0,17,False,wssh,,,,56.0,15.0,10.0,https://pypi.org/project/wssh,2012-07-24 09:27:02.000,5.0,,,,,,,,3.0,56.0,,,,,,,,,,
294,colout,nojhan/colout,Color text streams with a polished command line interface.,,cli-helpers,https://github.com/nojhan/colout,https://github.com/nojhan/colout,GPL-3.0,2012-03-31 10:39:00.000,2020-08-13 16:59:05.000,2020-08-02 07:43:02,247.0,,55,33.0,44.0,56.0,1053,2020-06-21 20:04:58.000,0.12.1,6.0,29.0,11.0,17,False,colout,,,,144.0,4.0,4.0,https://pypi.org/project/colout,2020-06-21 20:04:58.000,,,,,,,,,3.0,144.0,,,,,,,,,,
295,stackless,stackless-dev/stackless,The Stackless Python programming language.,,python-implementations,https://github.com/stackless-dev/stackless,https://github.com/stackless-dev/stackless,,2017-09-05 14:36:10.000,2021-09-18 11:33:53.000,2021-08-11 18:33:11,106029.0,,54,34.0,39.0,255.0,794,,,,998.0,11.0,17,False,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
296,psycopg3,psycopg/psycopg,New generation PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg,https://github.com/psycopg/psycopg,LGPL-3.0,2020-03-15 04:15:53.000,2022-02-03 00:30:27.000,2022-02-03 00:30:27,1862.0,275.0,50,28.0,85.0,95.0,592,,,,19.0,19.0,17,True,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
297,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000,2021-07-12 08:04:42.000,2021-07-12 08:04:42,371.0,,11,10.0,34.0,20.0,208,2021-03-10 16:40:20.000,1.2.1,23.0,7.0,3.0,17,True,validr,,,,9620.0,4.0,,https://pypi.org/project/validr,2021-03-10 16:40:20.000,4.0,,,,,,,,3.0,9620.0,,,,,,,,,,
298,rtoml,samuelcolvin/rtoml,A better TOML library for python implemented in rust.,,serialization,https://github.com/samuelcolvin/rtoml,https://github.com/samuelcolvin/rtoml,MIT,2020-01-07 22:30:25.000,2022-01-10 22:54:40.000,2021-12-05 10:40:37,54.0,2.0,15,3.0,28.0,4.0,112,2021-12-05 11:02:51.000,0.7.1,11.0,8.0,5.0,17,True,rtoml,,,,3313.0,43.0,32.0,https://pypi.org/project/rtoml,2021-12-05 11:02:51.000,11.0,,,,,,,,3.0,3313.0,,,,,,,,,,
299,docopt-ng,jazzband/docopt-ng,"Humane command line arguments parser. Now with maintenance, typehints, and complete test coverage.",,cli-helpers,https://github.com/jazzband/docopt-ng,https://github.com/jazzband/docopt-ng,MIT,2019-03-26 15:35:29.000,2021-11-10 11:22:19.000,2021-10-13 20:21:59,525.0,,11,8.0,8.0,2.0,67,2019-03-26 17:03:46.000,0.7.2,4.0,42.0,16.0,17,False,docopt-ng,,,,7067.0,67.0,61.0,https://pypi.org/project/docopt-ng,2019-03-26 17:03:46.000,6.0,,,,,,,,3.0,7067.0,,,,,,,,,,
300,lazydata,rstojnic/lazydata,Lazydata: Scalable data dependencies for Python projects.,,db-clients,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000,2019-02-13 18:15:09.000,2018-10-12 11:40:26,216.0,,24,18.0,9.0,6.0,632,2018-09-18 21:25:30.000,1.0.19,19.0,6.0,7.0,16,False,lazydata,,,,48.0,10.0,8.0,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000,2.0,,,,,,,,3.0,48.0,,,,,,,,,,
301,SuperSQLite,plasticityai/supersqlite,A supercharged SQLite library for Python.,,db-clients,https://github.com/plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,MIT,2018-11-09 08:20:26.000,2020-05-09 09:06:06.000,2019-08-27 13:16:09,221.0,,21,11.0,3.0,1.0,687,2018-11-22 02:36:13.000,0.0.78,57.0,2.0,5.0,15,False,supersqlite,,,,157.0,10.0,9.0,https://pypi.org/project/supersqlite,2018-11-22 02:36:46.000,1.0,,,,,,,,3.0,157.0,,,,,,,,,,
302,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000,2022-01-19 16:41:37.000,2022-01-19 16:40:48,257.0,1.0,18,6.0,22.0,20.0,481,2020-09-13 06:06:09.000,0.2.3,24.0,11.0,15.0,15,True,pugsql,,,,2730.0,1.0,,https://pypi.org/project/pugsql,2020-09-13 06:06:09.000,1.0,,,,,,,,3.0,2730.0,,,,,,,,,,
303,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000,2021-02-22 07:12:02.000,2020-11-25 09:45:42,96.0,,35,14.0,28.0,8.0,220,2020-11-25 09:35:49.000,0.3.4,12.0,12.0,19.0,15,False,price-parser,,,,,126.0,124.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000,2.0,,,,,,,,3.0,,-5.0,,,,,,,,,
304,asyncer,tiangolo/asyncer,"Asyncer, async and await, focused on developer experience.",,async,https://github.com/tiangolo/asyncer,https://github.com/tiangolo/asyncer,MIT,2022-01-04 21:14:39.000,2022-01-31 12:29:51.000,2022-01-09 11:32:39,34.0,34.0,19,11.0,12.0,2.0,542,2022-01-04 21:45:45.000,0.0.1,1.0,7.0,3.0,14,True,asyncer,conda-forge/asyncer,,,1910.0,,,https://pypi.org/project/asyncer,2022-01-04 21:45:45.000,,https://anaconda.org/conda-forge/asyncer,2022-01-10 21:56:44.672,51.0,,,,,3.0,1859.0,,,,,,,,,,
305,millify,azaitsev/millify,Convert long numbers into a human-readable format in Python.,,text,https://github.com/azaitsev/millify,https://github.com/azaitsev/millify,MIT,2018-01-15 01:27:12.000,2021-10-04 19:28:16.000,2018-01-15 02:44:36,5.0,,8,,2.0,,52,2018-01-15 02:19:08.000,0.1.1,1.0,1.0,1.0,14,False,millify,,,,31127.0,162.0,157.0,https://pypi.org/project/millify,2018-01-15 02:19:08.000,5.0,,,,,,,,3.0,31127.0,,,,,,,,,,
306,cleverdict,PFython/cleverdict,A JSON-friendly data structure which allows both object attributes and dictionary keys and values to be used..,,data-structures,https://github.com/PFython/cleverdict,https://github.com/PFython/cleverdict,MIT,2020-06-20 05:07:58.000,2021-11-29 09:36:10.000,2021-11-29 09:36:10,186.0,1.0,6,2.0,10.0,12.0,83,2021-02-05 14:01:42.000,1.9.1,27.0,5.0,10.0,13,False,cleverdict,,,,402.0,13.0,12.0,https://pypi.org/project/cleverdict,2021-02-05 13:58:12.000,1.0,,,,,,,,3.0,402.0,,,,,,,,,,
307,cl-python,metawilm/cl-python,An implementation of Python in Common Lisp.,,python-implementations,https://github.com/metawilm/cl-python,https://github.com/metawilm/cl-python,,2009-05-14 18:00:17.000,2020-04-15 08:28:06.000,2020-04-15 08:28:04,1489.0,,31,28.0,10.0,13.0,327,,,,12.0,3.0,11,False,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
308,dataklasses,dabeaz/dataklasses,A different spin on dataclasses.,,data-validation,https://github.com/dabeaz/dataklasses,https://github.com/dabeaz/dataklasses,,2021-12-19 23:40:48.000,2022-01-07 12:58:17.000,2022-01-07 12:58:15,17.0,17.0,24,17.0,5.0,2.0,642,,,,3.0,1.0,7,False,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
