,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url
146,plumbum,tomerfiliba/plumbum,Plumbum: Shell Combinators.,,infrastructure,https://github.com/tomerfiliba/plumbum,https://github.com/tomerfiliba/plumbum,MIT,2012-04-27 08:51:34.000,2021-10-07 02:08:14.000,2021-10-07 02:08:11.000,158.0,214.0,2251.0,2021-02-08 19:49:00.000,1.7.0,22.0,97.0,110.0,27,True,1173.0,conda-forge/plumbum,plumbum,,8561.0,620.0,,https://pypi.org/project/plumbum,2021-02-08 19:49:00.000,620.0,,https://anaconda.org/conda-forge/plumbum,2021-02-08 22:52:58.886,496574.0,3.0,,,,,,,,
147,pandas-datareader,pydata/pandas-datareader,Extract data from a wide range of Internet sources into a pandas DataFrame.,,data-loading,https://github.com/pydata/pandas-datareader,https://github.com/pydata/pandas-datareader,BSD-3-Clause,2015-01-15 00:34:19.000,2021-09-25 20:50:11.000,2021-08-07 12:53:30.000,540.0,391.0,2135.0,2021-07-13 12:38:57.000,0.10.0,22.0,83.0,88.0,27,True,,conda-forge/pandas-datareader,pandas-datareader,,306551.0,1406.0,,https://pypi.org/project/pandas-datareader,2021-07-13 12:38:57.000,1406.0,303839.0,https://anaconda.org/conda-forge/pandas-datareader,2021-07-14 09:19:08.289,146487.0,2.0,,,,,,,,
148,libcloud,apache/libcloud,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to..,,db-clients,https://github.com/apache/libcloud,https://github.com/apache/libcloud,Apache-2.0,2009-12-11 09:00:14.000,2021-10-13 06:20:31.000,2021-05-21 19:04:54.000,894.0,78.0,1791.0,2021-01-25 22:11:48.000,3.3.1,63.0,422.0,62.0,27,True,,,apache-libcloud,,89075.0,3532.0,1990.0,https://pypi.org/project/apache-libcloud,2021-01-25 22:11:48.000,1542.0,89075.0,,,,3.0,,,,,,,,
149,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000,2021-08-15 10:32:43.000,2016-06-07 04:02:12.000,143.0,13.0,1739.0,2014-12-15 01:15:08.000,1.3.3,11.0,15.0,46.0,27,False,95.0,conda-forge/retrying,retrying,,6652553.0,3490.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000,3490.0,6639314.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934,807596.0,3.0,,,,,,,,
150,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000,2021-06-29 06:19:31.721,2021-03-18 21:35:54.000,190.0,231.0,1512.0,2020-12-18 08:40:31.000,1.0.2,14.0,68.0,6.0,27,True,,conda-forge/msgpack-python,msgpack,874.0,82987.0,53583.0,50953.0,https://pypi.org/project/msgpack,2020-12-18 08:40:31.000,2630.0,,https://anaconda.org/conda-forge/msgpack-python,2021-06-29 06:19:31.721,4895151.0,3.0,,,,,,,,
151,humanize,jmoiron/humanize,python humanize functions.,,text,https://github.com/jmoiron/humanize,https://github.com/jmoiron/humanize,MIT,2011-10-07 23:44:01.000,2021-10-13 22:47:45.000,2021-10-09 13:12:21.000,155.0,57.0,1463.0,2021-10-06 10:17:40.000,3.12.0,32.0,59.0,25.0,27,True,456.0,conda-forge/humanize,humanize,,2953.0,2904.0,,https://pypi.org/project/humanize,2021-10-06 10:16:45.000,2904.0,,https://anaconda.org/conda-forge/humanize,2021-10-06 14:00:01.710,189003.0,2.0,,,,,,,,
152,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000,2021-07-21 08:24:02.000,2020-05-12 22:01:13.000,137.0,62.0,1430.0,2020-05-12 22:03:45.000,0.10.0,24.0,22.0,76.0,27,False,526.0,conda-forge/jmespath,jmespath,,93829.0,12390.0,,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000,12390.0,,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174,5911239.0,3.0,,,-6.0,,,,,
153,sshtunnel,pahaz/sshtunnel,SSH tunnels to remote server.,,infrastructure,https://github.com/pahaz/sshtunnel,https://github.com/pahaz/sshtunnel,MIT,2014-06-11 21:14:05.000,2021-08-03 19:47:12.000,2021-01-11 13:12:20.000,142.0,134.0,886.0,2021-01-11 13:28:44.000,0.4.0,28.0,23.0,26.0,27,True,381.0,conda-forge/sshtunnel,sshtunnel,,1219744.0,2974.0,2712.0,https://pypi.org/project/sshtunnel,2021-01-11 13:26:29.000,262.0,1218501.0,https://anaconda.org/conda-forge/sshtunnel,2020-11-16 08:46:37.270,75851.0,3.0,,,,,,,,
154,bcrypt,pyca/bcrypt,Modern(-ish) password hashing for your software and your servers.,,cryptography,https://github.com/pyca/bcrypt,https://github.com/pyca/bcrypt,Apache-2.0,2013-05-11 02:03:55.000,2021-09-28 03:22:26.000,2021-09-28 03:22:16.000,101.0,87.0,792.0,2020-08-16 17:22:44.000,3.2.0,16.0,29.0,2.0,27,True,,conda-forge/bcrypt,bcrypt,,17540608.0,14850.0,,https://pypi.org/project/bcrypt,2020-08-16 17:22:44.000,14850.0,17507010.0,https://anaconda.org/conda-forge/bcrypt,2021-07-06 13:23:05.755,1175953.0,3.0,,,,,,,,
155,cx-Oracle,oracle/python-cx_Oracle,Python interface to Oracle Database conforming to the Python DB API 2.0 specification.,,db-clients,https://github.com/oracle/python-cx_Oracle,https://github.com/oracle/python-cx_Oracle,BSD-3-Clause,2017-03-07 04:03:36.000,2021-09-04 20:41:06.000,2021-09-04 20:40:55.000,295.0,528.0,767.0,2021-06-01 19:19:27.000,8.2.1,34.0,17.0,38.0,27,True,,,cx-Oracle,,2538227.0,5275.0,5131.0,https://pypi.org/project/cx-Oracle,2021-06-01 19:19:27.000,144.0,2538227.0,,,,3.0,,,3.0,,,,,
156,cached-property,pydanny/cached-property,A decorator for caching properties in classes.,,caching,https://github.com/pydanny/cached-property,https://github.com/pydanny/cached-property,BSD-3-Clause,2014-05-17 22:42:24.000,2021-10-12 18:14:54.000,2020-10-21 17:48:31.000,65.0,24.0,609.0,2020-09-21 21:24:10.000,1.5.2,17.0,23.0,35.0,27,True,219.0,conda-forge/cached-property,cached-property,,22736.0,21628.0,18934.0,https://pypi.org/project/cached-property,2020-09-21 18:39:25.000,2694.0,,https://anaconda.org/conda-forge/cached-property,2021-03-08 13:20:13.927,1250531.0,1.0,,,,,,,,
157,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000,2021-08-05 12:11:30.000,2021-08-05 12:11:30.000,122.0,163.0,447.0,2019-08-15 12:04:18.000,1.6.1,42.0,48.0,23.0,27,True,596.0,conda-forge/pylibmc,pylibmc,,144148.0,8268.0,3586.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000,4682.0,141501.0,https://anaconda.org/conda-forge/pylibmc,2021-06-30 23:58:11.535,166822.0,1.0,,,,,,,,
158,param,holoviz/param,Param: Make your Python code clearer and more reliable by declaring Parameters.,,data-validation,https://github.com/holoviz/param,https://github.com/holoviz/param,BSD-3-Clause,2012-05-01 11:51:08.000,2021-10-13 19:18:45.000,2021-10-13 19:15:32.000,47.0,183.0,243.0,2021-07-06 01:02:45.000,1.11.1,54.0,30.0,109.0,27,True,675.0,conda-forge/param,param,,232832.0,2499.0,2363.0,https://pypi.org/project/param,2021-10-11 14:56:44.000,136.0,225623.0,https://anaconda.org/conda-forge/param,2021-07-05 04:19:37.607,389303.0,3.0,,,,,,,,
159,srsly,explosion/srsly,"Modern high-performance serialization utilities for Python (JSON, MessagePack, Pickle).",,serialization,https://github.com/explosion/srsly,https://github.com/explosion/srsly,MIT,2018-12-01 03:21:56.000,2021-08-04 07:29:41.000,2021-08-04 07:29:41.000,25.0,21.0,236.0,2021-04-12 09:49:55.000,2.4.1,31.0,11.0,2.0,27,True,260.0,conda-forge/srsly,srsly,,2625159.0,13983.0,13575.0,https://pypi.org/project/srsly,2021-04-12 09:49:55.000,408.0,2609291.0,https://anaconda.org/conda-forge/srsly,2021-04-12 13:06:38.171,507788.0,3.0,,,,,,,,
160,Send2Trash,arsenetar/send2trash,Python library to natively send files to Trash (or Recycle bin) on all platforms.,,others,https://github.com/arsenetar/send2trash,https://github.com/arsenetar/send2trash,BSD-3-Clause,2013-07-19 22:13:14.000,2021-08-24 06:21:27.000,2021-08-24 06:21:12.000,31.0,25.0,183.0,2021-08-09 23:11:59.000,1.8.0,14.0,13.0,18.0,27,True,149.0,conda-forge/send2trash,send2trash,,81078.0,5040.0,,https://pypi.org/project/send2trash,2021-08-21 03:44:45.000,5040.0,,https://anaconda.org/conda-forge/send2trash,2021-08-09 12:16:59.375,3648541.0,3.0,,,,,,,,
161,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000,2021-10-08 01:50:27.000,2021-10-08 01:50:23.000,23.0,47.0,22.0,2021-09-29 15:34:11.000,3.6.0,32.0,13.0,,27,False,,conda-forge/zipp,zipp,,66382941.0,5822.0,,https://pypi.org/project/zipp,2021-09-29 15:34:00.000,5822.0,66125708.0,https://anaconda.org/conda-forge/zipp,2021-10-03 23:04:02.914,8231485.0,3.0,,,,,,,,
162,Gooey,chriskiehl/Gooey,Turn (almost) any Python command line program into a full GUI application with one line.,,gui-dev,https://github.com/chriskiehl/Gooey,https://github.com/chriskiehl/Gooey,MIT,2014-01-01 21:06:05.000,2021-10-03 05:00:17.000,2021-06-12 18:50:46.000,773.0,408.0,14920.0,2021-06-12 18:51:56.000,1.0.8.1,55.0,99.0,88.0,26,True,732.0,conda-forge/gooey,gooey,139.0,5329.0,494.0,430.0,https://pypi.org/project/gooey,2021-06-12 18:58:09.000,64.0,3976.0,https://anaconda.org/conda-forge/gooey,2021-06-13 12:18:58.431,39112.0,2.0,,,,,,,,
163,snorkel,snorkel-team/snorkel,A system for quickly generating training data with weak supervision.,,data-loading,https://github.com/snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,Apache-2.0,2016-02-26 05:52:45.000,2021-10-14 08:38:38.000,2021-10-13 22:40:49.000,779.0,932.0,4871.0,2021-03-09 21:51:40.000,0.9.7,19.0,71.0,27.0,26,True,2664.0,conda-forge/snorkel,snorkel,697.0,59330.0,127.0,119.0,https://pypi.org/project/snorkel,2021-03-09 21:39:08.000,8.0,58481.0,https://anaconda.org/conda-forge/snorkel,2021-04-30 15:16:48.270,22611.0,2.0,,,,,,,,
164,pendulum,sdispater/pendulum,Python datetimes made easy.,,date-time-utils,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53.000,2021-09-26 21:56:30.000,2021-02-11 15:37:00.000,260.0,225.0,4563.0,2020-07-24 18:17:05.000,2.1.2,52.0,67.0,209.0,26,True,697.0,conda-forge/pendulum,pendulum,,7466.0,1080.0,,https://pypi.org/project/pendulum,2020-07-24 18:16:40.000,1080.0,,https://anaconda.org/conda-forge/pendulum,2020-11-08 21:57:25.850,388258.0,3.0,,,,,,,,
165,asciimatics,peterbrittain/asciimatics,"A cross platform package to do curses-like operations, plus higher level APIs and widgets to create text UIs and ASCII..",,cli-helpers,https://github.com/peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,Apache-2.0,2015-04-15 20:18:41.000,2021-09-26 17:09:35.000,2021-09-26 17:09:08.000,209.0,242.0,2812.0,2021-04-05 16:37:38.000,1.13.0,22.0,37.0,20.0,26,True,1029.0,conda-forge/asciimatics,asciimatics,,10997.0,653.0,537.0,https://pypi.org/project/asciimatics,2021-04-05 16:32:43.000,116.0,9151.0,https://anaconda.org/conda-forge/asciimatics,2021-04-09 05:27:34.166,77541.0,3.0,,,,,,,,
166,toga,beeware/toga,"A Python native, OS native GUI toolkit.",,gui-dev,https://github.com/beeware/toga,https://github.com/beeware/toga,BSD-3-Clause,2014-08-01 21:44:10.000,2021-10-13 01:48:50.000,2021-10-09 05:52:33.000,491.0,375.0,2778.0,2017-08-14 18:29:09.000,0.2.15,48.0,195.0,138.0,26,True,4368.0,,toga,,1787.0,44.0,,https://pypi.org/project/toga,2021-07-25 01:59:15.000,44.0,1787.0,,,,2.0,,,,,,,,
167,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000,2021-09-16 19:11:47.303,2021-09-16 11:35:28.000,251.0,344.0,2769.0,2021-08-30 21:35:18.000,0.8.2,16.0,37.0,79.0,26,True,1934.0,conda-forge/flexx,flexx,,2981.0,130.0,94.0,https://pypi.org/project/flexx,2021-09-16 11:36:30.000,36.0,1667.0,https://anaconda.org/conda-forge/flexx,2021-09-16 19:11:47.303,82794.0,2.0,,,,,,,,
168,Dynaconf,rochacbruno/dynaconf,Configuration Management for Python.,,configuration,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22.000,2021-10-14 06:08:51.000,2021-10-11 23:42:39.000,185.0,233.0,1969.0,2021-09-09 20:04:05.000,3.1.7,76.0,74.0,80.0,26,True,567.0,conda-forge/dynaconf,dynaconf,,224.0,1826.0,1734.0,https://pypi.org/project/dynaconf,2021-09-09 20:03:56.000,92.0,,https://anaconda.org/conda-forge/dynaconf,2021-09-13 09:10:11.640,2699.0,3.0,,,,,,,,
169,python-decouple,henriquebastos/python-decouple,Strict separation of config from code.,,configuration,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08.000,2021-09-30 20:49:23.000,2021-09-30 20:45:28.000,144.0,65.0,1909.0,2021-09-30 20:51:47.000,3.5,9.0,27.0,8.0,26,True,166.0,conda-forge/python-decouple,python-decouple,2.0,601.0,54465.0,48441.0,https://pypi.org/project/python-decouple,2021-09-30 20:45:49.000,6024.0,,https://anaconda.org/conda-forge/python-decouple,2021-01-05 16:16:35.790,29451.0,3.0,,,,,,,,
170,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000,2021-09-05 21:01:26.000,2018-12-05 18:23:06.000,463.0,505.0,1820.0,2018-12-05 19:18:21.000,3.1.1,51.0,62.0,242.0,26,False,1112.0,,mongo-connector,,9458.0,172.0,110.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000,62.0,9458.0,,,,3.0,,,,,,,,
171,pyfilesystem2,pyfilesystem/pyfilesystem2,Python's Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000,2021-10-11 12:00:42.000,2021-10-11 12:00:42.000,146.0,249.0,1501.0,2021-03-27 17:23:04.000,2.4.13,83.0,41.0,58.0,26,True,676.0,,fs,,424667.0,796.0,,https://pypi.org/project/fs,2021-03-27 17:20:59.000,796.0,424667.0,,,,3.0,,,,,,,,
172,gdown,wkentaro/gdown,Download a large file from Google Drive (curl/wget fails because of the security notice).,,data-loading,https://github.com/wkentaro/gdown,https://github.com/wkentaro/gdown,MIT,2015-10-17 03:01:23.000,2021-10-09 10:26:25.000,2021-10-09 10:26:19.000,133.0,54.0,1388.0,2021-10-06 17:45:50.000,4.0.2,61.0,12.0,10.0,26,True,,conda-forge/gdown,gdown,,235495.0,5129.0,5077.0,https://pypi.org/project/gdown,2021-10-06 17:45:50.000,52.0,234059.0,https://anaconda.org/conda-forge/gdown,2021-10-08 02:13:41.741,35917.0,2.0,,,,,,,,
173,gin-config,google/gin-config,Gin provides a lightweight configuration framework for Python.,,configuration,https://github.com/google/gin-config,https://github.com/google/gin-config,Apache-2.0,2018-06-27 20:21:12.000,2021-09-29 23:00:38.000,2021-09-29 23:00:33.000,96.0,34.0,1364.0,2020-11-24 01:03:23.000,0.4.0,11.0,19.0,40.0,26,True,139.0,,gin-config,,630342.0,2946.0,2844.0,https://pypi.org/project/gin-config,2020-11-24 01:03:23.000,102.0,630342.0,,,,3.0,,,,,,,,
174,pyscaffold,pyscaffold/pyscaffold,Python project template generator with batteries included.,,others,https://github.com/pyscaffold/pyscaffold,https://github.com/pyscaffold/pyscaffold,MIT,2014-04-02 07:01:57.000,2021-10-11 22:40:40.000,2021-10-11 22:40:33.000,126.0,232.0,1229.0,2021-09-22 12:27:12.000,4.1,167.0,43.0,9.0,26,True,1996.0,conda-forge/pyscaffold,pyscaffold,,136828.0,74.0,,https://pypi.org/project/pyscaffold,2021-10-11 16:39:03.000,74.0,134907.0,https://anaconda.org/conda-forge/pyscaffold,2021-09-22 17:22:18.845,126814.0,3.0,,,,,,,,
175,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000,2021-10-13 18:45:37.000,2021-10-13 18:45:28.000,148.0,136.0,1134.0,2021-10-13 06:47:24.000,5.6.0,61.0,57.0,33.0,26,True,844.0,conda-forge/deepdiff,deepdiff,,1241.0,3226.0,2410.0,https://pypi.org/project/deepdiff,2021-10-13 05:59:18.000,816.0,,https://anaconda.org/conda-forge/deepdiff,2021-04-29 23:02:26.418,59572.0,1.0,,,,,,,,
176,cachetools,tkem/cachetools,Extensible memoizing collections and decorators.,,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14.000,2021-10-14 13:52:55.000,2021-10-11 17:57:41.000,116.0,181.0,1093.0,2021-09-30 10:26:20.000,4.2.4,39.0,7.0,12.0,26,True,225.0,conda-forge/cachetools,cachetools,,55801.0,4436.0,,https://pypi.org/project/cachetools,2021-09-30 10:26:20.000,4436.0,,https://anaconda.org/conda-forge/cachetools,2021-09-30 14:11:39.848,3348090.0,2.0,,,,,,,,
177,sqlitedict,RaRe-Technologies/sqlitedict,"Persistent dict, backed by sqlite3 and pickle, multithread-safe.",,data-structures,https://github.com/RaRe-Technologies/sqlitedict,https://github.com/RaRe-Technologies/sqlitedict,Apache-2.0,2011-07-19 14:09:09.000,2021-08-27 14:22:13.000,2021-01-30 06:28:54.000,101.0,56.0,711.0,2020-09-10 06:11:55.000,1.7.0,18.0,32.0,24.0,26,True,255.0,conda-forge/sqlitedict,sqlitedict,,176590.0,1424.0,1182.0,https://pypi.org/project/sqlitedict,2020-09-04 04:52:38.000,242.0,176152.0,https://anaconda.org/conda-forge/sqlitedict,2020-09-30 16:31:44.818,15344.0,2.0,,,,,,,,
178,Intake,intake/intake,"Intake is a lightweight package for finding, investigating, loading and disseminating data.",,data-loading,https://github.com/intake/intake,https://github.com/intake/intake,BSD-2-Clause,2017-08-14 20:44:22.000,2021-10-11 21:27:08.665,2021-10-08 14:34:28.000,106.0,208.0,631.0,2021-10-11 18:33:08.000,0.6.4,23.0,64.0,80.0,26,True,1729.0,conda-forge/intake,intake,,14924.0,379.0,305.0,https://pypi.org/project/intake,2021-10-11 18:33:08.000,74.0,11919.0,https://anaconda.org/conda-forge/intake,2021-10-11 21:27:08.665,105207.0,2.0,,,,,,,,
179,anyio,agronholm/anyio,High level asynchronous concurrency and networking framework that works on top of either trio or asyncio.,,async,https://github.com/agronholm/anyio,https://github.com/agronholm/anyio,MIT,2018-08-19 21:07:18.000,2021-10-11 18:27:30.853,2021-10-10 19:08:02.000,50.0,181.0,565.0,2021-10-10 19:09:18.000,3.3.3,37.0,22.0,32.0,26,True,628.0,conda-forge/anyio,anyio,,4099038.0,40.0,,https://pypi.org/project/anyio,2021-10-10 19:09:18.000,40.0,4072765.0,https://anaconda.org/conda-forge/anyio,2021-10-11 18:27:30.853,656833.0,2.0,,,,,,,,
180,janus,aio-libs/janus,Thread-safe asyncio-aware queue for Python.,,data-structures,https://github.com/aio-libs/janus,https://github.com/aio-libs/janus,Apache-2.0,2015-06-08 15:45:28.000,2021-10-08 23:32:13.000,2021-08-02 05:22:58.000,31.0,26.0,542.0,2020-10-26 15:24:56.000,0.6.1,15.0,21.0,8.0,26,True,480.0,conda-forge/janus,janus,,142400.0,2516.0,2424.0,https://pypi.org/project/janus,2020-10-26 15:24:56.000,92.0,142137.0,https://anaconda.org/conda-forge/janus,2020-11-02 16:39:38.828,7375.0,2.0,,,,,,,,
181,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000,2021-10-05 06:22:27.000,2021-10-05 06:22:23.000,100.0,32.0,530.0,2020-12-18 10:27:27.000,0.18.2,36.0,38.0,97.0,26,True,224.0,conda-forge/validators,validators,,1235.0,26316.0,24430.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000,1886.0,,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348,28419.0,3.0,,,,,,,,
182,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000,2021-08-14 16:30:22.806,2020-11-13 14:26:05.000,40.0,111.0,511.0,,,8.0,11.0,10.0,26,True,287.0,conda-forge/dataclasses,dataclasses,,73086.0,22763.0,21809.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000,954.0,,https://anaconda.org/conda-forge/dataclasses,2021-08-14 16:30:22.806,2996554.0,3.0,,,,,,,,
183,beaker,bbangert/beaker,WSGI middleware for sessions and caching.,,caching,https://github.com/bbangert/beaker,https://github.com/bbangert/beaker,BSD-3-Clause,2011-10-16 17:48:39.000,2021-06-19 05:45:59.000,2020-10-08 07:45:29.000,130.0,52.0,476.0,2019-08-26 22:02:52.000,1.11.0,58.0,85.0,66.0,26,True,799.0,conda-forge/beaker,beaker,,282117.0,5653.0,3039.0,https://pypi.org/project/beaker,2019-08-26 22:02:01.000,2614.0,281117.0,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,55017.0,2.0,,,,,,,,
184,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000,2021-10-01 08:20:40.568,2021-06-25 21:04:00.000,38.0,88.0,429.0,2020-11-16 12:53:09.000,0.9.4,52.0,18.0,10.0,26,True,632.0,conda-forge/python-rapidjson,python-rapidjson,,689058.0,1986.0,1694.0,https://pypi.org/project/python-rapidjson,2021-06-25 21:04:07.000,292.0,677262.0,https://anaconda.org/conda-forge/python-rapidjson,2021-10-01 08:20:40.568,672389.0,3.0,,,,,,,,
185,pyscreenshot,ponty/pyscreenshot,"Python screenshot library, replacement for the Pillow ImageGrab module on Linux.",,others,https://github.com/ponty/pyscreenshot,https://github.com/ponty/pyscreenshot,BSD-2-Clause,2011-02-01 13:02:51.000,2021-10-13 11:58:37.000,2021-04-18 09:41:46.000,79.0,61.0,417.0,2018-12-21 10:20:02.000,0.5.1,22.0,23.0,5.0,26,True,572.0,,pyscreenshot,,182946.0,1711.0,1287.0,https://pypi.org/project/pyscreenshot,2021-04-18 19:30:22.000,424.0,182946.0,,,,3.0,,,,,,,,
186,pandas-gbq,pydata/pandas-gbq,Pandas Google BigQuery.,,db-clients,https://github.com/googleapis/python-bigquery-pandas,https://github.com/googleapis/python-bigquery-pandas,BSD-3-Clause,2017-02-08 13:07:19.000,2021-10-12 20:44:42.000,2021-10-12 20:44:42.000,97.0,165.0,272.0,2021-03-30 16:56:11.000,0.15.0,27.0,33.0,53.0,26,True,,conda-forge/pandas-gbq,pandas-gbq,251.0,13372721.0,3337.0,2905.0,https://pypi.org/project/pandas-gbq,2021-03-30 16:55:56.000,432.0,13355340.0,https://anaconda.org/conda-forge/pandas-gbq,2021-04-28 19:44:29.231,955685.0,3.0,googleapis/python-bigquery-pandas,,,,,,,
187,cloudant,cloudant/python-cloudant,A Python library for Cloudant and CouchDB.,,db-clients,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000,2021-08-26 14:15:46.968,2021-08-26 11:17:13.000,49.0,247.0,166.0,2021-08-26 11:18:59.000,2.15.0,47.0,29.0,2.0,26,True,824.0,conda-forge/cloudant,cloudant,,52043.0,2072.0,1538.0,https://pypi.org/project/cloudant,2021-08-26 11:14:04.000,534.0,50644.0,https://anaconda.org/conda-forge/cloudant,2021-08-26 14:15:46.968,85387.0,3.0,,,,,,,,
188,cpython,python/cpython,The Python programming language.,,python-implementations,https://github.com/python/cpython,https://github.com/python/cpython,MIT,2017-02-10 19:23:51.000,2021-10-14 12:56:35.000,2021-10-14 10:17:00.000,20339.0,,40693.0,2020-07-22 03:00:52.000,0.0.6,6.0,1831.0,1419.0,25,True,,,cpython,,8942.0,,,https://pypi.org/project/cpython,2020-07-22 03:00:52.000,,8942.0,,,,1.0,,,,,,,,
189,textract,deanmalmgren/textract,extract text from any document. no muss. no fuss.,,data-loading,https://github.com/deanmalmgren/textract,https://github.com/deanmalmgren/textract,MIT,2014-07-03 20:36:59.000,2021-10-04 14:05:16.000,2021-08-21 17:07:52.000,458.0,126.0,3115.0,2021-08-21 17:09:22.000,1.6.4,16.0,39.0,82.0,25,True,579.0,conda-forge/textract,textract,,207.0,192.0,,https://pypi.org/project/textract,2021-08-21 17:07:16.000,192.0,,https://anaconda.org/conda-forge/textract,2021-08-22 03:37:29.204,12680.0,3.0,,,,,,,,
190,Pony,ponyorm/pony,Pony Object Relational Mapper.,,db-clients,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000,2021-10-02 19:42:31.000,2021-02-28 21:36:46.000,204.0,307.0,2711.0,2020-11-23 19:13:28.000,0.7.14,44.0,20.0,270.0,25,True,,conda-forge/pony,pony,,68940.0,2673.0,2135.0,https://pypi.org/project/pony,2020-11-23 18:56:34.000,538.0,67930.0,https://anaconda.org/conda-forge/pony,2020-11-23 21:18:14.049,57587.0,3.0,,,,,,,,
191,clint,kennethreitz-archive/clint,Python Command-line Application Tools.,,cli-helpers,https://github.com/kennethreitz-archive/clint,https://github.com/kennethreitz-archive/clint,ISC,2010-10-12 02:40:00.000,2021-07-31 05:54:17.000,2017-09-02 04:38:47.000,226.0,41.0,2480.0,2015-08-25 16:13:43.000,0.5.1,17.0,64.0,32.0,25,False,372.0,conda-forge/clint,clint,99.0,607.0,5554.0,3312.0,https://pypi.org/project/clint,2015-08-25 16:11:19.000,2242.0,,https://anaconda.org/conda-forge/clint,2018-07-09 09:37:09.782,39419.0,3.0,,,-5.0,,,,,
