,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,updated_github_id,conda_dependent_project_count,labels,new_addition,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
42,fabric,fabric/fabric,"Simple, Pythonic remote execution and deployment.",,infrastructure,https://github.com/fabric/fabric,https://github.com/fabric/fabric,BSD-2-Clause,2009-05-01 01:14:24.000,2022-04-08 06:13:34.000,2022-04-07 17:00:51,1512.0,23.0,1879,467.0,533.0,429.0,1277.0,13350,2022-03-26 01:44:54.000,2.7.0,122.0,133.0,37,True,fabric,conda-forge/fabric,,,1440313.0,316.0,,https://pypi.org/project/fabric,2022-03-26 01:44:54.000,316.0,1439638.0,https://anaconda.org/conda-forge/fabric,2022-03-28 06:05:30.703,45933.0,,,,,3.0,,,,,,,,,,,,
43,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000,2022-04-21 08:28:02.000,2022-02-18 05:13:46,1355.0,3.0,609,133.0,643.0,66.0,389.0,7845,2022-01-27 15:57:18.000,1.2.2,62.0,257.0,37,True,arrow,conda-forge/arrow,,,6387374.0,31694.0,27180.0,https://pypi.org/project/arrow,2022-01-27 15:47:11.000,4514.0,6374207.0,https://anaconda.org/conda-forge/arrow,2022-01-27 20:04:47.163,934865.0,,,,,2.0,,,,,,,,,,,,
44,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000,2022-04-20 11:26:02.000,2022-04-20 07:06:35,2624.0,44.0,609,149.0,651.0,503.0,517.0,7650,2019-10-03 15:18:40.000,2.0.10,81.0,206.0,37,True,prompt_toolkit,conda-forge/prompt-toolkit,,,19680034.0,3259.0,,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000,3259.0,19419681.0,https://anaconda.org/conda-forge/prompt-toolkit,2022-04-05 03:49:59.796,6508832.0,,,,,2.0,,,,,,,,,,,,
45,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000,2022-04-19 20:53:30.000,2022-04-19 20:52:55,2378.0,13.0,1160,238.0,455.0,138.0,937.0,7275,2021-12-30 20:46:21.000,4.2.4,49.0,163.0,37,True,supervisor,conda-forge/supervisor,,,1415135.0,8992.0,7047.0,https://pypi.org/project/supervisor,2021-12-30 20:46:21.000,1945.0,1412529.0,https://anaconda.org/conda-forge/supervisor,2022-04-12 19:28:37.903,185034.0,,,,,1.0,,,,,,,,,,,,
46,python-dotenv,theskumar/python-dotenv,Reads key-value pairs from a .env file and can set them as environment variables. It helps in developing applications..,,configuration,https://github.com/theskumar/python-dotenv,https://github.com/theskumar/python-dotenv,BSD-3-Clause,2014-09-06 05:35:17.000,2022-04-17 20:19:10.000,2022-04-17 19:04:04,317.0,12.0,304,31.0,189.0,33.0,184.0,4857,2022-03-24 21:32:35.000,0.20.0,41.0,75.0,37,True,python-dotenv,conda-forge/python-dotenv,,,14053521.0,227749.0,221348.0,https://pypi.org/project/python-dotenv,2022-03-24 21:32:35.000,6401.0,14031402.0,https://anaconda.org/conda-forge/python-dotenv,2022-03-24 23:01:55.228,1437760.0,,,,,1.0,,,,,,,,,,,,
47,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000,2022-03-27 07:01:45.000,2022-03-27 07:01:45,2156.0,1.0,1210,154.0,933.0,212.0,1166.0,4802,2020-09-30 07:33:37.000,2.0.1,36.0,207.0,37,True,kafka-python,conda-forge/kafka-python,,1681.0,6701734.0,11264.0,9992.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000,1272.0,6696893.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284,284591.0,,,,,2.0,,,,,,,,,,,,
48,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000,2022-04-20 08:23:22.000,2022-04-08 03:00:42,1470.0,56.0,2554,134.0,714.0,102.0,975.0,4738,2022-02-28 22:05:37.000,23.3.0,74.0,147.0,37,True,kubernetes,conda-forge/kubernetes,,,9894581.0,1119.0,,https://pypi.org/project/kubernetes,2022-02-28 22:04:02.000,1119.0,9889050.0,https://anaconda.org/conda-forge/kubernetes,2022-03-17 07:04:48.037,271049.0,,,,,3.0,,,,,,,,,,,,
49,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-2-Clause,2013-01-04 01:07:06.000,2022-03-30 10:32:51.000,2022-03-30 10:23:31,1247.0,10.0,560,120.0,104.0,12.0,754.0,2881,2022-02-27 12:33:07.000,3.0.3,150.0,46.0,37,True,xlsxwriter,conda-forge/xlsxwriter,,,9057727.0,49653.0,45987.0,https://pypi.org/project/xlsxwriter,2022-02-27 12:33:07.000,3666.0,9028124.0,https://anaconda.org/conda-forge/xlsxwriter,2022-02-27 15:23:37.610,1746619.0,,,,,1.0,,,,,,,,,,,,
50,netmiko,ktbyers/netmiko,Multi-vendor library to simplify Paramiko SSH connections to network devices.,,infrastructure,https://github.com/ktbyers/netmiko,https://github.com/ktbyers/netmiko,MIT,2014-11-28 21:42:52.000,2022-04-15 02:15:41.000,2022-04-15 02:15:41,2481.0,46.0,1027,199.0,986.0,247.0,1469.0,2702,2022-03-23 18:14:26.000,4.0.0,38.0,198.0,37,True,netmiko,,,,133500.0,2545.0,2310.0,https://pypi.org/project/netmiko,2022-03-23 18:09:55.000,235.0,133500.0,,,,,,,,3.0,,,,,,,,,,,,
51,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000,2022-03-28 18:26:23.000,2022-03-28 18:26:23,2977.0,2.0,424,67.0,271.0,34.0,1099.0,2560,2021-12-31 09:56:47.000,2.9.3,53.0,121.0,37,False,psycopg2,psycopg2,,,18088488.0,488170.0,427292.0,https://pypi.org/project/psycopg2,2021-12-29 15:27:12.000,60861.0,18087365.0,https://anaconda.org/anaconda/psycopg2,2022-03-05 07:02:16.968,86506.0,,,,,2.0,,,17.0,,,,,,,,,
52,pycryptodomex,Legrandin/pycryptodome,A self-contained cryptographic library for Python.,,cryptography,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,BSD-3-Clause,2014-05-02 15:11:38.000,2022-04-16 11:50:45.000,2022-03-19 16:11:23,2638.0,19.0,349,55.0,154.0,65.0,402.0,1976,2022-02-04 19:07:17.000,3.14.1,41.0,115.0,37,True,pycryptodomex,conda-forge/pycryptodomex,,,21540541.0,42550.0,41403.0,https://pypi.org/project/pycryptodomex,2022-02-04 19:07:17.000,1147.0,21529414.0,https://anaconda.org/conda-forge/pycryptodomex,2022-04-08 11:49:48.728,578645.0,,,,,2.0,,,,,,,,,,,,
53,PyYAML,yaml/pyyaml,Canonical source repository for PyYAML.,,file-formats,https://github.com/yaml/pyyaml,https://github.com/yaml/pyyaml,MIT,2011-11-03 05:09:49.000,2022-04-16 19:06:34.000,2021-10-13 19:12:51,314.0,,359,47.0,220.0,215.0,243.0,1801,2021-01-20 22:07:31.000,5.4.1,36.0,39.0,37,True,pyyaml,conda-forge/pyyaml,,,140825404.0,534099.0,464436.0,https://pypi.org/project/pyyaml,2021-12-15 13:43:08.232,69663.0,140570288.0,https://anaconda.org/conda-forge/pyyaml,2022-03-31 20:20:24.781,17858170.0,,,,,1.0,,,,,,,,,,,,
54,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000,2022-04-02 07:08:00.837,2022-03-24 21:04:17,833.0,20.0,213,49.0,127.0,19.0,155.0,1349,2021-09-29 10:35:50.000,1.1.2,32.0,62.0,37,True,greenlet,conda-forge/greenlet,,,35976311.0,137449.0,127267.0,https://pypi.org/project/greenlet,2022-03-24 21:04:05.000,10182.0,35927800.0,https://anaconda.org/conda-forge/greenlet,2022-04-02 07:08:00.837,2862206.0,,,,,1.0,,,,,,,,,,,,
55,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000,2022-04-03 18:37:46.839,2021-11-30 06:28:13,1868.0,,260,37.0,232.0,186.0,194.0,1145,2020-06-13 02:43:44.000,0.18.2,50.0,111.0,37,True,future,conda-forge/future,,,34127671.0,223436.0,206323.0,https://pypi.org/project/future,2019-10-31 00:58:13.000,17113.0,34038586.0,https://anaconda.org/conda-forge/future,2022-04-03 18:37:46.839,6146878.0,,,,,1.0,,,,,,,,,,,,
56,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2017-06-26 15:29:47.549,2022-04-21 07:25:49.000,2022-04-21 01:30:00,1479.0,60.0,168,48.0,779.0,68.0,373.0,413,2022-04-06 23:33:11.000,1.28.1,122.0,112.0,37,True,google-cloud-bigquery,conda-forge/google-cloud-bigquery,,,35183641.0,12865.0,11899.0,https://pypi.org/project/google-cloud-bigquery,2022-04-06 23:33:11.000,966.0,35153869.0,https://anaconda.org/conda-forge/google-cloud-bigquery,2022-03-30 20:44:22.530,1726824.0,,,,,2.0,,,,,,,,,,,,
57,filesystem_spec,fsspec/filesystem_spec,A specification that python filesystems should adhere to.,,file-path-utils,https://github.com/fsspec/filesystem_spec,https://github.com/fsspec/filesystem_spec,BSD-3-Clause,2018-04-23 16:45:08.000,2022-04-20 15:39:59.000,2022-04-20 15:39:59,1969.0,31.0,180,21.0,523.0,163.0,273.0,400,2022-03-31 17:48:21.000,2022.3.0,56.0,134.0,37,True,fsspec,conda-forge/fsspec,,,33324585.0,26945.0,26599.0,https://pypi.org/project/fsspec,2022-03-31 17:48:21.000,346.0,33181499.0,https://anaconda.org/conda-forge/fsspec,2022-04-01 13:44:23.873,5437280.0,,,,,1.0,,,,,,,,,,,,
58,watchdog,gorakhargosh/watchdog,Python library and shell utilities to monitor filesystem events.,,file-path-utils,https://github.com/gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,Apache-2.0,2010-10-23 12:00:17.000,2022-04-02 20:52:17.016,2022-03-25 14:10:09,1342.0,4.0,634,132.0,317.0,174.0,402.0,5241,2022-03-25 14:09:38.000,2.1.7,37.0,127.0,36,True,watchdog,conda-forge/watchdog,,,5950770.0,60458.0,52692.0,https://pypi.org/project/watchdog,2022-03-25 13:52:16.000,7766.0,5935756.0,https://anaconda.org/conda-forge/watchdog,2022-04-02 20:52:17.016,1020975.0,,,,,2.0,,,,,,,,,,,,
59,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000,2022-04-20 15:45:41.000,2022-04-18 11:20:18,737.0,48.0,347,81.0,210.0,38.0,289.0,3655,2022-04-05 20:59:45.000,5.2.0,30.0,80.0,36,True,ujson,conda-forge/ujson,,,10543736.0,4152.0,,https://pypi.org/project/ujson,2022-04-05 20:59:45.000,4152.0,10509388.0,https://anaconda.org/conda-forge/ujson,2022-04-07 18:32:30.544,1854812.0,,,,,2.0,,,,,,,,,,,,
60,colorama,tartley/colorama,Simple cross-platform colored terminal text in Python.,,cli-helpers,https://github.com/tartley/colorama,https://github.com/tartley/colorama,BSD-3-Clause,2014-04-17 20:18:25.000,2022-04-05 06:00:19.000,2022-03-29 08:17:32,314.0,3.0,195,39.0,124.0,120.0,116.0,2773,2020-10-13 02:42:26.000,0.4.4,42.0,45.0,36,True,colorama,conda-forge/colorama,,,97536564.0,374547.0,355148.0,https://pypi.org/project/colorama,2020-10-13 02:42:26.000,19399.0,97408084.0,https://anaconda.org/conda-forge/colorama,2020-10-16 16:43:32.974,9250573.0,,,,,2.0,,,,,,,,,,,,
61,confluent-kafka-python,confluentinc/confluent-kafka-python,Confluents Kafka Python Client.,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000,2022-04-21 13:40:02.000,2022-04-12 19:03:15,755.0,13.0,717,248.0,410.0,241.0,735.0,2722,2022-01-07 11:14:07.000,1.8.2,24.0,90.0,36,True,confluent-kafka,conda-forge/python-confluent-kafka,,,5480023.0,3901.0,3560.0,https://pypi.org/project/confluent-kafka,2022-01-07 11:08:20.000,341.0,5474246.0,https://anaconda.org/conda-forge/python-confluent-kafka,2021-11-05 19:27:27.943,352423.0,,,,,2.0,,,,,,,,,,,,
62,more-itertools,more-itertools/more-itertools,"More routines for operating on iterables, beyond itertools.",,utilities,https://github.com/more-itertools/more-itertools,https://github.com/more-itertools/more-itertools,MIT,2012-04-26 05:15:14.000,2022-04-19 19:17:31.000,2022-04-19 19:17:27,1286.0,15.0,191,32.0,405.0,11.0,191.0,2394,2021-11-24 03:37:11.000,8.12.0,38.0,87.0,36,True,more-itertools,conda-forge/more-itertools,,2457.0,16573033.0,8282.0,,https://pypi.org/project/more-itertools,2021-11-24 03:36:05.000,8282.0,16424747.0,https://anaconda.org/conda-forge/more-itertools,2021-11-24 05:49:37.407,8894856.0,,,,,1.0,,,,,,,,,,,,
63,pexpect,pexpect/pexpect,A Python module for controlling interactive programs in a pseudo-terminal.,,process-utils,https://github.com/pexpect/pexpect,https://github.com/pexpect/pexpect,ISC,2013-09-17 17:36:44.000,2022-03-24 14:17:33.000,2022-02-06 05:05:46,1562.0,3.0,442,98.0,285.0,175.0,270.0,2187,2020-01-21 16:37:03.000,4.8.0,19.0,94.0,36,True,pexpect,conda-forge/pexpect,,4190.0,21652980.0,199062.0,183167.0,https://pypi.org/project/pexpect,2021-12-15 13:41:19.033,15895.0,21550877.0,https://anaconda.org/conda-forge/pexpect,2020-10-12 20:49:05.189,7348498.0,,,,,2.0,,,,,,,,,,,,
64,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000,2022-04-03 19:32:34.647,2021-11-16 07:26:43,612.0,,312,65.0,111.0,17.0,169.0,1480,2021-11-16 16:36:28.000,3.17.6,99.0,37.0,36,True,simplejson,conda-forge/simplejson,,5664.0,15472324.0,101963.0,81231.0,https://pypi.org/project/simplejson,2021-11-16 16:36:28.000,20732.0,15443942.0,https://anaconda.org/conda-forge/simplejson,2022-04-03 19:32:34.647,1613487.0,,,,,2.0,,,,,,,,,,,,
65,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000,2022-04-20 01:35:54.000,2022-04-20 01:35:53,1730.0,33.0,172,24.0,475.0,87.0,159.0,486,2021-10-25 18:32:18.000,5.1.1,27.0,103.0,36,True,traitlets,conda-forge/traitlets,,,15860093.0,231232.0,216778.0,https://pypi.org/project/traitlets,2021-12-15 16:07:03.805,14454.0,15709476.0,https://anaconda.org/conda-forge/traitlets,2021-10-26 15:03:58.781,10844440.0,,,,,2.0,,,,,,,,,,,,
66,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000,2022-04-16 22:20:08.000,2022-04-16 22:20:08,265.0,6.0,1252,375.0,132.0,106.0,159.0,22203,2021-01-22 18:12:10.000,0.4.0,9.0,49.0,35,True,fire,conda-forge/fire,,,3244816.0,13093.0,11786.0,https://pypi.org/project/fire,2021-01-22 18:11:49.000,1307.0,3241696.0,https://anaconda.org/conda-forge/fire,2021-01-22 19:55:20.738,180994.0,,,,,2.0,,,,,,,,,,,,
67,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000,2022-04-16 08:20:12.000,2022-04-16 08:20:12,380.0,8.0,810,206.0,157.0,111.0,255.0,9577,2021-04-10 10:48:19.000,1.1.0,24.0,51.0,35,True,schedule,conda-forge/schedule,,,1578925.0,18697.0,17389.0,https://pypi.org/project/schedule,2021-04-10 10:48:19.000,1308.0,1578452.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940,13263.0,,,,,3.0,,,,,,,,,,,,
68,uvloop,MagicStack/uvloop,Ultra fast asyncio event loop.,,async,https://github.com/MagicStack/uvloop,https://github.com/MagicStack/uvloop,MIT,2015-11-08 04:14:54.000,2022-01-06 11:30:21.000,2021-08-10 18:17:01,892.0,,464,229.0,187.0,54.0,224.0,8532,2021-08-10 19:41:14.000,0.16.0,76.0,42.0,35,True,uvloop,conda-forge/uvloop,,346.0,7569603.0,43138.0,41557.0,https://pypi.org/project/uvloop,2021-08-10 19:41:14.000,1581.0,7561743.0,https://anaconda.org/conda-forge/uvloop,2021-11-02 13:47:36.275,424271.0,,,,,2.0,,,,,,,,,,,,
69,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000,2021-12-23 05:59:37.000,2018-08-27 18:02:16,447.0,,552,169.0,107.0,251.0,177.0,7605,2014-06-16 11:18:57.000,0.6.2,11.0,31.0,35,False,docopt,conda-forge/docopt,,,9718653.0,78732.0,66555.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000,12177.0,9701792.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718,1214007.0,,,,,2.0,,,,,,,,,,,,
70,toolz,pytoolz/toolz,A functional standard library for Python.,,utilities,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,BSD-3-Clause,2013-09-13 02:18:43.000,2022-04-20 22:47:40.000,2022-01-28 20:50:05,1181.0,3.0,228,81.0,322.0,103.0,136.0,3881,2021-11-06 05:23:07.000,0.11.2,25.0,70.0,35,True,toolz,conda-forge/toolz,,,13083462.0,61731.0,58470.0,https://pypi.org/project/toolz,2021-11-06 05:23:07.000,3261.0,12989872.0,https://anaconda.org/conda-forge/toolz,2021-11-06 05:54:41.142,6551330.0,,,,,2.0,,,,,,,,,,,,
71,libcloud,apache/libcloud,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to..,,db-clients,https://github.com/apache/libcloud,https://github.com/apache/libcloud,Apache-2.0,2009-12-11 09:00:14.000,2022-04-12 12:55:09.000,2022-04-04 12:46:57,9061.0,135.0,894,87.0,1520.0,62.0,104.0,1841,2022-03-11 20:46:45.000,3.5.0,67.0,437.0,35,True,apache-libcloud,,,,130015.0,3163.0,2323.0,https://pypi.org/project/apache-libcloud,2022-03-30 17:37:19.000,840.0,130015.0,,,,,,,,2.0,,,,,,,,,,,,
72,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000,2022-04-07 00:23:21.000,2022-02-23 21:39:17,665.0,7.0,120,41.0,97.0,16.0,134.0,1679,2022-01-14 19:55:29.000,0.18.1,71.0,63.0,35,True,pyrsistent,conda-forge/pyrsistent,,,31850872.0,143506.0,141458.0,https://pypi.org/project/pyrsistent,2022-01-14 19:55:29.000,2048.0,31637942.0,https://anaconda.org/conda-forge/pyrsistent,2022-04-03 19:31:37.055,8943068.0,,,,,1.0,,,,,,,,,,,,
73,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000,2022-04-04 18:01:06.495,2022-03-18 21:32:58,647.0,16.0,209,47.0,65.0,27.0,119.0,1651,2022-03-10 08:26:09.000,1.14.0,49.0,25.0,35,True,wrapt,conda-forge/wrapt,,,59213737.0,11542.0,,https://pypi.org/project/wrapt,2022-03-10 08:26:09.000,11542.0,59122935.0,https://anaconda.org/conda-forge/wrapt,2022-04-04 18:01:06.495,6174580.0,,,,,1.0,,,,,,,,,,,,
74,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000,2022-04-15 14:30:49.000,2022-04-15 14:30:21,539.0,21.0,156,32.0,138.0,50.0,76.0,1567,2022-03-15 18:23:07.000,1.0.0,25.0,29.0,35,True,jmespath,conda-forge/jmespath,,,94586312.0,6744.0,,https://pypi.org/project/jmespath,2022-03-15 18:23:07.000,6744.0,94466245.0,https://anaconda.org/conda-forge/jmespath,2022-03-16 07:48:51.296,8284637.0,,,,,3.0,,,,,,,,,,,,
75,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411,2022-04-18 03:20:02.000,2022-04-18 03:19:57,969.0,26.0,212,20.0,139.0,23.0,218.0,1475,2022-04-10 06:19:21.000,pyparsing_3.0.8,65.0,47.0,35,True,pyparsing,conda-forge/pyparsing,,6692.0,99045953.0,31303.0,,https://pypi.org/project/pyparsing,2022-04-10 03:19:08.000,31303.0,98755797.0,https://anaconda.org/conda-forge/pyparsing,2022-04-10 15:13:27.364,20300134.0,,,,,1.0,,,,,,,,,,,,
76,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000,2022-04-20 16:29:57.000,2022-04-20 16:29:57,363.0,24.0,239,25.0,93.0,16.0,101.0,1443,2022-03-08 17:51:05.000,1.7.0,32.0,55.0,35,True,emoji,conda-forge/emoji,,,4625850.0,38142.0,36853.0,https://pypi.org/project/emoji,2022-03-08 17:51:05.000,1289.0,4625300.0,https://anaconda.org/conda-forge/emoji,2022-03-08 19:57:16.189,20933.0,,,,,2.0,,,,,,,,,,,,
77,alembic,sqlalchemy/alembic,A database migrations tool for SQLAlchemy.,,db-clients,https://github.com/sqlalchemy/alembic,https://github.com/sqlalchemy/alembic,MIT,2016-07-03 15:38:09.495,2022-04-19 20:24:05.000,2022-04-19 12:52:15,1549.0,25.0,133,20.0,84.0,88.0,771.0,1332,2022-03-14 19:41:08.000,rel_1_7_7,101.0,145.0,35,True,alembic,conda-forge/alembic,,,18832428.0,111048.0,99804.0,https://pypi.org/project/alembic,2022-03-14 19:41:03.000,11244.0,18810341.0,https://anaconda.org/conda-forge/alembic,2022-03-15 18:10:30.065,1524019.0,,,,,2.0,,,,,,,,,,,,
78,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000,2022-04-21 13:41:25.000,2022-04-21 13:41:24,1281.0,21.0,263,23.0,270.0,198.0,176.0,906,2021-12-29 08:55:33.000,0.38.2,208.0,106.0,35,True,sqlalchemy-utils,conda-forge/sqlalchemy-utils,,,3394396.0,16534.0,14536.0,https://pypi.org/project/sqlalchemy-utils,2021-12-29 08:55:33.000,1998.0,3388999.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2022-02-06 00:56:21.782,361609.0,,,,,2.0,,,,,,,,,,,,
79,six,benjaminp/six,Python 2 and 3 compatibility library.,,compatibility,https://github.com/benjaminp/six,https://github.com/benjaminp/six,MIT,2016-05-10 07:24:51.054,2021-12-18 18:52:43.000,2021-11-21 23:02:50,528.0,,233,25.0,104.0,108.0,176.0,872,2021-05-05 14:18:17.000,1.16.0,28.0,65.0,35,True,six,conda-forge/six,,,153699590.0,1314837.0,1180928.0,https://pypi.org/project/six,2021-05-05 14:18:17.000,133909.0,153368718.0,https://anaconda.org/conda-forge/six,2021-05-05 18:46:13.986,23491955.0,,,,,2.0,,,,,,,,,,,,
80,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000,2022-03-18 01:59:36.000,2022-03-18 01:59:31,785.0,19.0,111,22.0,77.0,30.0,121.0,257,2022-03-15 14:46:51.000,1.5.1,33.0,37.0,35,True,asn1crypto,conda-forge/asn1crypto,,,28712369.0,95116.0,88100.0,https://pypi.org/project/asn1crypto,2022-03-15 14:46:51.000,7016.0,28599719.0,https://anaconda.org/conda-forge/asn1crypto,2022-03-15 18:34:25.294,6533700.0,,,,,2.0,,,,,,,,,,,,
81,micropython,micropython/micropython,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,,python-implementations,https://github.com/micropython/micropython,https://github.com/micropython/micropython,Python-2.0,2013-12-20 11:47:07.000,2022-04-21 08:41:11.000,2022-04-21 04:25:17,13362.0,339.0,5201,740.0,4402.0,1423.0,3013.0,14009,2022-01-16 23:37:48.000,1.18,12.0,488.0,34,True,micropython-_markupbase,,,38060.0,679.0,14.0,,https://pypi.org/project/micropython-_markupbase,2015-04-11 20:19:03.000,14.0,,,,,,,,,2.0,,,,,,,,,,,,
82,Tablib,jazzband/tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000,2022-04-09 19:03:08.769,2022-04-09 14:14:06,1142.0,4.0,573,142.0,284.0,35.0,210.0,4105,2022-04-09 14:18:50.000,3.2.1,41.0,116.0,34,True,tablib,conda-forge/tablib,,,1258790.0,15025.0,13769.0,https://pypi.org/project/tablib,2022-04-09 14:18:50.000,1256.0,1257716.0,https://anaconda.org/conda-forge/tablib,2022-04-09 19:03:08.769,69851.0,,,,,2.0,,,,,,,,,,,,
