,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,updated_github_id,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
132,textract,deanmalmgren/textract,extract text from any document. no muss. no fuss.,,data-loading,https://github.com/deanmalmgren/textract,https://github.com/deanmalmgren/textract,MIT,2014-07-03 20:36:59.000000,2021-09-15 22:09:55.000000,2021-08-21 17:07:52.000000,458.0,126.0,3096.0,2021-08-21 17:09:22.000000,1.6.4,16.0,39.0,82.0,28,True,579.0,conda-forge/textract,textract,,63379.0,192.0,,https://pypi.org/project/textract,2021-08-21 17:07:16.000000,192.0,63172.0,https://anaconda.org/conda-forge/textract,2021-08-22 03:37:29.204000,12452.0,2.0,,,,,,,,,,
133,phonenumbers,daviddrysdale/python-phonenumbers,Python port of Google's libphonenumber.,,text,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2021-09-13 16:52:40.000000,2021-09-13 16:52:40.000000,359.0,126.0,2814.0,2021-09-12 16:11:14.000000,8.12.32,183.0,24.0,4.0,28,True,,conda-forge/phonenumbers,phonenumbers,,2446790.0,2280.0,,https://pypi.org/project/phonenumbers,2021-09-12 16:11:14.000000,2280.0,2439300.0,https://anaconda.org/conda-forge/phonenumbers,2021-09-12 18:34:06.993000,471904.0,2.0,,,,,,,,,,
134,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-3-Clause,2013-01-04 01:07:06.000000,2021-09-06 10:52:03.000000,2021-09-06 10:51:56.000000,542.0,722.0,2670.0,2021-08-10 11:44:13.000000,3.0.1,148.0,45.0,8.0,28,True,,conda-forge/xlsxwriter,xlsxwriter,,25954.0,45419.0,39235.0,https://pypi.org/project/xlsxwriter,2021-08-10 11:44:13.000000,6184.0,,https://anaconda.org/conda-forge/xlsxwriter,2021-08-11 02:08:02.641000,1349632.0,3.0,,,,,,,,,,
135,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000000,2021-09-15 20:36:15.000000,2021-08-20 13:15:55.000000,85.0,152.0,2349.0,2021-08-20 13:19:28.000000,3.6.3,72.0,13.0,19.0,28,True,427.0,conda-forge/orjson,orjson,,1361388.0,3231.0,3203.0,https://pypi.org/project/orjson,2021-08-20 13:19:28.000000,28.0,1349228.0,https://anaconda.org/conda-forge/orjson,2021-08-21 13:52:13.482000,206736.0,3.0,,,,,,,,,,
136,python-decouple,henriquebastos/python-decouple,Strict separation of config from code.,,configuration,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08.000000,2021-06-08 02:54:52.000000,2021-06-05 16:32:27.000000,141.0,58.0,1867.0,2021-01-05 14:38:53.000000,3.4,8.0,24.0,16.0,28,True,157.0,conda-forge/python-decouple,python-decouple,,516532.0,52283.0,46259.0,https://pypi.org/project/python-decouple,2021-01-05 14:39:25.000000,6024.0,515954.0,https://anaconda.org/conda-forge/python-decouple,2021-01-05 16:16:35.790000,27782.0,3.0,,,,,,,,,,
137,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000000,2021-07-31 21:36:30.000000,2021-05-18 14:09:38.000000,119.0,37.0,1660.0,2021-05-16 23:16:25.000000,0.7.0,10.0,20.0,48.0,28,True,143.0,conda-forge/aiofiles,aiofiles,,5253678.0,1560.0,,https://pypi.org/project/aiofiles,2021-05-16 23:16:25.000000,1560.0,5249821.0,https://anaconda.org/conda-forge/aiofiles,2021-05-17 06:30:15.359000,181315.0,3.0,,,,,,,,,,
138,Ibis,ibis-project/ibis,"A pandas-like deferred expression system, with first-class SQL support.",,db-clients,https://github.com/ibis-project/ibis,https://github.com/ibis-project/ibis,Apache-2.0,2015-04-17 20:43:46.000000,2021-09-16 14:40:31.000000,2021-09-15 23:22:48.000000,273.0,1019.0,1606.0,2020-11-11 16:01:20.000000,1.4.0,24.0,82.0,567.0,28,True,1543.0,conda-forge/ibis-framework,ibis-framework,,219525.0,248.0,200.0,https://pypi.org/project/ibis-framework,2020-11-11 16:01:20.000000,48.0,216388.0,https://anaconda.org/conda-forge/ibis-framework,2020-11-13 03:18:14.785000,203933.0,3.0,,,,,,,,,,
139,gdown,wkentaro/gdown,Download a large file from Google Drive (curl/wget fails because of the security notice).,,data-loading,https://github.com/wkentaro/gdown,https://github.com/wkentaro/gdown,MIT,2015-10-17 03:01:23.000000,2021-09-16 02:43:59.513000,2021-09-15 18:25:54.000000,127.0,41.0,1330.0,2021-09-15 18:26:21.000000,3.13.1,56.0,11.0,26.0,28,True,230.0,conda-forge/gdown,gdown,,197919.0,4763.0,4711.0,https://pypi.org/project/gdown,2021-09-15 18:26:21.000000,52.0,196523.0,https://anaconda.org/conda-forge/gdown,2021-09-16 02:43:59.513000,33504.0,2.0,,,,,,,,,,
140,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000000,2021-08-01 18:24:04.000000,2021-08-01 18:24:04.000000,230.0,89.0,1323.0,2021-07-30 06:05:34.000000,1.4.2,26.0,52.0,13.0,28,True,273.0,conda-forge/emoji,emoji,,482.0,28311.0,26355.0,https://pypi.org/project/emoji,2021-07-30 06:05:34.000000,1956.0,,https://anaconda.org/conda-forge/emoji,2021-07-30 12:40:18.346000,14951.0,3.0,,,,,,,,,,
141,omegaconf,omry/omegaconf,Flexible Python configuration system. The last one you will ever need.,,configuration,https://github.com/omry/omegaconf,https://github.com/omry/omegaconf,BSD-3-Clause,2018-09-03 14:59:01.000000,2021-09-04 22:22:59.000000,2021-08-30 18:00:31.000000,52.0,354.0,841.0,2021-08-19 19:57:14.000000,2.1.1,130.0,21.0,41.0,28,True,889.0,conda-forge/omegaconf,omegaconf,,761206.0,1781.0,1773.0,https://pypi.org/project/omegaconf,2021-08-19 19:57:14.000000,8.0,745021.0,https://anaconda.org/conda-forge/omegaconf,2021-08-23 02:38:39.316000,323710.0,3.0,,,,,,,,,,
142,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000000,2021-09-12 21:26:30.138000,2021-09-12 17:12:01.000000,106.0,381.0,725.0,2021-09-12 17:16:43.000000,23.2.1,167.0,97.0,29.0,28,True,,conda-forge/keyring,keyring,,9173623.0,5932.0,,https://pypi.org/project/keyring,2021-09-12 17:16:33.000000,5932.0,9154834.0,https://anaconda.org/conda-forge/keyring,2021-09-12 21:26:30.138000,1202542.0,3.0,,,,,,,,,,
143,pysolr,django-haystack/pysolr,Pysolr Python Solr client.,,db-clients,https://github.com/django-haystack/pysolr,https://github.com/django-haystack/pysolr,BSD-3-Clause,2009-07-01 17:54:08.000000,2021-08-30 19:31:39.000000,2021-05-17 20:56:49.000000,320.0,117.0,594.0,2020-04-17 20:27:24.000000,3.9.0,34.0,63.0,35.0,28,True,472.0,conda-forge/pysolr,pysolr,,117442.0,4878.0,2380.0,https://pypi.org/project/pysolr,2020-04-17 20:16:24.000000,2498.0,117142.0,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562000,16543.0,3.0,,,,,,,,,,
144,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000000,2021-08-14 16:30:22.806000,2020-11-13 14:26:05.000000,40.0,111.0,509.0,,,8.0,11.0,10.0,28,True,287.0,conda-forge/dataclasses,dataclasses,,10442569.0,21575.0,20621.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000000,954.0,10374565.0,https://anaconda.org/conda-forge/dataclasses,2021-08-14 16:30:22.806000,2720171.0,3.0,,,,,,,,,,
145,pandas-gbq,pydata/pandas-gbq,Pandas Google BigQuery.,,db-clients,https://github.com/googleapis/python-bigquery-pandas,https://github.com/googleapis/python-bigquery-pandas,BSD-3-Clause,2017-02-08 13:07:19.000000,2021-09-03 14:57:25.000000,2021-08-26 20:54:07.000000,96.0,161.0,269.0,2021-03-30 16:56:11.000000,0.15.0,26.0,32.0,46.0,28,True,229.0,conda-forge/pandas-gbq,pandas-gbq,245.0,8844413.0,3235.0,2803.0,https://pypi.org/project/pandas-gbq,2020-11-10 17:13:26.000000,432.0,8827582.0,https://anaconda.org/conda-forge/pandas-gbq,2021-04-28 19:44:29.231000,908651.0,3.0,,,googleapis/python-bigquery-pandas,,,,,,,
146,configobj,DiffSK/configobj,Python 3+ compatible port of the configobj library.,,configuration,https://github.com/DiffSK/configobj,https://github.com/DiffSK/configobj,BSD-3-Clause,2014-01-14 02:30:17.000000,2021-02-26 23:52:05.000000,2020-10-14 22:37:57.000000,61.0,70.0,258.0,2016-08-26 14:28:03.000000,5.0.6,16.0,22.0,68.0,28,True,309.0,conda-forge/configobj,configobj,,2206891.0,21332.0,15158.0,https://pypi.org/project/configobj,2014-08-26 01:16:32.000000,6174.0,2199242.0,https://anaconda.org/conda-forge/configobj,2018-07-29 15:42:19.501000,290673.0,3.0,,,,,,,,,,
147,srsly,explosion/srsly,"Modern high-performance serialization utilities for Python (JSON, MessagePack, Pickle).",,serialization,https://github.com/explosion/srsly,https://github.com/explosion/srsly,MIT,2018-12-01 03:21:56.000000,2021-08-04 07:29:41.000000,2021-08-04 07:29:41.000000,24.0,21.0,230.0,2021-04-12 09:49:55.000000,2.4.1,31.0,11.0,2.0,28,True,260.0,conda-forge/srsly,srsly,,2731965.0,13424.0,13016.0,https://pypi.org/project/srsly,2021-04-12 09:49:55.000000,408.0,2716230.0,https://anaconda.org/conda-forge/srsly,2021-04-12 13:06:38.171000,487801.0,3.0,,,,,,,,,,
148,tzlocal,regebro/tzlocal,A Python module that tries to figure out what your local timezone is.,,date-time-utils,https://github.com/regebro/tzlocal,https://github.com/regebro/tzlocal,MIT,2012-09-11 12:34:21.000000,2021-08-25 20:47:45.000000,2021-08-25 20:47:45.000000,48.0,54.0,140.0,2019-07-23 15:12:22.000000,2.0.0,27.0,25.0,7.0,28,True,224.0,conda-forge/tzlocal,tzlocal,,15529496.0,6016.0,,https://pypi.org/project/tzlocal,2021-08-21 12:07:15.000000,6016.0,15519351.0,https://anaconda.org/conda-forge/tzlocal,2021-08-23 12:35:50.976000,639141.0,3.0,,,,,,,,,,
149,isodate,gweis/isodate,ISO 8601 date/time parser.,,date-time-utils,https://github.com/gweis/isodate,https://github.com/gweis/isodate,BSD-3-Clause,2012-10-29 23:32:06.000000,2021-09-13 09:51:24.000000,2018-08-02 23:45:26.000000,38.0,11.0,100.0,2017-10-13 09:25:14.000000,0.6.0,15.0,16.0,20.0,28,False,144.0,conda-forge/isodate,isodate,,32234577.0,18531.0,14877.0,https://pypi.org/project/isodate,2017-10-13 09:25:14.000000,3654.0,32217496.0,https://anaconda.org/conda-forge/isodate,2018-08-04 23:15:08.700000,1127378.0,3.0,,,,,,,,,,
150,pathlib2,mcmtroffaes/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/jazzband/pathlib2,https://github.com/jazzband/pathlib2,MIT,2014-10-18 08:28:33.000000,2021-09-16 10:07:56.000000,2021-09-14 21:57:12.000000,19.0,30.0,65.0,2021-07-05 12:15:12.000000,2.3.6,12.0,12.0,5.0,28,False,430.0,conda-forge/pathlib2,pathlib2,,5223542.0,47663.0,39841.0,https://pypi.org/project/pathlib2,2021-07-05 12:15:12.000000,7822.0,5194229.0,https://anaconda.org/conda-forge/pathlib2,2021-07-05 20:03:02.659000,1817462.0,3.0,,,jazzband/pathlib2,,,,,,,
151,algorithms,keon/algorithms,Minimal examples of data structures and algorithms in Python.,,algorithms,https://github.com/keon/algorithms,https://github.com/keon/algorithms,MIT,2016-11-17 22:32:08.000000,2021-09-13 10:25:06.000000,2021-09-03 00:01:28.000000,4042.0,92.0,19735.0,2020-10-04 14:44:02.000000,0.1.4,5.0,174.0,163.0,27,True,923.0,,algorithms,,1320.0,65.0,51.0,https://pypi.org/project/algorithms,2020-10-04 14:44:02.000000,14.0,1320.0,,,,3.0,,,,,,,,,,
152,pulumi,pulumi/pulumi,"Pulumi - Modern Infrastructure as Code. Any cloud, any language.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000000,2021-09-16 07:18:34.000000,2021-09-16 04:49:23.000000,555.0,2890.0,9871.0,2021-09-09 00:48:02.000000,3.12.0,2628.0,132.0,1252.0,27,True,6327.0,,pulumi,4384.0,85.0,986.0,898.0,https://pypi.org/project/pulumi,2021-09-16 06:04:46.000000,88.0,,,,,3.0,,,,,,,,,,
153,Records,kennethreitz/records,SQL for Humans.,,db-clients,https://github.com/kennethreitz/records,https://github.com/kennethreitz/records,ISC,2014-12-24 15:20:23.000000,2021-05-30 20:31:56.812000,2020-12-22 07:29:21.000000,557.0,81.0,6689.0,2019-02-21 13:34:41.000000,0.5.3,10.0,37.0,61.0,27,True,325.0,conda-forge/records,records,,170949.0,1115.0,815.0,https://pypi.org/project/records,2019-02-21 13:34:41.000000,300.0,170583.0,https://anaconda.org/conda-forge/records,2021-05-30 20:31:56.812000,19446.0,3.0,,,,,,,,,,
154,snorkel,snorkel-team/snorkel,A system for quickly generating training data with weak supervision.,,data-loading,https://github.com/snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,Apache-2.0,2016-02-26 05:52:45.000000,2021-09-05 22:57:47.000000,2021-08-28 06:30:14.000000,779.0,931.0,4820.0,2021-03-09 21:51:40.000000,0.9.7,19.0,70.0,27.0,27,True,2662.0,conda-forge/snorkel,snorkel,696.0,78751.0,126.0,118.0,https://pypi.org/project/snorkel,2021-03-09 21:39:08.000000,8.0,77896.0,https://anaconda.org/conda-forge/snorkel,2021-04-30 15:16:48.270000,21928.0,3.0,,,,,,,,,,
155,PDFMiner,euske/pdfminer,Python PDF Parser (Not actively maintained). Check out pdfminer.six.,,data-loading,https://github.com/euske/pdfminer,https://github.com/euske/pdfminer,MIT,2010-12-12 12:50:22.000000,2021-02-16 14:43:27.000000,2020-01-18 07:00:32.000000,1043.0,40.0,4659.0,,,24.0,28.0,226.0,27,False,540.0,conda-forge/pdfminer,pdfminer,,154957.0,3981.0,2515.0,https://pypi.org/project/pdfminer,2019-11-25 12:02:21.000000,1466.0,154651.0,https://anaconda.org/conda-forge/pdfminer,2021-02-15 15:07:18.804000,18720.0,3.0,,,,,,,,,,
156,Eel,ChrisKnott/Eel,A little Python library for making simple Electron-like HTML/JS GUI apps.,,gui-dev,https://github.com/ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,MIT,2017-12-27 21:37:12.000000,2021-08-11 02:54:50.000000,2021-07-22 10:34:49.000000,463.0,293.0,4555.0,2020-08-17 18:18:21.000000,0.14.0,36.0,37.0,137.0,27,True,256.0,,eel,,35348.0,2536.0,2466.0,https://pypi.org/project/eel,2020-08-17 18:18:21.000000,70.0,35348.0,,,,2.0,,,,,,,,,,
