,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,updated_github_id,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
0,best-of-ml-python - Computer Vision,ml-tooling/best-of-ml-python,Collection of computer vision and image processing libraries.,True,computer-vision,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000000,2021-09-16 14:04:55.000000,2021-09-01 13:57:57.000000,752.0,19.0,5722.0,2021-09-01 13:58:05.000000,2021.08.26,31.0,20.0,2.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web UI,ml-tooling/best-of-web-python,Collection of libraries to implement web-based UIs.,True,gui-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000000,2021-09-09 15:22:45.000000,2021-09-01 14:02:18.000000,88.0,2.0,1324.0,2021-09-01 14:02:45.000000,2021.08.26,22.0,6.0,1.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python-dev,ml-tooling/best-of-python-dev,A ranked list of awesome python developer tools and libraries. Updated weekly.,True,dev-utils,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24.000000,2021-09-16 14:13:08.000000,2021-09-01 16:15:49.000000,17.0,5.0,339.0,2021-09-01 16:15:57.000000,2021.08.26,19.0,2.0,1.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-web-python,ml-tooling/best-of-web-python,A ranked list of awesome python libraries for web development. Updated weekly.,True,web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000000,2021-09-09 15:22:45.000000,2021-09-01 14:02:18.000000,88.0,2.0,1324.0,2021-09-01 14:02:45.000000,2021.08.26,22.0,6.0,1.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-ml-python,ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,True,machine-learning,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000000,2021-09-16 14:04:55.000000,2021-09-01 13:57:57.000000,752.0,19.0,5722.0,2021-09-01 13:58:05.000000,2021.08.26,31.0,20.0,2.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
5,python-patterns,faif/python-patterns,Collection of design patterns/idioms in Python.,True,algorithms,https://github.com/faif/python-patterns,https://github.com/faif/python-patterns,,2012-06-06 21:02:35.000000,2021-07-07 18:19:13.000000,2021-07-07 18:19:12.000000,5986.0,62.0,29219.0,,,,118.0,12.0,0,True,788.0,,,,,,,,,,,,,,,,,,,,,,,,
6,best-of-ml-python - NLP,ml-tooling/best-of-ml-python,Collection of text processing and NLP libraries.,True,text,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python#text-data--nlp,CC-BY-SA-4.0,2020-11-29 19:41:36.000000,2021-09-16 14:04:55.000000,2021-09-01 13:57:57.000000,752.0,19.0,5722.0,2021-09-01 13:58:05.000000,2021.08.26,31.0,20.0,2.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
7,protobuf,protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format.,,serialization,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,BSD-3-Clause,2014-08-26 15:52:15.000000,2021-09-16 07:16:39.889000,2021-09-15 19:10:58.000000,13224.0,3625.0,50729.0,2021-09-15 17:08:06.000000,3.18.0,92.0,859.0,1134.0,41,True,8587.0,conda-forge/protobuf,protobuf,28323494.0,64135127.0,187394.0,162454.0,https://pypi.org/project/protobuf,2021-09-15 17:47:51.000000,24940.0,63712976.0,https://anaconda.org/conda-forge/protobuf,2021-09-16 07:16:39.889000,5958588.0,1.0,,,,,,,,,,
8,awscli,aws/aws-cli,Universal Command Line Interface for Amazon Web Services.,,infrastructure,https://github.com/aws/aws-cli,https://github.com/aws/aws-cli,Apache-2.0,2012-11-20 16:07:36.000000,2021-09-15 19:29:52.000000,2021-09-15 19:29:52.000000,2811.0,3123.0,11434.0,2021-09-13 19:12:17.000000,1.20.41,1312.0,351.0,701.0,39,True,10708.0,conda-forge/awscli,awscli,573.0,112861266.0,29220.0,23800.0,https://pypi.org/project/awscli,2021-09-14 19:13:22.000000,5420.0,112720295.0,https://anaconda.org/conda-forge/awscli,2021-09-15 08:33:32.885000,8739254.0,1.0,,,,,,,,,,
9,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207000,2021-09-16 01:58:27.000000,2021-09-15 20:56:38.000000,687.0,6034.0,4256.0,2021-08-18 17:17:09.000000,rel_1_4_23,235.0,499.0,190.0,38,True,14368.0,conda-forge/sqlalchemy,SQLAlchemy,31574.0,37375183.0,389271.0,305565.0,https://pypi.org/project/SQLAlchemy,2021-08-18 17:16:59.000000,83706.0,37288384.0,https://anaconda.org/conda-forge/sqlalchemy,2021-08-18 19:52:03.633000,4787142.0,1.0,,,,,,,,,,
10,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000000,2021-09-15 02:00:22.000000,2021-09-14 19:21:11.000000,811.0,675.0,1031.0,2021-09-14 19:13:10.000000,1.21.42,1302.0,164.0,185.0,38,True,9412.0,conda-forge/botocore,botocore,,187723990.0,112450.0,98332.0,https://pypi.org/project/botocore,2021-09-14 19:13:10.000000,14118.0,187576134.0,https://anaconda.org/conda-forge/botocore,2021-09-14 22:05:04.224000,9167122.0,1.0,,,,,,,,,,
11,Faker,joke2k/faker,Faker is a Python package that generates fake data for you.,,data-loading,https://github.com/joke2k/faker,https://github.com/joke2k/faker,MIT,2012-11-12 23:00:09.000000,2021-09-15 19:46:30.714000,2021-09-15 17:16:42.000000,1490.0,382.0,13064.0,2021-09-15 17:19:29.000000,8.13.2,164.0,417.0,160.0,37,True,2723.0,conda-forge/faker,Faker,,4564188.0,42807.0,38095.0,https://pypi.org/project/Faker,2021-09-15 17:19:22.000000,4712.0,4555073.0,https://anaconda.org/conda-forge/faker,2021-09-15 19:46:30.714000,492245.0,1.0,,,,,,,,,,
12,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000000,2021-09-15 19:41:06.000000,2021-09-08 15:18:53.000000,1165.0,1165.0,11356.0,2021-05-19 21:02:51.000000,8.0.1,42.0,308.0,78.0,37,True,,conda-forge/click,click,,91323793.0,712933.0,603471.0,https://pypi.org/project/click,2021-05-19 21:00:32.000000,109462.0,91173465.0,https://anaconda.org/conda-forge/click,2021-06-28 21:08:41.475000,9320368.0,1.0,,,,,,,,,,
13,boto3,boto/boto3,AWS SDK for Python.,,db-clients,https://github.com/boto/boto3,https://github.com/boto/boto3,Apache-2.0,2014-10-03 21:38:03.000000,2021-09-15 00:24:11.464000,2021-09-14 21:56:13.000000,1443.0,2169.0,6679.0,2021-09-14 19:13:15.000000,1.18.42,906.0,122.0,293.0,37,True,4747.0,conda-forge/boto3,boto3,,142180356.0,156100.0,133010.0,https://pypi.org/project/boto3,2021-09-14 19:13:15.000000,23090.0,142065270.0,https://anaconda.org/conda-forge/boto3,2021-09-15 00:24:11.464000,6675007.0,1.0,,,,,,,,,,
14,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000000,2021-09-10 10:39:25.000000,2021-09-01 16:55:38.000000,1481.0,1080.0,5400.0,2021-09-01 17:21:22.000000,5.0.2,75.0,393.0,449.0,37,True,3193.0,conda-forge/docker-py,docker,,30157604.0,28584.0,24216.0,https://pypi.org/project/docker,2021-09-01 17:20:07.000000,4368.0,30133494.0,https://anaconda.org/conda-forge/docker-py,2021-09-01 21:24:11.819000,1494827.0,2.0,,,,,,,,,,
15,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000000,2021-09-16 09:09:44.000000,2021-09-09 13:43:15.000000,3927.0,5154.0,23396.0,2021-05-10 12:06:16.000000,1.29.2,144.0,411.0,583.0,36,True,6066.0,conda-forge/docker-compose,docker-compose,154285570.0,4445306.0,9642.0,7440.0,https://pypi.org/project/docker-compose,2021-05-10 11:22:10.000000,2202.0,1826112.0,https://anaconda.org/conda-forge/docker-compose,2021-05-10 13:39:50.707000,154880.0,2.0,,,,,,,,,,
16,redis,andymccurdy/redis-py,Redis Python Client.,,db-clients,https://github.com/andymccurdy/redis-py,https://github.com/andymccurdy/redis-py,MIT,2009-11-06 10:22:26.000000,2021-09-10 15:36:59.000000,2021-09-05 08:00:02.000000,1984.0,863.0,9600.0,2020-06-01 21:30:33.000000,3.5.3,66.0,259.0,98.0,36,True,1608.0,,redis,,15983955.0,49438.0,,https://pypi.org/project/redis,2020-06-01 21:30:33.000000,49438.0,15983955.0,,,,1.0,,,,,,,,,,
17,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354000,2021-09-16 08:52:12.000000,2021-09-11 20:28:06.000000,718.0,1187.0,715.0,2021-08-15 10:57:14.000000,2.10.0,51.0,651.0,352.0,36,True,5640.0,conda-forge/pygments,pygments,,28881295.0,317522.0,249756.0,https://pypi.org/project/pygments,2021-08-15 10:53:28.000000,67766.0,28757732.0,https://anaconda.org/conda-forge/pygments,2021-08-16 13:08:39.439000,8031626.0,1.0,,,,,,,,,,
18,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000000,2021-09-16 13:55:16.000000,2021-09-16 13:46:50.000000,21051.0,28556.0,49852.0,2021-08-31 22:20:59.000000,4.5.0,271.0,6435.0,1573.0,35,True,,conda-forge/ansible,ansible,,4693526.0,25880.0,18226.0,https://pypi.org/project/ansible,2021-08-31 22:20:59.000000,7654.0,4685605.0,https://anaconda.org/conda-forge/ansible,2021-09-01 01:36:21.567000,388171.0,2.0,,,,,,,,,,
19,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000000,2021-09-15 21:57:36.000000,2021-09-15 21:57:29.000000,2625.0,1619.0,16790.0,2021-05-10 19:33:05.000000,2.0.0,18.0,509.0,134.0,35,True,2362.0,conda-forge/flatbuffers,flatbuffers,33046.0,4106820.0,1239.0,1067.0,https://pypi.org/project/flatbuffers,2021-05-10 19:55:09.000000,172.0,4102338.0,https://anaconda.org/conda-forge/flatbuffers,2021-05-11 12:27:09.701000,262651.0,1.0,,,,,,,,,,
20,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000000,2021-09-16 14:16:13.000000,2021-09-11 08:49:52.000000,670.0,1228.0,7450.0,2021-05-11 20:28:54.000000,1.8.2,82.0,233.0,414.0,35,True,1132.0,conda-forge/pydantic,pydantic,,10296491.0,31169.0,30781.0,https://pypi.org/project/pydantic,2021-05-11 20:28:54.000000,388.0,10267016.0,https://anaconda.org/conda-forge/pydantic,2021-08-31 22:21:19.794000,943223.0,1.0,1.0,,,,,,,,,
21,MongoEngine,MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDB.,,db-clients,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20.000000,2021-09-12 15:31:30.000000,2021-08-23 07:22:17.000000,1163.0,1221.0,3567.0,2021-05-04 10:21:01.000000,0.23.1,66.0,369.0,365.0,35,True,3881.0,conda-forge/mongoengine,mongoengine,,718643.0,21075.0,14363.0,https://pypi.org/project/mongoengine,2021-05-04 10:26:37.000000,6712.0,716410.0,https://anaconda.org/conda-forge/mongoengine,2020-12-17 17:41:13.762000,136245.0,1.0,,,,,,,,,,
22,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000000,2021-09-16 05:31:22.000000,2021-09-15 19:56:18.000000,1003.0,,3403.0,2021-07-13 23:28:00.000000,3.12.0,118.0,186.0,3.0,35,True,4824.0,conda-forge/pymongo,pymongo,,16361154.0,35862.0,,https://pypi.org/project/pymongo,2021-07-13 23:07:51.000000,35862.0,16353599.0,https://anaconda.org/conda-forge/pymongo,2021-07-13 21:39:17.404000,476002.0,1.0,,,,,,,,,,
23,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000000,2021-09-10 18:15:16.000000,2021-08-07 19:53:54.000000,407.0,1048.0,2320.0,2021-06-17 06:09:44.000000,2.9.1,47.0,117.0,30.0,35,False,2950.0,psycopg2,psycopg2,,11851527.0,484162.0,364950.0,https://pypi.org/project/psycopg2,2021-06-17 01:04:02.000000,119212.0,11850773.0,https://anaconda.org/anaconda/psycopg2,2021-02-04 16:14:22.899000,52834.0,1.0,,0.0,,,,,,,,
24,more-itertools,more-itertools/more-itertools,"More routines for operating on iterables, beyond itertools.",,utilities,https://github.com/more-itertools/more-itertools,https://github.com/more-itertools/more-itertools,MIT,2012-04-26 05:15:14.000000,2021-09-16 12:39:25.000000,2021-09-14 22:57:50.000000,176.0,163.0,2101.0,2021-09-03 12:00:19.000000,8.9.0,35.0,78.0,14.0,35,True,1185.0,conda-forge/more-itertools,more-itertools,2300.0,13938532.0,125568.0,110660.0,https://pypi.org/project/more-itertools,2021-09-03 12:00:19.000000,14908.0,13804214.0,https://anaconda.org/conda-forge/more-itertools,2021-09-03 20:03:13.012000,7116713.0,1.0,,,,,,,,,,
25,PyYAML,yaml/pyyaml,Canonical source repository for PyYAML.,,file-formats,https://github.com/yaml/pyyaml,https://github.com/yaml/pyyaml,MIT,2011-11-03 05:09:49.000000,2021-09-07 20:47:59.000000,2021-01-20 21:40:50.000000,340.0,211.0,1596.0,2021-01-20 22:07:31.000000,5.4.1,28.0,36.0,213.0,35,True,285.0,conda-forge/pyyaml,pyyaml,,111199954.0,480859.0,366523.0,https://pypi.org/project/pyyaml,2021-01-20 22:07:31.000000,114336.0,110993345.0,https://anaconda.org/conda-forge/pyyaml,2021-08-17 01:35:20.884000,13016400.0,1.0,,,,,,,,,,
26,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000000,2021-09-01 13:25:57.000000,2021-09-01 13:25:56.000000,200.0,136.0,1277.0,2021-08-06 14:39:58.000000,1.1.1,29.0,56.0,15.0,35,True,581.0,conda-forge/greenlet,greenlet,,29335129.0,104424.0,84644.0,https://pypi.org/project/greenlet,2021-08-06 14:39:58.000000,19780.0,29310377.0,https://anaconda.org/conda-forge/greenlet,2021-08-06 18:28:02.569000,1287134.0,1.0,,,,,,,,,,
27,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000000,2021-07-07 21:26:34.000000,2021-06-22 05:13:38.000000,254.0,194.0,1136.0,2020-06-13 02:43:44.000000,0.18.2,50.0,105.0,190.0,35,True,1842.0,conda-forge/future,future,,27718401.0,195720.0,167352.0,https://pypi.org/project/future,2019-10-31 00:58:13.000000,28368.0,27645974.0,https://anaconda.org/conda-forge/future,2021-06-29 14:20:52.276000,4490526.0,1.0,,,,,,,,,,
28,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000000,2021-09-14 01:02:52.000000,2021-06-15 17:46:42.000000,1506.0,500.0,15323.0,2021-06-14 08:02:40.000000,2.0.0,30.0,262.0,206.0,34,True,2730.0,conda-forge/cookiecutter,cookiecutter,,1094308.0,2310.0,,https://pypi.org/project/cookiecutter,2021-06-14 08:02:40.000000,2310.0,1091228.0,https://anaconda.org/conda-forge/cookiecutter,2021-05-17 11:59:06.127000,197146.0,1.0,,,,,,,,,,
29,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000000,2021-09-14 20:42:17.000000,2021-09-14 19:27:19.000000,2732.0,3579.0,13460.0,2020-12-10 00:57:59.000000,2.0.0,35.0,549.0,864.0,34,True,12530.0,conda-forge/kivy,kivy,23559.0,67560.0,6144.0,5270.0,https://pypi.org/project/kivy,2020-12-09 21:40:18.000000,874.0,61886.0,https://anaconda.org/conda-forge/kivy,2021-04-22 22:28:11.323000,204888.0,1.0,,,,,,,,,,
30,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000000,2021-09-16 13:29:00.000000,2021-09-16 13:28:43.000000,1293.0,2036.0,8601.0,2021-03-19 15:54:38.000000,3.14.4,169.0,145.0,2.0,34,True,4347.0,conda-forge/peewee,peewee,,495640.0,20408.0,13944.0,https://pypi.org/project/peewee,2021-03-19 15:53:58.000000,6464.0,489936.0,https://anaconda.org/conda-forge/peewee,2021-03-19 18:31:56.532000,353668.0,1.0,,,,,,,,,,
31,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000000,2021-09-04 13:25:03.000000,2021-07-23 18:24:38.000000,1717.0,597.0,7212.0,2020-08-30 19:56:22.000000,2.7.2,121.0,160.0,892.0,34,True,3518.0,conda-forge/paramiko,paramiko,,17106822.0,69624.0,46824.0,https://pypi.org/project/paramiko,2020-08-30 19:56:22.000000,22800.0,17087020.0,https://anaconda.org/conda-forge/paramiko,2020-09-01 19:24:01.679000,1188159.0,2.0,,,,,,,,,,
32,watchdog,gorakhargosh/watchdog,Python library and shell utilities to monitor filesystem events.,,file-path-utils,https://github.com/gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,Apache-2.0,2010-10-23 12:00:17.000000,2021-09-12 12:41:30.000000,2021-09-06 09:54:48.000000,598.0,392.0,4941.0,2021-08-23 10:26:19.000000,2.1.5,34.0,122.0,151.0,34,True,1323.0,conda-forge/watchdog,watchdog,,3534985.0,53390.0,39538.0,https://pypi.org/project/watchdog,2021-08-23 10:26:19.000000,13852.0,3523532.0,https://anaconda.org/conda-forge/watchdog,2021-08-23 14:31:44.909000,698650.0,1.0,,,,,,,,,,
33,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000000,2021-08-26 09:11:53.000000,2021-08-03 19:54:21.000000,1164.0,1158.0,4510.0,2020-09-30 07:33:37.000000,2.0.1,36.0,206.0,199.0,34,True,2155.0,conda-forge/kafka-python,kafka-python,1677.0,5428813.0,9775.0,7755.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000000,2020.0,5423985.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284000,250108.0,1.0,,,,,,,,,,
34,python-dotenv,theskumar/python-dotenv,Get and set values in your .env file in local and production servers.,,configuration,https://github.com/theskumar/python-dotenv,https://github.com/theskumar/python-dotenv,BSD-3-Clause,2014-09-06 05:35:17.000000,2021-08-13 15:41:10.000000,2021-07-25 18:46:47.000000,268.0,171.0,4273.0,2021-07-24 16:06:26.000000,0.19.0,38.0,71.0,18.0,34,True,300.0,conda-forge/python-dotenv,python-dotenv,,10705700.0,156212.0,146858.0,https://pypi.org/project/python-dotenv,2021-07-24 16:06:26.000000,9354.0,10686976.0,https://anaconda.org/conda-forge/python-dotenv,2021-07-24 18:06:24.581000,1086020.0,1.0,,,,,,,,,,
35,colorama,tartley/colorama,Simple cross-platform colored terminal text in Python.,,cli-helpers,https://github.com/tartley/colorama,https://github.com/tartley/colorama,BSD-3-Clause,2014-04-17 20:18:25.000000,2021-08-28 15:20:29.000000,2021-02-11 09:11:45.000000,192.0,106.0,2583.0,2020-10-13 02:42:26.000000,0.4.4,42.0,40.0,120.0,34,True,288.0,conda-forge/colorama,colorama,,100986578.0,269784.0,238168.0,https://pypi.org/project/colorama,2020-10-13 02:42:26.000000,31616.0,100908635.0,https://anaconda.org/conda-forge/colorama,2020-10-16 16:43:32.974000,5066311.0,1.0,,,,,,,,,,
36,pexpect,pexpect/pexpect,A Python module for controlling interactive programs in a pseudo-terminal.,,process-utils,https://github.com/pexpect/pexpect,https://github.com/pexpect/pexpect,ISC,2013-09-17 17:36:44.000000,2021-07-18 22:22:25.000000,2021-04-17 10:40:57.000000,426.0,266.0,2080.0,2020-01-21 16:37:03.000000,4.8.0,17.0,92.0,169.0,34,True,1551.0,conda-forge/pexpect,pexpect,3959.0,20701603.0,178369.0,147667.0,https://pypi.org/project/pexpect,2020-01-21 16:37:03.000000,30702.0,20615914.0,https://anaconda.org/conda-forge/pexpect,2020-10-12 20:49:05.189000,5567174.0,1.0,,,,,,,,,,
37,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000000,2021-08-31 12:00:17.000000,2021-08-09 15:45:41.000000,375.0,365.0,1646.0,2021-07-14 08:19:18.000000,2.8.2,24.0,125.0,258.0,34,True,1549.0,conda-forge/python-dateutil,python-dateutil,34618.0,278991.0,674070.0,557442.0,https://pypi.org/project/python-dateutil,2021-07-14 08:19:18.000000,116628.0,,https://anaconda.org/conda-forge/python-dateutil,2021-07-14 18:14:54.171000,17827114.0,1.0,,,,,,,,,,
38,six,benjaminp/six,Python 2 and 3 compatibility library.,,compatibility,https://github.com/benjaminp/six,https://github.com/benjaminp/six,MIT,2016-05-10 07:24:51.054000,2021-05-30 10:12:37.000000,2021-05-05 15:42:19.000000,216.0,173.0,825.0,2021-05-05 14:18:17.000000,1.16.0,28.0,63.0,108.0,34,True,525.0,conda-forge/six,six,,149451726.0,1217305.0,973285.0,https://pypi.org/project/six,2021-05-05 14:18:17.000000,244020.0,149169523.0,https://anaconda.org/conda-forge/six,2021-05-05 18:46:13.986000,18060999.0,2.0,,,,,,,,,,
39,rich,willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-09-16 10:37:31.000000,2021-09-16 08:25:13.000000,896.0,508.0,28757.0,2021-08-29 14:57:02.000000,10.9.0,133.0,112.0,17.0,33,True,2257.0,conda-forge/rich,rich,,2184487.0,6780.0,6780.0,https://pypi.org/project/rich,2021-08-29 14:54:53.000000,0.0,2158208.0,https://anaconda.org/conda-forge/rich,2021-08-29 18:15:59.865000,367913.0,2.0,,,,,,,,,,
40,Datasets,huggingface/datasets,"The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000000,2021-09-16 15:02:10.000000,2021-09-16 15:02:10.000000,1160.0,628.0,9814.0,2021-09-15 17:45:09.000000,1.12.1,29.0,307.0,374.0,33,True,1979.0,,datasets,,351202.0,1661.0,1643.0,https://pypi.org/project/datasets,2021-09-15 17:43:09.000000,18.0,351202.0,,,,1.0,1.0,,,,,,,,,
41,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000000,2021-09-14 15:05:43.000000,2021-09-14 15:05:43.000000,569.0,494.0,7297.0,2019-10-03 15:18:40.000000,2.0.10,81.0,191.0,450.0,33,True,2560.0,,prompt_toolkit,,19434666.0,6216.0,,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000000,6216.0,19434666.0,,,,2.0,,,,,,,,,,
42,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000000,2021-09-15 09:53:59.000000,2021-08-10 05:48:50.000000,261.0,388.0,3663.0,2021-05-07 09:39:42.000000,21.2.0,22.0,105.0,104.0,33,True,,conda-forge/attrs,attrs,,83032246.0,304221.0,276237.0,https://pypi.org/project/attrs,2021-05-07 09:32:13.000000,27984.0,82838046.0,https://anaconda.org/conda-forge/attrs,2021-05-07 11:48:44.094000,10486837.0,1.0,,,,,,,,,,
43,toolz,pytoolz/toolz,A functional standard library for Python.,,utilities,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,BSD-3-Clause,2013-09-13 02:18:43.000000,2021-08-20 17:21:45.000000,2021-08-06 03:44:53.000000,225.0,133.0,3646.0,2020-09-24 15:50:48.000000,0.11.1,24.0,69.0,108.0,33,True,1164.0,conda-forge/toolz,toolz,,8321741.0,51275.0,45755.0,https://pypi.org/project/toolz,2020-09-24 15:50:48.000000,5520.0,8243193.0,https://anaconda.org/conda-forge/toolz,2020-09-24 19:02:07.101000,4948549.0,1.0,,,,,,,,,,
44,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000000,2021-09-14 13:46:22.000000,2021-09-14 13:46:04.000000,490.0,259.0,2359.0,,,20.0,73.0,17.0,33,True,506.0,conda-forge/pycparser,pycparser,,56528308.0,277173.0,244891.0,https://pypi.org/project/pycparser,2020-03-04 14:16:37.000000,32282.0,56334483.0,https://anaconda.org/conda-forge/pycparser,2020-06-27 16:30:32.956000,11823340.0,2.0,,,,,,,,,,
