,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,labels
47,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000,2021-01-28 13:51:14.000,2021-01-28 00:53:02.000,1173,816.0,3448.0,1778,2021-01-28 09:32:11.000,azure-mgmt-synapse_0.7.0,100.0,302,33,True,conda-forge/azure-storage-blob,azure-storage-blob,7799.0,38.0,10349691.0,1901.0,1521.0,https://pypi.org/project/azure-storage-blob,2021-01-21 03:42:54.000,380.0,10344872.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-01-21 11:16:13.753,143430.0,2.0,-1.0,,
48,more-itertools,more-itertools/more-itertools,"More routines for operating on iterables, beyond itertools.",,utilities,https://github.com/more-itertools/more-itertools,https://github.com/more-itertools/more-itertools,MIT,2012-04-26 05:15:14.000,2021-01-17 19:35:41.000,2021-01-17 19:35:33.000,148,10.0,140.0,1759,2020-10-30 13:51:58.000,8.6.0,32.0,67,33,True,conda-forge/more-itertools,more-itertools,1076.0,2007.0,5319029.0,110154.0,95246.0,https://pypi.org/project/more-itertools,2020-10-30 13:50:51.000,14908.0,5218142.0,https://anaconda.org/conda-forge/more-itertools,2020-10-30 15:31:09.885,4538073.0,1.0,,,
49,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000,2021-01-09 03:09:29.622,2020-12-29 14:51:58.000,302,15.0,159.0,1357,2020-07-16 18:33:53.000,3.17.2,95.0,36,33,True,conda-forge/simplejson,simplejson,592.0,5141.0,7165225.0,95571.0,56579.0,https://pypi.org/project/simplejson,2020-07-16 18:33:53.000,38992.0,7143647.0,https://anaconda.org/conda-forge/simplejson,2021-01-09 03:09:29.622,902645.0,1.0,,,
50,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000,2020-11-10 08:14:46.000,2020-05-12 22:01:13.000,131,42.0,62.0,1224,2020-05-12 22:03:45.000,0.10.0,24.0,22,33,True,conda-forge/jmespath,jmespath,526.0,,34081205.0,81142.0,68752.0,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000,12390.0,34016343.0,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174,3502571.0,3.0,,,
51,rich,willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-01-27 22:49:10.188,2021-01-27 21:29:46.000,603,11.0,346.0,20760,2021-01-27 20:58:25.000,9.10.0,112.0,70,32,True,conda-forge/rich,rich,1620.0,,499525.0,2121.0,2121.0,https://pypi.org/project/rich,2021-01-27 20:56:26.000,0.0,488170.0,https://anaconda.org/conda-forge/rich,2021-01-27 22:49:10.188,68133.0,2.0,,,
52,uvloop,MagicStack/uvloop,Ultra fast asyncio event loop.,,async,https://github.com/MagicStack/uvloop,https://github.com/MagicStack/uvloop,MIT,2015-11-08 04:14:54.000,2021-01-26 19:54:06.000,2021-01-25 01:59:20.000,445,51.0,199.0,7483,2019-11-05 19:16:27.000,0.14.0,71.0,36,32,True,conda-forge/uvloop,uvloop,863.0,314.0,7065040.0,20784.0,18334.0,https://pypi.org/project/uvloop,2019-11-05 18:43:33.000,2450.0,7058875.0,https://anaconda.org/conda-forge/uvloop,2020-11-26 09:27:24.917,240269.0,1.0,,,
53,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000,2021-01-21 14:48:48.000,2020-12-14 16:48:28.000,1094,132.0,862.0,6633,2020-08-20 17:25:21.000,4.2.1,35.0,150,32,True,conda-forge/supervisor,supervisor,2274.0,,518829.0,9367.0,5583.0,https://pypi.org/project/supervisor,2020-08-20 17:25:21.000,3784.0,516401.0,https://anaconda.org/conda-forge/supervisor,2020-10-26 14:57:34.255,136017.0,2.0,,,
54,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000,2021-01-09 00:08:02.441,2020-10-24 17:34:47.000,431,14.0,364.0,5570,2020-10-24 17:36:13.000,1.14.1,34.0,80,32,True,conda-forge/sh,sh,1214.0,,631634.0,10962.0,6504.0,https://pypi.org/project/sh,2020-10-24 17:36:13.000,4458.0,629950.0,https://anaconda.org/conda-forge/sh,2021-01-09 00:08:02.441,87582.0,2.0,,,
55,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000,2021-01-27 22:28:11.000,2021-01-25 07:44:48.000,542,113.0,880.0,5266,2020-12-19 18:55:26.000,3.10.0,155.0,185,32,True,conda-forge/marshmallow,marshmallow,,,3285368.0,42100.0,23918.0,https://pypi.org/project/marshmallow,2020-12-19 18:55:26.000,18182.0,3277076.0,https://anaconda.org/conda-forge/marshmallow,2020-12-20 11:59:35.310,431184.0,2.0,,,
56,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000,2021-01-27 17:25:21.000,2021-01-02 09:33:36.000,464,308.0,981.0,5198,2020-11-30 23:42:24.000,1.7.3,76.0,180,32,True,conda-forge/pydantic,pydantic,939.0,,1591344.0,12070.0,11682.0,https://pypi.org/project/pydantic,2020-11-01 15:49:06.000,388.0,1574799.0,https://anaconda.org/conda-forge/pydantic,2020-12-01 10:54:45.883,397103.0,1.0,,,
57,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000,2021-01-27 17:28:33.000,2021-01-13 03:18:35.000,1925,104.0,760.0,3393,2020-11-13 06:02:46.000,12.0.1,55.0,80,32,True,conda-forge/kubernetes,kubernetes,836.0,,1744146.0,10539.0,9183.0,https://pypi.org/project/kubernetes,2020-11-13 06:02:46.000,1356.0,1738371.0,https://anaconda.org/conda-forge/kubernetes,2020-08-13 20:29:20.438,196370.0,3.0,,,
58,dateparser,scrapinghub/dateparser,python parser for human readable dates.,,date-time-utils,https://github.com/scrapinghub/dateparser,https://github.com/scrapinghub/dateparser,BSD-3-Clause,2014-11-24 17:30:12.000,2021-01-22 16:26:38.000,2020-12-16 14:52:49.000,343,208.0,292.0,1680,2020-10-29 18:45:43.000,1.0.0,19.0,100,32,True,conda-forge/dateparser,dateparser,1262.0,,721578.0,6626.0,5212.0,https://pypi.org/project/dateparser,2020-06-12 16:48:21.000,1414.0,720796.0,https://anaconda.org/conda-forge/dateparser,2020-10-29 19:45:25.551,37552.0,2.0,,,
59,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000,2021-01-08 23:16:23.250,2020-11-30 05:34:37.000,105,31.0,109.0,1478,2020-09-13 07:05:39.000,0.17.3,68.0,49,32,True,conda-forge/pyrsistent,pyrsistent,606.0,,13145475.0,71881.0,68437.0,https://pypi.org/project/pyrsistent,2020-09-13 07:05:39.000,3444.0,13009666.0,https://anaconda.org/conda-forge/pyrsistent,2021-01-08 23:16:23.250,3666854.0,1.0,,,
60,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000,2021-01-18 22:50:24.000,2021-01-18 22:50:23.000,195,12.0,117.0,1207,2021-01-13 13:38:39.000,1.0.0,27.0,55,32,True,conda-forge/greenlet,greenlet,555.0,,2336396.0,70333.0,50553.0,https://pypi.org/project/greenlet,2021-01-13 13:38:39.000,19780.0,2327024.0,https://anaconda.org/conda-forge/greenlet,2021-01-11 01:50:52.242,412389.0,1.0,,,
61,rsa,sybrenstuvel/python-rsa,Python-RSA is a pure-Python RSA implementation.,,cryptography,https://github.com/sybrenstuvel/python-rsa,https://github.com/sybrenstuvel/python-rsa,Apache-2.0,2016-01-21 12:53:34.000,2021-01-12 15:13:26.000,2021-01-10 10:35:51.000,60,17.0,77.0,293,2020-06-12 17:53:44.000,4.4.1,31.0,29,32,True,conda-forge/rsa,rsa,506.0,,37276134.0,82822.0,70156.0,https://pypi.org/project/rsa,2021-01-10 10:45:35.000,12666.0,37225961.0,https://anaconda.org/conda-forge/rsa,2021-01-10 12:15:15.270,2709363.0,2.0,,,
62,fabric,fabric/fabric,"Simple, Pythonic remote execution and deployment.",,infrastructure,https://github.com/fabric/fabric,https://github.com/fabric/fabric,BSD-2-Clause,2009-05-01 01:14:24.000,2021-01-19 05:41:35.350,2020-01-10 21:20:58.000,1816,427.0,1242.0,12702,2021-01-19 01:10:03.000,2.6.0,120.0,128,31,True,conda-forge/fabric,fabric,1455.0,,404216.0,292.0,,https://pypi.org/project/fabric,2021-01-19 01:10:03.000,292.0,403568.0,https://anaconda.org/conda-forge/fabric,2021-01-19 05:41:35.350,34345.0,3.0,,,
63,google-cloud-bigtable,googleapis/python-bigtable,Google Cloud Bigtable API client library.,,db-clients,https://github.com/googleapis/python-bigtable,https://github.com/googleapis/python-bigtable,Apache-2.0,2019-04-29 11:11:36.651,2021-01-28 04:15:25.000,2021-01-27 18:48:39.000,1333,9.0,43.0,3426,2020-12-02 18:36:24.000,1.6.1,32.0,52,31,True,conda-forge/google-cloud-bigtable,google-cloud-bigtable,407.0,,513624.0,1689.0,1291.0,https://pypi.org/project/google-cloud-bigtable,2020-12-02 18:36:24.000,398.0,512567.0,https://anaconda.org/conda-forge/google-cloud-bigtable,2020-06-10 17:19:58.861,22217.0,2.0,,,
64,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000,2021-01-25 23:15:53.000,2020-12-08 20:53:06.000,667,62.0,1095.0,3134,2020-09-17 13:45:33.000,7.3.0,32.0,121,31,True,,elasticsearch-dsl,1007.0,24.0,751274.0,5754.0,4198.0,https://pypi.org/project/elasticsearch-dsl,2020-09-17 13:41:36.000,1556.0,751268.0,,,,2.0,,,
65,jsonschema,Julian/jsonschema,An(other) implementation of JSON Schema for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000,2021-01-26 21:11:05.000,2021-01-08 01:25:20.000,439,73.0,488.0,3075,2019-11-18 12:57:08.000,3.2.0,35.0,81,31,True,conda-forge/jsonschema,jsonschema,,,13297589.0,161808.0,130748.0,https://pypi.org/project/jsonschema,2019-11-18 12:57:08.000,31060.0,13205744.0,https://anaconda.org/conda-forge/jsonschema,2020-10-13 01:21:01.124,5235207.0,1.0,,,
66,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000,2020-12-10 12:33:04.000,2020-09-28 21:17:22.000,203,32.0,279.0,2381,2016-09-01 08:02:44.000,1.3.2,23.0,62,31,True,conda-forge/cerberus,cerberus,1134.0,,683639.0,10060.0,8794.0,https://pypi.org/project/cerberus,2019-10-29 16:55:46.000,1266.0,681521.0,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849,112262.0,1.0,,,
67,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000,2021-01-16 21:12:42.000,2021-01-16 21:12:41.000,504,26.0,291.0,2007,2020-11-16 13:40:13.000,0.9.0,33.0,98,31,True,conda-forge/prometheus_client,prometheus_client,411.0,,10441971.0,3738.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000,3738.0,10396256.0,https://anaconda.org/conda-forge/prometheus_client,2020-11-16 16:13:46.080,2331502.0,2.0,,,
68,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000,2021-01-27 23:51:40.000,2021-01-27 23:51:39.000,188,38.0,191.0,1668,2020-12-06 23:04:56.000,0.12.1,43.0,85,31,True,conda-forge/voluptuous,voluptuous,440.0,,1157949.0,5175.0,2951.0,https://pypi.org/project/voluptuous,2020-12-06 23:04:56.000,2224.0,1156340.0,https://anaconda.org/conda-forge/voluptuous,2020-12-30 07:03:19.353,86897.0,1.0,,,
69,influxdb,influxdata/influxdb-python,Python client for InfluxDB.,,db-clients,https://github.com/influxdata/influxdb-python,https://github.com/influxdata/influxdb-python,MIT,2013-11-05 19:27:16.000,2020-12-31 19:10:02.000,2020-12-31 19:10:01.000,488,135.0,367.0,1453,2020-11-11 21:23:41.000,5.3.1,54.0,134,31,True,conda-forge/influxdb,influxdb,962.0,,842715.0,6033.0,3923.0,https://pypi.org/project/influxdb,2020-11-11 21:23:41.000,2110.0,841701.0,https://anaconda.org/conda-forge/influxdb,2020-11-12 02:29:15.949,9126.0,2.0,,,
70,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000,2021-01-08 11:20:52.007,2020-03-12 09:01:48.000,175,49.0,76.0,1429,2020-03-09 02:32:04.000,1.12.1,35.0,16,31,True,conda-forge/wrapt,wrapt,501.0,,10014184.0,21338.0,,https://pypi.org/project/wrapt,2020-03-09 02:32:04.000,21338.0,9968560.0,https://anaconda.org/conda-forge/wrapt,2021-01-08 11:20:52.007,2418087.0,2.0,,,
71,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000,2021-01-27 23:33:16.000,2021-01-27 23:33:14.000,190,4.0,219.0,1387,2020-12-18 08:40:31.000,1.0.2,14.0,66,31,True,conda-forge/msgpack-python,msgpack,,828.0,5872965.0,36652.0,34022.0,https://pypi.org/project/msgpack,2020-12-18 08:40:31.000,2630.0,5808138.0,https://anaconda.org/conda-forge/msgpack-python,2021-01-08 16:17:23.419,3240246.0,2.0,-2.0,,
72,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000,2021-01-28 13:09:52.000,2020-11-11 00:22:01.000,451,11.0,,1214,2020-06-18 14:44:49.000,3.24.0,70.0,174,31,True,conda-forge/cassandra-driver,cassandra-driver,5939.0,,498268.0,3614.0,2428.0,https://pypi.org/project/cassandra-driver,2020-06-18 14:44:49.000,1186.0,496905.0,https://anaconda.org/conda-forge/cassandra-driver,2020-10-12 14:49:43.415,61371.0,2.0,,,
73,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000,2021-01-27 15:21:11.000,2021-01-27 05:08:39.000,203,11.0,78.0,1173,2021-01-27 15:21:11.000,1.2.0,23.0,45,31,True,conda-forge/emoji,emoji,226.0,,1641841.0,16570.0,14614.0,https://pypi.org/project/emoji,2021-01-27 15:21:11.000,1956.0,1641416.0,https://anaconda.org/conda-forge/emoji,2021-01-23 17:10:27.080,9794.0,2.0,,,
74,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411,2021-01-05 10:57:12.000,2021-01-03 22:37:00.000,157,31.0,117.0,1002,2020-04-05 22:23:00.000,pyparsing_2.4.7,50.0,30,31,True,conda-forge/pyparsing,pyparsing,683.0,4950.0,16906308.0,324371.0,265349.0,https://pypi.org/project/pyparsing,2020-12-30 22:19:54.000,59022.0,16718200.0,https://anaconda.org/conda-forge/pyparsing,2020-04-06 18:28:14.201,10336276.0,2.0,,,
75,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3-Clause,2015-04-13 16:33:00.000,2021-01-22 10:46:20.000,2020-09-22 10:15:29.000,100,50.0,130.0,876,2020-08-25 22:32:04.000,1.6.0,33.0,44,31,True,conda-forge/cloudpickle,cloudpickle,376.0,16.0,4742246.0,35711.0,31609.0,https://pypi.org/project/cloudpickle,2020-08-25 22:32:04.000,4102.0,4678663.0,https://anaconda.org/conda-forge/cloudpickle,2020-08-26 00:05:03.165,3687859.0,2.0,,,
76,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000,2021-01-28 08:29:21.000,2021-01-28 08:29:20.000,73,39.0,49.0,679,2020-05-11 08:18:45.000,1.4.4,8.0,33,31,True,conda-forge/appdirs,appdirs,220.0,,8427516.0,116924.0,91338.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000,25586.0,8393478.0,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692,1974234.0,2.0,,,
77,pluggy,pytest-dev/pluggy,A minimalist production ready plugin system.,,others,https://github.com/pytest-dev/pluggy,https://github.com/pytest-dev/pluggy,MIT,2015-04-28 15:32:26.000,2021-01-10 22:46:37.621,2020-07-02 14:15:31.000,73,38.0,88.0,558,2019-11-21 20:42:34.000,0.13.1,17.0,34,31,True,conda-forge/pluggy,pluggy,482.0,,9040686.0,118214.0,99396.0,https://pypi.org/project/pluggy,2020-06-04 19:37:24.000,18818.0,8938742.0,https://anaconda.org/conda-forge/pluggy,2021-01-10 22:46:37.621,4587509.0,2.0,,,
78,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000,2020-12-25 06:52:12.000,2020-12-25 06:52:05.000,67,3.0,56.0,472,2020-03-04 18:17:28.000,4.4.2,26.0,21,31,True,conda-forge/decorator,decorator,301.0,,16438547.0,229276.0,182804.0,https://pypi.org/project/decorator,2020-02-29 05:24:45.000,46472.0,16322410.0,https://anaconda.org/conda-forge/decorator,2020-02-29 21:33:11.626,6271438.0,2.0,,,
79,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917,2020-12-28 18:46:22.000,2020-12-24 21:03:13.000,51,12.0,21.0,145,2016-07-14 08:21:41.000,2016.6.1,99.0,15,31,True,conda-forge/pytz,pytz,583.0,,32032839.0,788578.0,633642.0,https://pypi.org/project/pytz,2020-11-02 05:25:55.000,154936.0,31808803.0,https://anaconda.org/conda-forge/pytz,2020-12-25 13:51:01.718,12546053.0,2.0,,,
80,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000,2021-01-28 14:03:25.000,2021-01-19 18:18:12.000,677,168.0,173.0,8131,2019-01-21 01:02:07.000,0.6.0,22.0,36,30,True,conda-forge/schedule,schedule,341.0,,401696.0,11874.0,9678.0,https://pypi.org/project/schedule,2019-01-21 01:02:07.000,2196.0,401379.0,https://anaconda.org/conda-forge/schedule,2019-12-02 11:16:02.266,4123.0,3.0,,,
81,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000,2020-10-19 14:28:53.000,2018-08-27 18:02:16.000,522,230.0,171.0,7285,2014-06-16 11:18:57.000,0.6.2,11.0,31,30,False,conda-forge/docopt,docopt,447.0,,2929891.0,64689.0,43439.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000,21250.0,2916314.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718,773930.0,2.0,,,
82,pyodbc,mkleehammer/pyodbc,Python ODBC bridge.,,db-clients,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,MIT,2008-10-03 15:19:37.000,2021-01-23 17:43:37.000,2021-01-22 04:07:40.000,407,215.0,524.0,1971,2020-02-08 18:09:57.000,4.0.30,48.0,42,30,True,conda-forge/pyodbc,pyodbc,360.0,,3295237.0,3262.0,,https://pypi.org/project/pyodbc,2020-02-10 15:43:28.000,3262.0,3285280.0,https://anaconda.org/conda-forge/pyodbc,2021-01-14 14:29:57.389,408249.0,2.0,,,
83,mysqlclient,PyMySQL/mysqlclient,MySQL database connector for Python (with Python 3 support).,,db-clients,https://github.com/PyMySQL/mysqlclient,https://github.com/PyMySQL/mysqlclient,GPL-2.0,2014-04-28 05:09:06.000,2021-01-19 11:33:14.000,2021-01-08 08:39:31.000,307,8.0,246.0,1859,2021-01-01 13:12:02.000,2.0.3,31.0,64,30,True,conda-forge/mysqlclient,mysqlclient,992.0,5162.0,1402865.0,13536.0,,https://pypi.org/project/mysqlclient,2021-01-01 13:12:02.000,13536.0,1400543.0,https://anaconda.org/conda-forge/mysqlclient,2021-01-04 18:11:27.841,60038.0,2.0,,,
84,Motor,mongodb/motor,Motor - the async Python driver for MongoDB and Tornado or asyncio.,,db-clients,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44.000,2021-01-15 19:36:12.000,2021-01-15 19:36:00.000,140,1.0,,1631,2020-09-24 23:26:10.000,2.3.0,34.0,28,30,True,conda-forge/motor,motor,1611.0,,132430.0,5358.0,3568.0,https://pypi.org/project/motor,2020-09-24 23:19:56.000,1790.0,132010.0,https://anaconda.org/conda-forge/motor,2020-11-20 20:00:39.143,10510.0,2.0,,,
85,dill,uqfoundation/dill,serialize all of python.,,serialization,https://github.com/uqfoundation/dill,https://github.com/uqfoundation/dill,BSD-3-Clause,2013-06-28 16:42:27.000,2021-01-03 23:52:27.000,2021-01-03 23:52:15.000,116,134.0,199.0,1312,2020-11-02 00:16:47.000,dill-0.3.3,21.0,26,30,True,conda-forge/dill,dill,822.0,228523.0,3334423.0,4968.0,,https://pypi.org/project/dill,2020-11-02 00:12:59.000,4968.0,3313152.0,https://anaconda.org/conda-forge/dill,2020-11-02 10:29:29.900,1025488.0,3.0,,,
86,typing,python/typing,Work related to PEP 484: typing.py and typing_extensions.py (both released via PyPI) and issue tracker for type system..,,compatibility,https://github.com/python/typing,https://github.com/python/typing,Python-2.0,2014-09-29 16:54:42.000,2021-01-21 09:40:54.000,2021-01-02 16:15:15.000,129,115.0,432.0,857,2019-06-19 22:31:20.000,3.7.4,15.0,58,30,True,conda-forge/typing,typing,530.0,,4764011.0,36383.0,27949.0,https://pypi.org/project/typing,2020-07-13 23:19:42.000,8434.0,4752803.0,https://anaconda.org/conda-forge/typing,2020-12-18 12:29:40.192,650065.0,2.0,,,
87,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000,2021-01-23 15:59:44.000,2020-09-27 16:29:53.000,220,175.0,137.0,723,2020-07-08 08:34:58.000,0.36.8,195.0,92,30,True,conda-forge/sqlalchemy-utils,sqlalchemy-utils,1224.0,,763177.0,12419.0,9069.0,https://pypi.org/project/sqlalchemy-utils,2020-07-08 08:34:58.000,3350.0,758664.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2020-05-25 09:34:01.430,234680.0,2.0,,,
88,bcrypt,pyca/bcrypt,Modern(-ish) password hashing for your software and your servers.,,cryptography,https://github.com/pyca/bcrypt,https://github.com/pyca/bcrypt,Apache-2.0,2013-05-11 02:03:55.000,2021-01-21 00:35:42.000,2021-01-21 00:35:41.000,93,1.0,83.0,700,2020-08-16 17:22:44.000,3.2.0,16.0,27,30,True,conda-forge/bcrypt,bcrypt,216.0,,6746710.0,14850.0,,https://pypi.org/project/bcrypt,2020-08-16 17:22:44.000,14850.0,6725396.0,https://anaconda.org/conda-forge/bcrypt,2021-01-14 15:59:50.547,554177.0,3.0,,,
89,multidict,aio-libs/multidict,The multidict implementation.,,data-structures,https://github.com/aio-libs/multidict,https://github.com/aio-libs/multidict,Apache-2.0,2016-02-06 14:52:32.000,2021-01-26 06:33:46.000,2021-01-26 06:33:44.000,57,9.0,112.0,219,2020-12-03 13:00:53.000,5.1.0,118.0,35,30,True,conda-forge/multidict,multidict,895.0,1485.0,21994362.0,5340.0,,https://pypi.org/project/multidict,2020-12-03 13:00:53.000,5340.0,21967096.0,https://anaconda.org/conda-forge/multidict,2021-01-11 01:59:51.390,1198525.0,2.0,,,
90,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000,2020-11-01 07:26:04.000,2020-11-01 07:23:15.000,90,23.0,110.0,214,2020-07-28 14:18:17.000,1.4.0,31.0,31,30,True,conda-forge/asn1crypto,asn1crypto,724.0,,3217061.0,86354.0,72850.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000,13504.0,3099190.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748,5068464.0,3.0,,,
91,pyasn1,etingof/pyasn1,Generic ASN.1 library for Python.,,serialization,https://github.com/etingof/pyasn1,https://github.com/etingof/pyasn1,BSD-2-Clause,2016-02-24 22:30:54.000,2020-10-24 20:32:47.000,2020-03-21 18:06:04.000,78,42.0,61.0,170,2019-11-16 17:27:13.000,0.4.8,34.0,16,30,True,conda-forge/pyasn1,pyasn1,970.0,,35718729.0,134460.0,106166.0,https://pypi.org/project/pyasn1,2019-11-16 17:27:13.000,28294.0,35662451.0,https://anaconda.org/conda-forge/pyasn1,2019-11-17 02:42:05.143,2982769.0,3.0,,,
