,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
216,Unipath,mikeorr/Unipath,An object-oriented approach to Python file/directory operations.,,file-path-utils,https://github.com/mikeorr/Unipath,https://github.com/mikeorr/Unipath,MIT,2013-01-28 04:38:28.000000,2019-12-15 21:01:45.000000,2015-02-14 18:30:08.000000,37.0,7.0,10.0,497.0,2009-03-29 15:28:56.000000,0.2.1,3.0,6.0,24,False,49.0,,unipath,,99746.0,10133.0,6111.0,https://pypi.org/project/unipath,2015-02-11 04:36:12.000000,4022.0,99746.0,,,,3.0,,,,,,,,,,
217,ratelimit,tomasbasham/ratelimit,API Rate Limit Decorator.,,utilities,https://github.com/tomasbasham/ratelimit,https://github.com/tomasbasham/ratelimit,MIT,2015-08-26 10:39:52.000000,2021-06-24 18:23:10.000000,2019-02-06 21:53:36.000000,100.0,25.0,18.0,437.0,2018-12-17 18:55:49.000000,2.2.1,11.0,8.0,24,False,36.0,,ratelimit,,866710.0,1330.0,1212.0,https://pypi.org/project/ratelimit,2018-12-17 18:55:49.000000,118.0,866710.0,,,,3.0,,,,,,,,,,
218,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000000,2021-10-16 11:48:55.142000,2021-10-16 09:39:19.000000,36.0,10.0,88.0,432.0,2020-11-16 12:53:09.000000,0.9.4,53.0,18.0,24,True,643.0,conda-forge/python-rapidjson,python-rapidjson,,12056.0,2058.0,1766.0,https://pypi.org/project/python-rapidjson,2021-10-16 08:51:56.000000,292.0,,https://anaconda.org/conda-forge/python-rapidjson,2021-10-16 11:48:55.142000,699257.0,3.0,,,,,,,,,,
219,umongo,Scille/umongo,"sync/async MongoDB ODM, yes.",,db-clients,https://github.com/Scille/umongo,https://github.com/Scille/umongo,MIT,2016-03-09 16:34:42.000000,2021-10-16 08:20:21.000000,2021-10-16 08:15:01.000000,62.0,40.0,150.0,378.0,2021-01-11 16:52:10.000000,3.0.0,52.0,14.0,24,True,802.0,,umongo,,21959.0,1567.0,1547.0,https://pypi.org/project/umongo,2021-10-16 08:20:21.000000,20.0,21959.0,,,,3.0,,,,,,,,,,
220,deepdish,uchicago-cs/deepdish,Flexible HDF5 saving/loading and other data science tools from the University of Chicago.,,data-loading,https://github.com/uchicago-cs/deepdish,https://github.com/uchicago-cs/deepdish,BSD-3-Clause,2014-08-27 18:10:26.000000,2021-09-24 13:49:09.813000,2021-09-23 16:12:06.000000,53.0,15.0,24.0,231.0,2021-09-24 05:07:55.000000,0.3.7,17.0,10.0,24,True,380.0,conda-forge/deepdish,deepdish,,23186.0,595.0,505.0,https://pypi.org/project/deepdish,2021-09-24 05:07:55.000000,90.0,22171.0,https://anaconda.org/conda-forge/deepdish,2021-09-24 13:49:09.813000,60953.0,3.0,,,,,,,,,,
221,typing_inspect,ilevkivskyi/typing_inspect,Runtime inspection utilities for Python typing module.,,inspect,https://github.com/ilevkivskyi/typing_inspect,https://github.com/ilevkivskyi/typing_inspect,MIT,2017-04-29 15:49:25.000000,2021-10-25 15:46:12.000000,2021-10-25 15:19:53.000000,20.0,15.0,29.0,228.0,2021-06-07 16:12:08.000000,0.7.1,10.0,13.0,24,True,63.0,conda-forge/typing_inspect,typing_inspect,,21007309.0,80.0,,https://pypi.org/project/typing_inspect,2021-06-07 16:12:08.000000,80.0,20993329.0,https://anaconda.org/conda-forge/typing_inspect,2021-06-09 22:29:55.801000,433402.0,2.0,,,,,,,,,,
222,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000000,2020-12-03 20:07:10.000000,2020-03-15 12:25:13.000000,18.0,4.0,20.0,67.0,2017-06-08 10:55:15.000000,0.2.3,6.0,9.0,24,False,59.0,conda-forge/entrypoints,entrypoints,,23112267.0,15152.0,,https://pypi.org/project/entrypoints,2019-01-07 18:10:52.000000,15152.0,23028756.0,https://anaconda.org/conda-forge/entrypoints,2020-11-11 19:15:28.026000,5595270.0,2.0,,,,,,,,,,
223,google-cloud-bigtable,googleapis/python-bigtable,Google Cloud Bigtable API client library.,,db-clients,https://github.com/googleapis/python-bigtable,https://github.com/googleapis/python-bigtable,Apache-2.0,2019-04-29 11:11:36.651000,2021-11-03 13:41:55.000000,2021-11-03 13:41:39.000000,27.0,13.0,104.0,20.0,2021-09-27 16:13:36.000000,2.4.0,42.0,59.0,24,False,,conda-forge/google-cloud-bigtable,google-cloud-bigtable,,2041347.0,2118.0,1720.0,https://pypi.org/project/google-cloud-bigtable,2021-09-27 16:13:36.000000,398.0,2040218.0,https://anaconda.org/conda-forge/google-cloud-bigtable,2021-09-28 04:03:14.597000,35029.0,3.0,,,-7.0,,,,,,,
224,diagrams,mingrammer/diagrams,Diagram as Code for prototyping cloud system architectures.,,others,https://github.com/mingrammer/diagrams,https://github.com/mingrammer/diagrams,MIT,2020-02-02 15:23:24.000000,2021-10-29 08:04:56.000000,2021-08-21 03:54:24.000000,852.0,219.0,137.0,15392.0,2021-05-23 10:47:14.000000,0.20.0,37.0,97.0,23,True,428.0,conda-forge/diagrams,diagrams,,57172.0,0.0,,https://pypi.org/project/diagrams,2021-05-23 10:38:30.000000,0.0,51816.0,https://anaconda.org/conda-forge/diagrams,2021-07-05 23:56:11.831000,96423.0,3.0,,,,,,,,,,
225,micropython,micropython/micropython,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,,python-implementations,https://github.com/micropython/micropython,https://github.com/micropython/micropython,,2013-12-20 11:47:07.000000,2021-11-04 13:53:58.000000,2021-11-04 04:59:20.000000,4768.0,1351.0,2803.0,13224.0,2021-09-02 01:12:36.000000,1.17,11.0,443.0,23,False,12792.0,,,26536.0,520.0,,,,,,,,,,2.0,,,,,,,,,,
226,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000000,2021-11-04 14:17:29.000000,2021-08-09 16:38:29.000000,992.0,103.0,279.0,11751.0,2021-08-10 09:20:38.000000,1.6.1,20.0,91.0,23,True,3787.0,,tink,954.0,19.0,13.0,13.0,https://pypi.org/project/tink,2021-08-10 09:20:38.000000,0.0,,,,,3.0,,,,,,,,,,
227,powerline-shell,b-ryan/powerline-shell,A beautiful and useful prompt for your shell.,,others,https://github.com/b-ryan/powerline-shell,https://github.com/b-ryan/powerline-shell,MIT,2012-09-09 16:12:53.000000,2021-05-17 16:44:58.000000,2018-09-16 00:24:03.000000,704.0,99.0,168.0,5714.0,2018-09-16 00:34:48.000000,0.7.0,26.0,85.0,23,False,572.0,,powerline-shell,,1817.0,75.0,71.0,https://pypi.org/project/powerline-shell,2018-09-16 00:34:48.000000,4.0,1817.0,,,,3.0,,,,,,,,,,
228,pyston,pyston/pyston,A faster and highly-compatible implementation of the Python programming language.,,python-implementations,https://github.com/pyston/pyston,https://github.com/pyston/pyston,Apache-2.0,2021-03-01 22:38:24.000000,2021-11-04 11:36:48.000000,2021-11-04 11:36:48.000000,58.0,11.0,32.0,1773.0,2021-09-23 17:16:21.000000,pyston_2.3.1,3.0,1033.0,23,True,109217.0,,,5567.0,927.0,,,,,,,,,,2.0,,,,,,,,,,
229,camelot,camelot-dev/camelot,A Python library to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/camelot,https://github.com/camelot-dev/camelot,MIT,2019-07-01 13:39:33.000000,2021-10-11 19:37:12.000000,2021-07-11 18:07:18.000000,253.0,129.0,84.0,1288.0,2011-12-30 16:40:09.000000,11.12.30,15.0,38.0,23,True,592.0,,camelot,,3064.0,10.0,,https://pypi.org/project/camelot,2013-04-11 21:58:50.000000,10.0,3064.0,,,,3.0,,,,,,,,,,
230,pluginbase,mitsuhiko/pluginbase,A simple but flexible plugin system for Python.,,others,https://github.com/mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,BSD-3-Clause,2014-06-30 20:51:42.000000,2021-05-16 16:25:40.000000,2021-05-16 16:12:48.000000,143.0,,12.0,983.0,2021-05-16 16:25:40.000000,1.0.1,9.0,9.0,23,True,56.0,conda-forge/pluginbase,pluginbase,,405118.0,1270.0,998.0,https://pypi.org/project/pluginbase,2021-05-16 16:25:40.000000,272.0,400798.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059000,198721.0,3.0,,,,,,,,,,
231,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000000,2021-10-31 22:06:37.000000,2021-10-31 22:05:26.000000,135.0,13.0,190.0,948.0,2021-10-31 22:06:37.000000,2.7.0,90.0,18.0,23,False,520.0,,parallel-ssh,316.0,395605.0,156.0,128.0,https://pypi.org/project/parallel-ssh,2021-10-31 22:06:37.000000,28.0,395602.0,,,,3.0,,,,,,,,,,
232,anyio,agronholm/anyio,High level asynchronous concurrency and networking framework that works on top of either trio or asyncio.,,async,https://github.com/agronholm/anyio,https://github.com/agronholm/anyio,MIT,2018-08-19 21:07:18.000000,2021-10-20 14:49:16.000000,2021-10-16 10:44:34.000000,54.0,32.0,182.0,664.0,2021-10-16 10:45:49.000000,3.3.4,38.0,22.0,23,True,630.0,conda-forge/anyio,anyio,,29379.0,40.0,,https://pypi.org/project/anyio,2021-10-16 10:45:49.000000,40.0,,https://anaconda.org/conda-forge/anyio,2021-10-18 17:10:41.894000,763871.0,2.0,,,,,,,,,,
233,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000000,2021-07-29 07:15:55.000000,2021-07-29 07:15:55.000000,59.0,31.0,80.0,660.0,2020-10-31 17:19:13.000000,6.1.0,32.0,16.0,23,True,640.0,conda-forge/python-mss,mss,,301802.0,300.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000000,300.0,301281.0,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845000,8869.0,3.0,,,,,,,,,,
234,SDV,sdv-dev/SDV,"Synthetic Data Generation for tabular, relational and time series data.",,data-loading,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,MIT,2018-05-11 15:56:50.000000,2021-11-04 14:39:39.000000,2021-11-04 14:39:37.000000,97.0,130.0,257.0,550.0,2021-10-12 19:44:31.000000,0.12.1,58.0,39.0,23,True,921.0,,sdv,,12945.0,38.0,38.0,https://pypi.org/project/sdv,2021-10-12 19:42:37.000000,0.0,12945.0,,,,3.0,,,,,,,,,,
235,beaker,bbangert/beaker,WSGI middleware for sessions and caching.,,caching,https://github.com/bbangert/beaker,https://github.com/bbangert/beaker,BSD-3-Clause,2011-10-16 17:48:39.000000,2021-06-19 05:45:59.000000,2020-10-08 07:45:29.000000,130.0,67.0,52.0,476.0,2019-08-26 22:02:52.000000,1.11.0,58.0,85.0,23,False,799.0,conda-forge/beaker,beaker,,990.0,5684.0,3070.0,https://pypi.org/project/beaker,2019-08-26 22:02:01.000000,2614.0,,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966000,55466.0,3.0,,,,,,,,,,
236,hickle,telegraphic/hickle,a HDF5-based python pickle replacement.,,serialization,https://github.com/telegraphic/hickle,https://github.com/telegraphic/hickle,MIT,2012-05-28 09:04:16.000000,2021-10-20 18:32:35.000000,2021-01-05 05:50:16.000000,62.0,9.0,86.0,392.0,2021-01-05 05:54:12.000000,4.0.4,36.0,21.0,23,True,445.0,conda-forge/hickle,hickle,,4971.0,457.0,319.0,https://pypi.org/project/hickle,2021-01-05 05:54:12.000000,138.0,4467.0,https://anaconda.org/conda-forge/hickle,2019-07-11 01:30:06.807000,17168.0,3.0,,,,,,,,,,
237,messytables,okfn/messytables,Tools for parsing messy tabular data. This is now superseded by https://github.com/frictionlessdata/tabulator-py.,,data-loading,https://github.com/okfn/messytables,https://github.com/okfn/messytables,MIT,2011-07-27 18:08:21.000000,2021-03-31 18:37:21.000000,2019-11-13 07:35:33.000000,102.0,34.0,55.0,375.0,2017-02-09 12:37:47.000000,0.15.2,26.0,44.0,23,False,601.0,,messytables,,9152.0,444.0,212.0,https://pypi.org/project/messytables,2017-02-09 12:37:47.000000,232.0,9152.0,,,,3.0,,,,,,,,,,
238,python-benedict,fabiocaccamo/python-benedict,"dict subclass with keylist/keypath support, normalized I/O operations (base64, csv, ini, json, pickle, plist, query-..",,data-structures,https://github.com/fabiocaccamo/python-benedict,https://github.com/fabiocaccamo/python-benedict,MIT,2019-05-17 11:13:40.000000,2021-10-19 15:25:27.000000,2021-10-19 15:25:24.000000,20.0,5.0,57.0,291.0,2021-10-04 10:24:48.000000,0.24.3,42.0,2.0,23,True,397.0,conda-forge/python-benedict,python-benedict,,158658.0,434.0,434.0,https://pypi.org/project/python-benedict,2021-10-04 10:24:29.000000,0.0,156775.0,https://anaconda.org/conda-forge/python-benedict,2021-10-05 07:31:07.556000,22606.0,3.0,,,,,,,,,,
239,hydra,facebookresearch/hydra,Hydra is a framework for elegantly configuring complex applications.,,configuration,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15.000000,2021-11-04 12:38:00.000000,2021-11-02 01:29:16.000000,390.0,83.0,823.0,5022.0,2021-08-19 20:51:08.000000,1.1.1,17.0,81.0,22,True,,conda-forge/hydra-core,hydra,,20104.0,9.0,3.0,https://pypi.org/project/hydra,2016-08-03 13:21:51.000000,6.0,5114.0,https://anaconda.org/conda-forge/hydra-core,2021-08-20 04:26:32.575000,314804.0,3.0,,,,,,,,,,
240,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000000,2020-04-11 23:04:54.000000,2019-07-13 11:30:29.000000,124.0,25.0,14.0,3415.0,2019-11-07 15:54:35.000000,0.3.0,11.0,9.0,22,False,131.0,,pampy,,15260.0,214.0,198.0,https://pypi.org/project/pampy,2019-11-07 15:54:35.000000,16.0,15260.0,,,,3.0,,,,,,,,,,
241,pinject,google/pinject,A pythonic dependency injection library.,,utilities,https://github.com/google/pinject,https://github.com/google/pinject,Apache-2.0,2013-06-20 23:46:50.000000,2021-03-23 16:43:50.000000,2021-03-23 16:42:22.000000,92.0,27.0,10.0,1277.0,2020-04-10 22:23:01.000000,0.15.3,13.0,10.0,22,True,285.0,,pinject,,48178.0,104.0,78.0,https://pypi.org/project/pinject,2021-03-23 16:43:50.000000,26.0,48178.0,,,,3.0,,,,,,,,,,
242,enaml,nucleic/enaml,Declarative User Interfaces for Python.,,gui-dev,https://github.com/nucleic/enaml,https://github.com/nucleic/enaml,BSD-3-Clause,2013-03-06 21:29:01.000000,2021-11-03 20:20:46.000000,2021-10-04 16:26:27.000000,107.0,39.0,170.0,1126.0,2021-04-19 18:46:09.000000,0.13.0,18.0,34.0,22,True,,conda-forge/enaml,enaml,46.0,4746.0,334.0,190.0,https://pypi.org/project/enaml,2021-04-19 18:08:01.000000,144.0,2807.0,https://anaconda.org/conda-forge/enaml,2021-04-19 22:20:38.760000,93096.0,3.0,,,,,,,,,,
243,jsonpickle,jsonpickle/jsonpickle,Python library for serializing any arbitrary object graph into JSON. It can take almost any Python object and turn the..,,serialization,https://github.com/jsonpickle/jsonpickle,https://github.com/jsonpickle/jsonpickle,BSD-3-Clause,2009-12-10 03:59:23.000000,2021-07-03 20:46:06.000000,2021-07-03 20:45:54.000000,141.0,65.0,184.0,971.0,2021-02-08 04:13:40.000000,2.0.0,29.0,62.0,22,True,,conda-forge/jsonpickle,jsonpickle,,14178.0,3348.0,,https://pypi.org/project/jsonpickle,2021-02-08 04:13:40.000000,3348.0,,https://anaconda.org/conda-forge/jsonpickle,2021-04-12 18:16:21.176000,723090.0,3.0,,,,,,,,,,
244,ubelt,Erotemic/ubelt,"A Python utility belt containing simple tools, a stdlib like feel, and extra batteries. Hashing, Caching, Timing,..",,utilities,https://github.com/Erotemic/ubelt,https://github.com/Erotemic/ubelt,Apache-2.0,2017-01-30 21:14:57.000000,2021-10-25 00:26:33.000000,2021-08-24 22:05:10.000000,43.0,1.0,6.0,581.0,2021-08-24 22:10:51.000000,0.10.1,55.0,1.0,22,True,,,ubelt,,24562.0,904.0,882.0,https://pypi.org/project/ubelt,2021-08-24 22:08:17.000000,22.0,24562.0,,,,3.0,,,,,,,,,,
245,piccolos,piccolo-orm/piccolo,"A fast, user friendly ORM and query builder which supports asyncio.",,db-clients,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26.000000,2021-11-03 08:09:12.000000,2021-11-03 08:09:12.000000,32.0,27.0,80.0,578.0,2021-10-24 20:09:06.000000,0.58.0,151.0,20.0,22,True,1340.0,,piccolo,,6563.0,36.0,32.0,https://pypi.org/project/piccolo,2021-10-24 20:09:06.000000,4.0,6563.0,,,,3.0,,,,,,,,,,
246,python-email-validator,JoshData/python-email-validator,A robust email syntax and deliverability validation library for Python 2.7/3.4+.,,data-validation,https://github.com/JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,CC0-1.0,2015-04-20 02:46:34.000000,2021-10-19 03:59:35.000000,2021-09-22 19:06:18.000000,58.0,6.0,37.0,481.0,2021-06-12 11:02:31.000000,1.1.3,15.0,14.0,22,False,,,email-validator,,3205262.0,132.0,,https://pypi.org/project/email-validator,2021-06-12 11:02:31.000000,132.0,3205262.0,,,,3.0,,,,,,,,,,
247,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000000,2020-04-17 14:24:23.000000,2017-01-20 20:45:25.000000,39.0,18.0,11.0,462.0,2015-06-05 06:31:13.000000,1.6.5,26.0,11.0,22,False,96.0,conda-forge/awesome-slugify,awesome-slugify,,57838.0,5132.0,2892.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000000,2240.0,57019.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187000,54881.0,3.0,,,,,,,,,,
248,tabulator-py,frictionlessdata/tabulator-py,Python library for reading and writing tabular data via streams.,,data-loading,https://github.com/frictionlessdata/tabulator-py,https://github.com/frictionlessdata/tabulator-py,MIT,2015-08-24 05:34:38.000000,2021-06-01 12:40:01.000000,2021-03-22 13:33:48.000000,44.0,,178.0,214.0,2021-03-21 07:47:00.000000,1.53.5,141.0,27.0,22,True,,conda-forge/tabulator-py,tabulator,,259270.0,741.0,637.0,https://pypi.org/project/tabulator,2021-03-21 07:47:00.000000,104.0,258418.0,https://anaconda.org/conda-forge/tabulator-py,2018-07-24 12:57:07.018000,45174.0,3.0,,,,,,,,,,
249,pyexcel-xlsx,pyexcel/pyexcel-xlsx,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000000,2020-11-28 22:30:58.000000,2020-11-28 22:30:53.000000,17.0,12.0,20.0,92.0,2020-10-10 13:13:32.000000,0.6.0,30.0,4.0,22,False,267.0,conda-forge/pyexcel-xlsx,pyexcel-xlsx,51.0,76920.0,1712.0,1402.0,https://pypi.org/project/pyexcel-xlsx,2020-10-10 13:13:32.000000,310.0,76548.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660000,18269.0,3.0,,,,,,,,,,
250,pyfilesystem2,pyfilesystem/pyfilesystem2,Python's Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000000,2021-10-11 12:00:42.000000,2021-10-11 12:00:42.000000,147.0,58.0,249.0,1518.0,2021-03-27 17:23:04.000000,2.4.13,83.0,41.0,21,True,676.0,,fs,,,796.0,,https://pypi.org/project/fs,2021-03-27 17:20:59.000000,796.0,,,,,3.0,,,-6.0,,,,,,,
251,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000000,2020-12-20 05:00:55.000000,2019-09-25 12:17:08.000000,130.0,15.0,11.0,1463.0,2014-08-29 22:18:11.000000,1.5.3,4.0,14.0,21,False,113.0,,commonregex,,15040.0,103.0,63.0,https://pypi.org/project/commonregex,2014-08-29 22:18:11.000000,40.0,15040.0,,,,3.0,,,,,,,,,,
252,gin-config,google/gin-config,Gin provides a lightweight configuration framework for Python.,,configuration,https://github.com/google/gin-config,https://github.com/google/gin-config,Apache-2.0,2018-06-27 20:21:12.000000,2021-11-04 10:35:55.000000,2021-11-03 19:34:27.000000,95.0,41.0,34.0,1372.0,2021-11-03 08:11:33.000000,0.5.0,12.0,19.0,21,True,144.0,,gin-config,,,3038.0,2936.0,https://pypi.org/project/gin-config,2021-11-03 08:11:33.000000,102.0,,,,,3.0,,,,,,,,,,
253,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000000,2021-08-02 12:32:38.000000,2017-03-31 14:41:30.000000,111.0,32.0,21.0,1214.0,2017-03-31 14:41:57.000000,0.5.3,35.0,24.0,21,False,233.0,,db.py,,833.0,52.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000000,52.0,833.0,,,,3.0,,,,,,,,,,
254,path,jaraco/path,Object-oriented file system path manipulation.,,file-path-utils,https://github.com/jaraco/path,https://github.com/jaraco/path,MIT,2012-04-21 02:59:29.000000,2021-11-02 17:24:08.440000,2021-07-26 23:59:39.000000,130.0,3.0,125.0,970.0,2021-07-27 00:03:36.000000,16.2.0,13.0,44.0,21,True,,conda-forge/path,path,,6466.0,78.0,,https://pypi.org/project/path,2021-07-27 00:03:27.000000,78.0,,https://anaconda.org/conda-forge/path,2021-11-02 17:24:08.440000,148739.0,3.0,,,,,,,,,,
255,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000000,2021-10-07 05:13:04.000000,2021-07-30 15:16:20.000000,45.0,41.0,27.0,767.0,2021-07-30 15:03:51.000000,1.0.0a4,28.0,6.0,21,True,295.0,conda-forge/cleo,cleo,,1517.0,152.0,,https://pypi.org/project/cleo,2021-07-30 15:03:48.000000,152.0,,https://anaconda.org/conda-forge/cleo,2020-10-09 18:06:01.698000,59200.0,3.0,,,,,,,,,,
256,PyMODM,mongodb/pymodm,"A Pythonic, object-oriented interface for working with MongoDB.",,db-clients,https://github.com/mongodb/pymodm,https://github.com/mongodb/pymodm,Apache-2.0,2016-03-30 16:24:59.000000,2020-10-16 22:20:11.000000,2020-10-16 22:20:10.000000,61.0,4.0,,330.0,2020-04-30 18:52:35.000000,0.4.3,7.0,18.0,21,False,123.0,conda-forge/pymodm,pymodm,,14523.0,592.0,438.0,https://pypi.org/project/pymodm,2020-04-30 18:52:35.000000,154.0,14395.0,https://anaconda.org/conda-forge/pymodm,2020-04-30 19:23:37.933000,2699.0,3.0,,,,,,,,,,
257,pyhdb,SAP/pyhdb,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP-archive/PyHDB,https://github.com/SAP-archive/PyHDB,Apache-2.0,2014-12-12 04:02:40.000000,2021-05-04 17:33:58.000000,2021-05-04 17:33:54.000000,132.0,50.0,90.0,296.0,2018-02-16 12:44:36.000000,0.3.4,8.0,10.0,21,True,158.0,,pyhdb,80.0,401964.0,30.0,,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000000,30.0,401963.0,,,,3.0,SAP-archive/PyHDB,,,,,,,,,
258,datatest,shawnbrown/datatest,Tools for test driven data-wrangling and data validation.,,data-loading,https://github.com/shawnbrown/datatest,https://github.com/shawnbrown/datatest,Apache-2.0,2016-05-12 13:16:27.000000,2021-04-26 17:46:21.000000,2021-04-26 17:45:53.000000,11.0,10.0,42.0,245.0,2021-01-04 03:43:58.000000,0.11.1,17.0,6.0,21,True,2171.0,,datatest,,18078.0,54.0,52.0,https://pypi.org/project/datatest,2021-01-04 03:39:40.000000,2.0,18078.0,,,,3.0,,,,,,,,,,
259,ordered-set,LuminosoInsight/ordered-set,A mutable set that remembers the order of its entries. One of Python's missing data types.,,data-structures,https://github.com/rspeer/ordered-set,https://github.com/rspeer/ordered-set,MIT,2012-08-17 21:55:21.000000,2021-09-09 16:38:03.000000,2021-09-09 16:38:03.000000,34.0,10.0,28.0,132.0,2020-06-17 20:50:12.000000,4.0.2,16.0,18.0,21,True,146.0,conda-forge/ordered-set,ordered-set,,1513.0,3364.0,3058.0,https://pypi.org/project/ordered-set,2020-06-17 20:50:12.000000,306.0,,https://anaconda.org/conda-forge/ordered-set,2020-06-18 14:06:17.580000,101381.0,3.0,rspeer/ordered-set,,,,,,,,,
260,filedepot,amol-/depot,Toolkit for storing files and attachments in web applications.,,db-clients,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000000,2021-09-21 15:42:49.000000,2021-09-21 15:42:45.000000,36.0,6.0,33.0,129.0,2020-07-27 18:27:16.000000,0.8.0,23.0,18.0,21,True,261.0,,filedepot,,4221.0,486.0,398.0,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000000,88.0,4221.0,,,,3.0,,,,,,,,,,
261,stopit,glenfant/stopit,"Raise asynchronous exceptions in other thread, control the timeout of blocks or callables with a context manager or a..",,async,https://github.com/glenfant/stopit,https://github.com/glenfant/stopit,MIT,2014-02-09 15:40:01.000000,2020-03-03 16:20:26.000000,2019-08-27 15:33:26.000000,15.0,4.0,13.0,92.0,2018-02-09 00:32:14.000000,1.1.2,4.0,6.0,21,False,32.0,conda-forge/stopit,stopit,,118927.0,1062.0,908.0,https://pypi.org/project/stopit,2018-02-09 00:32:14.000000,154.0,115813.0,https://anaconda.org/conda-forge/stopit,2018-02-10 00:46:14.882000,143245.0,3.0,,,,,,,,,,
262,openpyxl,,A Python library to read/write Excel 2010 xlsx/xlsm files.,,data-loading,,https://openpyxl.readthedocs.io,MIT,2015-11-03 00:22:17.154000,2021-10-05 11:52:53.531000,,,,,,2021-09-10 23:17:56.000000,3.0.8,99.0,,21,True,,openpyxl,openpyxl,,17982036.0,9770.0,,https://pypi.org/project/openpyxl,2021-09-22 12:55:01.000000,9770.0,17981171.0,https://anaconda.org/anaconda/openpyxl,2021-10-05 11:52:53.531000,61153.0,3.0,,0.0,,,https://foss.heptapod.net/api/graphql::openpyxl/openpyxl,openpyxl/openpyxl-ci,https://openpyxl.readthedocs.io/en/stable/,https://hub.docker.com/r/openpyxl/openpyxl-ci,2018-09-13 18:04:17.646261,1191.0
