,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
0,best-of-ml-python - Computer Vision,ml-tooling/best-of-ml-python,Collection of computer vision and image processing libraries.,True,computer-vision,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-02-11 23:20:20.000,2022-02-11 23:20:20,208.0,26.0,814,234.0,100.0,21.0,6249,2022-02-11 23:19:05.000,2022.02.10,39.0,21.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web UI,ml-tooling/best-of-web-python,Collection of libraries to implement web-based UIs.,True,gui-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-02-10 21:30:10.000,2022-02-10 21:30:10,114.0,28.0,95,49.0,71.0,2.0,1433,2022-02-10 21:30:25.000,2022.02.10,33.0,8.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python-dev,ml-tooling/best-of-python-dev,A ranked list of awesome python developer tools and libraries. Updated weekly.,True,dev-utils,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24.000,2022-02-11 23:18:02.000,2022-02-11 23:18:02,97.0,26.0,21,17.0,65.0,5.0,412,2022-02-10 15:21:02.000,2022.02.10,31.0,2.0,1.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-web-python,ml-tooling/best-of-web-python,A ranked list of awesome python libraries for web development. Updated weekly.,True,web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-02-10 21:30:10.000,2022-02-10 21:30:10,114.0,28.0,95,49.0,71.0,2.0,1433,2022-02-10 21:30:25.000,2022.02.10,33.0,8.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-ml-python,ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,True,machine-learning,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-02-11 23:20:20.000,2022-02-11 23:20:20,208.0,26.0,814,234.0,100.0,21.0,6249,2022-02-11 23:19:05.000,2022.02.10,39.0,21.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,python-patterns,faif/python-patterns,Collection of design patterns/idioms in Python.,True,algorithms,https://github.com/faif/python-patterns,https://github.com/faif/python-patterns,,2012-06-06 21:02:35.000,2022-02-17 08:05:11.000,2022-02-08 19:10:48,804.0,16.0,6007,1650.0,310.0,64.0,30269,,,,121.0,12.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,best-of-ml-python - NLP,ml-tooling/best-of-ml-python,Collection of text processing and NLP libraries.,True,text,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python#text-data--nlp,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-02-11 23:20:20.000,2022-02-11 23:20:20,208.0,26.0,814,234.0,100.0,21.0,6250,2022-02-11 23:19:05.000,2022.02.10,39.0,21.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,protobuf,protocolbuffers/protobuf,Protocol Buffers - Googles data interchange format.,,serialization,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,BSD-3-Clause,2014-08-26 15:52:15.000,2022-02-17 05:26:32.000,2022-02-16 18:02:47,9076.0,213.0,13711,2082.0,4621.0,3900.0,53080,2022-01-28 17:29:22.000,3.19.4,100.0,924.0,966.0,49,True,protobuf,conda-forge/protobuf,google-protobuf,33046164.0,74243826.0,212730.0,195837.0,https://pypi.org/project/protobuf,2022-01-28 17:29:22.000,14268.0,69886305.0,https://anaconda.org/conda-forge/protobuf,2022-02-01 04:48:11.005,7245186.0,https://www.npmjs.com/package/google-protobuf,2020-07-21 05:32:24.522,2625.0,3889715.0,1.0,,,,,,,,,,
8,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000,2022-02-17 09:29:55.000,2022-02-17 09:29:54,52354.0,235.0,21534,1982.0,46694.0,29080.0,52162,2022-02-01 17:29:38.000,5.3.0,289.0,6522.0,1468.0,48,True,ansible,conda-forge/ansible,,,5038884.0,24185.0,20133.0,https://pypi.org/project/ansible,2022-02-01 17:29:38.000,4052.0,5029587.0,https://anaconda.org/conda-forge/ansible,2022-02-01 21:09:54.236,502084.0,,,,,1.0,,,,,,,,,,
9,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000,2022-02-07 21:19:43.000,2022-01-13 22:49:06,2073.0,29.0,1179,185.0,891.0,1225.0,12041,2021-10-10 18:08:47.000,8.0.3,44.0,318.0,72.0,45,True,click,conda-forge/click,,,91317943.0,789876.0,721698.0,https://pypi.org/project/click,2021-10-10 18:07:30.000,68178.0,91136933.0,https://anaconda.org/conda-forge/click,2021-11-02 05:24:47.889,12127732.0,,,,,1.0,,,,,,,,,,
10,boto3,boto/boto3,AWS SDK for Python.,,db-clients,https://github.com/boto/boto3,https://github.com/boto/boto3,Apache-2.0,2014-10-03 21:38:03.000,2022-02-17 07:46:44.585,2022-02-16 19:11:33,4156.0,146.0,1506,242.0,593.0,2306.0,7028,2022-02-11 20:08:42.000,1.20.54,995.0,129.0,278.0,44,True,boto3,conda-forge/boto3,,,232292312.0,172502.0,156728.0,https://pypi.org/project/boto3,2022-02-11 20:08:42.000,15774.0,232157553.0,https://anaconda.org/conda-forge/boto3,2022-02-17 07:46:44.585,8489876.0,,,,,1.0,,,,,,,,,,
11,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207,2022-02-17 03:52:51.000,2022-02-16 00:15:54,14849.0,236.0,787,85.0,439.0,6293.0,4946,2022-01-21 01:38:33.000,rel_1_4_31,243.0,525.0,212.0,44,True,SQLAlchemy,conda-forge/sqlalchemy,,36004.0,43633617.0,398624.0,353498.0,https://pypi.org/project/SQLAlchemy,2022-01-21 01:38:17.000,45126.0,43528456.0,https://anaconda.org/conda-forge/sqlalchemy,2022-01-21 11:08:12.227,6339142.0,,,,,1.0,,,,,,,,,,
12,awscli,aws/aws-cli,Universal Command Line Interface for Amazon Web Services.,,infrastructure,https://github.com/aws/aws-cli,https://github.com/aws/aws-cli,Apache-2.0,2012-11-20 16:07:36.000,2022-02-17 09:20:09.489,2022-02-16 19:11:24,9951.0,166.0,3065,574.0,2849.0,3361.0,12031,2022-02-16 20:14:34.000,1.22.56,1405.0,363.0,622.0,43,True,awscli,conda-forge/awscli,,760.0,109074668.0,2982.0,1.0,https://pypi.org/project/awscli,2022-02-16 20:14:34.000,2981.0,108921933.0,https://anaconda.org/conda-forge/awscli,2022-02-17 09:20:09.489,10232038.0,,,,,1.0,,,,,,,,,,
13,redis,redis/redis-py,Redis Python Client.,,db-clients,https://github.com/redis/redis-py,https://github.com/redis/redis-py,MIT,2009-11-06 10:22:26.000,2022-02-17 12:45:01.000,2022-02-17 09:17:23,1855.0,141.0,2100,336.0,925.0,968.0,10023,2022-02-16 09:27:04.000,4.1.4,81.0,298.0,128.0,43,True,redis,conda-forge/redis-py,,,20749330.0,160524.0,133883.0,https://pypi.org/project/redis,2022-02-16 09:27:04.000,26641.0,20740265.0,https://anaconda.org/conda-forge/redis-py,2022-02-16 11:23:23.887,607379.0,,,,,1.0,,,,,,,,,,
14,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000,2022-02-17 11:05:28.000,2022-02-17 02:46:03,8883.0,173.0,958,117.0,4995.0,1827.0,4595,2021-12-14 22:11:02.000,36.0.1,96.0,249.0,54.0,43,True,cryptography,conda-forge/cryptography,,,83825374.0,261695.0,241996.0,https://pypi.org/project/cryptography,2021-12-14 22:11:02.000,19699.0,83487643.0,https://anaconda.org/conda-forge/cryptography,2021-12-17 01:16:22.583,18912936.0,,,,,1.0,,,,,,,,,,
15,rich,Textualize/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-02-16 06:50:43.000,2022-02-15 14:01:51,2758.0,307.0,1111,524.0,598.0,657.0,35144,2022-02-08 20:13:09.000,11.2.0,153.0,151.0,49.0,42,True,rich,conda-forge/rich,,,4216371.0,13329.0,11898.0,https://pypi.org/project/rich,2022-02-08 20:12:21.000,1431.0,4183134.0,https://anaconda.org/conda-forge/rich,2022-02-08 21:24:54.371,631503.0,,,,,1.0,,,,,,,,,,
16,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000,2022-02-17 11:00:52.000,2022-02-17 08:05:54,3114.0,75.0,4135,693.0,3032.0,5388.0,24990,2022-01-06 16:55:10.000,2.2.3,144.0,426.0,707.0,42,True,docker-compose,conda-forge/docker-compose,,162460472.0,4586922.0,9620.0,8409.0,https://pypi.org/project/docker-compose,2021-05-10 11:22:10.000,1211.0,1874840.0,https://anaconda.org/conda-forge/docker-compose,2022-02-03 10:07:00.577,185170.0,,,,,2.0,,,,,,,,,,
17,Faker,joke2k/faker,Faker is a Python package that generates fake data for you.,,data-loading,https://github.com/joke2k/faker,https://github.com/joke2k/faker,MIT,2012-11-12 23:00:09.000,2022-02-16 21:39:07.000,2022-02-15 20:18:36,2880.0,74.0,1582,219.0,1067.0,420.0,13764,2022-02-15 20:19:31.000,13.0.0,205.0,443.0,168.0,42,True,Faker,conda-forge/faker,,,5847616.0,51995.0,49176.0,https://pypi.org/project/Faker,2022-02-15 20:19:31.000,2819.0,5838498.0,https://anaconda.org/conda-forge/faker,2022-02-16 11:26:32.211,537969.0,,,,,1.0,,,,,,,,,,
18,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000,2022-02-17 10:39:39.000,2022-02-17 10:39:39,10777.0,536.0,1669,314.0,16789.0,5531.0,2389,2022-02-16 08:40:56.000,azure-mgmt-recoveryservicesbackup_4.1.0,100.0,387.0,893.0,42,True,azure-storage-blob,conda-forge/azure-storage-blob,,,33737280.0,2355.0,1867.0,https://pypi.org/project/azure-storage-blob,2022-02-07 23:34:04.000,488.0,33729080.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-09-20 23:44:34.414,352602.0,,,,,1.0,,,,,,,,,,
19,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000,2022-02-17 01:17:55.571,2022-02-16 19:11:15,8525.0,184.0,861,66.0,1755.0,728.0,1096,2022-02-14 20:03:11.000,1.24.0,1393.0,170.0,187.0,42,True,botocore,conda-forge/botocore,,,211809243.0,125106.0,117105.0,https://pypi.org/project/botocore,2022-02-14 20:03:11.000,8001.0,211636530.0,https://anaconda.org/conda-forge/botocore,2022-02-17 01:17:55.571,11571774.0,,,,,2.0,,,,,,,,,,
20,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000,2022-02-17 08:41:55.000,2022-01-17 21:30:39,1199.0,57.0,833,87.0,1464.0,1294.0,9166,2021-12-31 15:42:38.000,1.9.0,85.0,252.0,433.0,41,True,pydantic,conda-forge/pydantic,,,18304712.0,53483.0,50924.0,https://pypi.org/project/pydantic,2021-12-31 15:42:38.000,2559.0,18264122.0,https://anaconda.org/conda-forge/pydantic,2022-01-01 17:10:51.611,1501840.0,,,,,1.0,,,,,,,,,,
21,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000,2022-02-15 18:09:02.000,2022-02-15 18:09:02,9093.0,12.0,1380,317.0,6933.0,3339.0,3800,2022-01-19 17:37:50.000,2.1.0,100.0,320.0,26.0,41,True,google-cloud-storage,conda-forge/google-cloud-storage,,,34777749.0,1638.0,,https://pypi.org/project/google-cloud-storage,2022-01-19 17:37:50.000,1638.0,34757006.0,https://anaconda.org/conda-forge/google-cloud-storage,2022-02-14 22:13:34.926,1161625.0,,,,,1.0,,,,,,,,,,
22,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000,2022-02-16 20:03:02.000,2022-02-16 20:02:54,2496.0,101.0,2706,643.0,1862.0,1727.0,17489,2021-12-09 21:03:05.000,v2.0.5,18.0,544.0,132.0,40,True,flatbuffers,conda-forge/flatbuffers,flatbuffers,44280.0,5537349.0,2252.0,1845.0,https://pypi.org/project/flatbuffers,2021-05-10 19:55:09.000,192.0,5289574.0,https://anaconda.org/conda-forge/flatbuffers,2021-05-11 12:27:09.701,306353.0,https://www.npmjs.com/package/flatbuffers,2021-09-27 22:43:28.508,215.0,242855.0,1.0,,,,,,,,,,
23,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000,2022-02-17 07:17:23.000,2022-02-17 07:17:23,12629.0,73.0,2800,612.0,3280.0,3651.0,14350,2020-12-10 00:57:59.000,2.0.0,37.0,561.0,903.0,40,True,kivy,conda-forge/kivy,,24793.0,219847.0,6785.0,6216.0,https://pypi.org/project/kivy,2022-02-12 23:17:13.000,569.0,214441.0,https://anaconda.org/conda-forge/kivy,2022-02-10 18:47:08.430,220416.0,,,,,1.0,,,,,,,,,,
24,Datasets,huggingface/datasets,"The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000,2022-02-17 13:22:27.000,2022-02-17 07:54:24,2412.0,210.0,1466,240.0,2413.0,871.0,12185,2022-02-02 14:21:53.000,1.18.3,43.0,372.0,531.0,40,True,datasets,conda-forge/datasets,,,603607.0,3222.0,3076.0,https://pypi.org/project/datasets,2022-02-02 14:19:55.000,146.0,602883.0,https://anaconda.org/conda-forge/datasets,2022-02-03 01:02:03.097,10149.0,,,,,1.0,,,,,,,,,,
25,pulumi,pulumi/pulumi,"Pulumi - Developer-First Infrastructure as Code. Your Cloud, Your Language, Your Way.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000,2022-02-16 22:11:16.000,2022-02-16 22:11:12,6768.0,245.0,618,153.0,4151.0,3200.0,11453,2022-02-04 21:13:48.000,3.24.1,3311.0,153.0,1360.0,40,True,pulumi,,@pulumi/pulumi,11194.0,709331.0,1704.0,1227.0,https://pypi.org/project/pulumi,2022-02-16 19:43:52.000,110.0,128716.0,,,,https://www.npmjs.com/package/@pulumi/pulumi,2022-02-16 19:43:53.970,367.0,580416.0,2.0,,,,,,,,,,
26,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000,2022-02-15 18:43:40.676,2022-02-15 14:11:03,4393.0,18.0,1327,201.0,430.0,2091.0,8930,2022-02-15 14:11:20.000,3.14.9,174.0,146.0,2.0,40,True,peewee,conda-forge/peewee,,,831320.0,18859.0,15263.0,https://pypi.org/project/peewee,2022-02-15 14:11:20.000,3596.0,825718.0,https://anaconda.org/conda-forge/peewee,2022-02-15 18:43:40.676,375345.0,,,,,1.0,,,,,,,,,,
27,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000,2022-02-16 22:15:28.000,2022-02-11 18:04:33,3598.0,41.0,1770,319.0,672.0,622.0,7486,2022-01-08 19:30:31.000,2.9.2,126.0,162.0,915.0,40,True,paramiko,conda-forge/paramiko,,,24526629.0,65527.0,53026.0,https://pypi.org/project/paramiko,2022-01-08 19:30:31.000,12501.0,24502118.0,https://anaconda.org/conda-forge/paramiko,2022-01-09 06:54:21.340,1593252.0,,,,,2.0,1.0,,,,,,,,,
28,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000,2022-02-08 14:08:55.000,2021-10-14 17:25:22,3217.0,,1479,186.0,1475.0,1092.0,5569,2021-10-07 22:56:32.000,5.0.3,76.0,396.0,445.0,40,True,docker,conda-forge/docker-py,,,27034432.0,33823.0,30620.0,https://pypi.org/project/docker,2021-10-07 22:54:50.000,3203.0,27005827.0,https://anaconda.org/conda-forge/docker-py,2021-12-07 17:23:18.883,1916591.0,,,,,2.0,,,,,,,,,,
29,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000,2022-02-08 12:27:37.000,2022-02-08 12:27:10,1044.0,112.0,289,55.0,397.0,435.0,4098,2021-12-29 13:21:45.000,21.4.0,24.0,118.0,91.0,40,True,attrs,conda-forge/attrs,,,82268432.0,364280.0,347701.0,https://pypi.org/project/attrs,2021-12-29 13:15:06.000,16579.0,82041960.0,https://anaconda.org/conda-forge/attrs,2021-12-29 17:41:00.692,13361848.0,,,,,1.0,,,,,,,,,,
30,jsonschema,Julian/jsonschema,An implementation of the JSON Schema specification for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000,2022-02-08 04:30:02.000,2022-02-08 04:29:52,2102.0,60.0,498,58.0,267.0,573.0,3553,2022-01-12 12:22:06.000,4.4.0,54.0,98.0,62.0,40,True,jsonschema,conda-forge/jsonschema,,,31567847.0,216938.0,199238.0,https://pypi.org/project/jsonschema,2022-01-12 12:22:02.000,17700.0,31430309.0,https://anaconda.org/conda-forge/jsonschema,2022-01-12 15:14:44.286,9627680.0,,,,,1.0,,,,,,,,,,
31,elasticsearch,elastic/elasticsearch-py,Official Elasticsearch client library for Python.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000,2022-02-16 14:35:19.000,2022-02-16 13:43:54,1425.0,49.0,1073,364.0,976.0,908.0,3539,2022-02-10 16:36:20.000,8.0.0,95.0,183.0,35.0,40,True,elasticsearch,conda-forge/elasticsearch,,1141.0,11979763.0,32216.0,26313.0,https://pypi.org/project/elasticsearch,2022-02-10 16:35:30.000,5903.0,11972393.0,https://anaconda.org/conda-forge/elasticsearch,2022-02-11 20:35:19.285,496376.0,,,,,1.0,,,,,,,,,,
32,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354,2022-02-09 05:53:00.000,2022-02-09 05:53:00,5934.0,181.0,370,20.0,509.0,1232.0,857,2022-01-06 11:16:52.000,2.11.2,54.0,694.0,369.0,40,True,pygments,conda-forge/pygments,,,32586522.0,328747.0,292771.0,https://pypi.org/project/pygments,2022-01-06 11:16:10.000,35976.0,32440881.0,https://anaconda.org/conda-forge/pygments,2022-01-07 18:32:26.643,10194926.0,,,,,1.0,-1.0,,,,,,,,,
33,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000,2022-02-09 15:58:04.000,2021-12-27 18:28:18,2759.0,16.0,1561,245.0,941.0,505.0,16266,2021-06-14 08:02:40.000,2.0.0,32.0,263.0,233.0,38,True,cookiecutter,conda-forge/cookiecutter,,,1424984.0,12648.0,11225.0,https://pypi.org/project/cookiecutter,2021-06-14 08:02:40.000,1423.0,1421498.0,https://anaconda.org/conda-forge/cookiecutter,2022-01-31 22:49:39.837,240544.0,,,,,1.0,,,,,,,,,,
34,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000,2022-02-16 13:09:56.000,2022-02-14 13:20:49,1354.0,13.0,609,134.0,636.0,389.0,7758,2022-01-27 15:57:18.000,1.2.2,62.0,257.0,66.0,38,True,arrow,conda-forge/arrow,,,5875399.0,29723.0,25209.0,https://pypi.org/project/arrow,2022-01-27 15:47:11.000,4514.0,5862673.0,https://anaconda.org/conda-forge/arrow,2022-01-27 20:04:47.163,878159.0,,,,,1.0,,,,,,,,,,
35,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000,2022-02-08 20:16:10.000,2022-01-30 18:23:42,3036.0,30.0,587,80.0,851.0,981.0,5950,2021-11-15 03:51:11.000,3.14.1,163.0,198.0,131.0,38,True,marshmallow,conda-forge/marshmallow,,,12772452.0,50783.0,40823.0,https://pypi.org/project/marshmallow,2021-11-15 03:51:11.000,9960.0,12758055.0,https://anaconda.org/conda-forge/marshmallow,2021-11-15 15:33:32.513,935858.0,,,,,2.0,,,,,,,,,,
36,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000,2022-01-27 10:55:12.000,2021-08-03 19:54:21,2155.0,,1198,152.0,930.0,1164.0,4722,2020-09-30 07:33:37.000,2.0.1,36.0,206.0,209.0,38,True,kafka-python,conda-forge/kafka-python,,1680.0,6474502.0,10498.0,9226.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000,1272.0,6469863.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284,263412.0,,,,,2.0,,,,,,,,,,
37,MongoEngine,MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDB.,,db-clients,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20.000,2022-01-29 21:14:45.719,2022-01-24 22:07:01,3942.0,23.0,1163,133.0,1041.0,1244.0,3682,2021-05-04 10:26:37.000,0.23.1,66.0,373.0,365.0,38,True,mongoengine,conda-forge/mongoengine,,,786984.0,19221.0,15684.0,https://pypi.org/project/mongoengine,2021-05-04 10:26:37.000,3537.0,784782.0,https://anaconda.org/conda-forge/mongoengine,2022-01-29 21:14:45.719,145389.0,,,,,2.0,,,,,,,,,,
38,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000,2022-02-17 12:44:08.000,2022-02-17 12:44:08,4950.0,61.0,1025,230.0,875.0,,3525,2021-12-07 23:55:30.000,4.0.1,123.0,190.0,4.0,38,True,pymongo,conda-forge/pymongo,,,15850123.0,19344.0,,https://pypi.org/project/pymongo,2021-12-07 23:55:30.000,19344.0,15841664.0,https://anaconda.org/conda-forge/pymongo,2022-01-19 17:25:30.989,575245.0,,,,,2.0,,,,,,,,,,
39,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000,2022-01-29 13:42:55.588,2021-12-29 12:48:23,2975.0,10.0,424,68.0,270.0,1088.0,2491,2021-12-31 09:56:47.000,2.9.3,53.0,121.0,34.0,38,False,psycopg2,psycopg2,,,16375807.0,467887.0,407009.0,https://pypi.org/project/psycopg2,2021-12-29 15:27:12.000,60861.0,16374913.0,https://anaconda.org/anaconda/psycopg2,2022-01-29 13:42:55.588,67074.0,,,,,2.0,,17.0,,,,,,,,
40,xlwings,xlwings/xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on..,,data-loading,https://github.com/xlwings/xlwings,https://github.com/xlwings/xlwings,BSD-3-Clause,2014-03-17 13:03:20.000,2022-02-14 13:23:21.738,2022-02-10 19:22:42,2298.0,54.0,398,119.0,396.0,1219.0,2218,2022-02-10 19:26:08.000,0.26.2,115.0,56.0,223.0,38,True,xlwings,conda-forge/xlwings,,28335.0,554212.0,21666.0,21061.0,https://pypi.org/project/xlwings,2020-09-01 07:30:53.000,605.0,546726.0,https://anaconda.org/conda-forge/xlwings,2022-02-14 13:23:21.738,391555.0,,,,,1.0,,,,,,,,,,
41,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000,2022-02-16 13:58:17.000,2022-02-12 13:16:00,1555.0,3.0,389,41.0,592.0,369.0,1751,2021-07-14 08:19:18.000,2.8.2,31.0,127.0,276.0,38,True,python-dateutil,conda-forge/python-dateutil,,34713.0,150547207.0,712549.0,647517.0,https://pypi.org/project/python-dateutil,2021-12-15 13:43:20.170,65032.0,150232486.0,https://anaconda.org/conda-forge/python-dateutil,2021-07-14 18:14:54.171,21686973.0,,,,,1.0,,,,,,,,,,
42,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000,2022-01-31 15:15:29.000,2022-01-24 21:26:46,820.0,31.0,210,48.0,125.0,151.0,1333,2021-09-29 10:35:50.000,1.1.2,31.0,60.0,17.0,38,True,greenlet,conda-forge/greenlet,,,34403059.0,123565.0,113404.0,https://pypi.org/project/greenlet,2022-01-20 14:58:26.000,10161.0,34363034.0,https://anaconda.org/conda-forge/greenlet,2021-11-02 11:46:08.722,2281452.0,,,,,1.0,,,,,,,,,,
