,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,updated_github_id,labels
47,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000,2021-03-19 00:57:24.000,2021-01-25 18:21:42.000,1134,96.0,139.0,18878,2021-01-22 18:12:10.000,0.4.0,9.0,45,32,True,conda-forge/fire,fire,257.0,,409922.0,8138.0,6970.0,https://pypi.org/project/fire,2021-01-22 18:11:49.000,1168.0,407634.0,https://anaconda.org/conda-forge/fire,2021-01-22 19:55:20.738,105254.0,2.0,,,,
48,uvloop,MagicStack/uvloop,Ultra fast asyncio event loop.,,async,https://github.com/MagicStack/uvloop,https://github.com/MagicStack/uvloop,MIT,2015-11-08 04:14:54.000,2021-02-19 07:14:22.118,2021-02-19 00:24:10.000,454,38.0,208.0,7664,2021-02-19 04:13:20.000,0.15.2,74.0,41,32,True,conda-forge/uvloop,uvloop,882.0,314.0,2499928.0,23334.0,20884.0,https://pypi.org/project/uvloop,2021-02-19 04:13:20.000,2450.0,2492995.0,https://anaconda.org/conda-forge/uvloop,2021-02-19 07:14:22.118,291008.0,1.0,,,,
49,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000,2021-03-19 17:29:04.000,2021-03-19 17:28:22.000,1121,126.0,883.0,6737,2021-02-26 20:45:53.000,4.2.2,36.0,155,32,True,conda-forge/supervisor,supervisor,2310.0,,351090.0,9536.0,5752.0,https://pypi.org/project/supervisor,2021-02-26 20:45:53.000,3784.0,348587.0,https://anaconda.org/conda-forge/supervisor,2021-03-04 19:30:40.641,147705.0,2.0,,,,
50,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000,2021-04-01 14:10:07.000,2021-04-01 12:10:49.000,526,250.0,1139.0,5835,2021-03-03 17:30:11.000,1.8.1,79.0,202,32,True,conda-forge/pydantic,pydantic,1020.0,,1899369.0,15939.0,15551.0,https://pypi.org/project/pydantic,2021-03-03 17:30:11.000,388.0,1879800.0,https://anaconda.org/conda-forge/pydantic,2021-03-04 22:13:38.607,528372.0,1.0,,,,
51,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000,2021-03-30 01:27:59.000,2021-03-30 01:27:58.000,2025,97.0,792.0,3578,2020-11-13 06:02:46.000,12.0.1,55.0,86,32,True,conda-forge/kubernetes,kubernetes,850.0,,1351093.0,10951.0,9595.0,https://pypi.org/project/kubernetes,2020-11-13 23:53:08.000,1356.0,1345362.0,https://anaconda.org/conda-forge/kubernetes,2020-08-13 20:29:20.438,212048.0,3.0,,,,
52,toolz,pytoolz/toolz,A functional standard library for Python.,,utilities,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,BSD-3-Clause,2013-09-13 02:18:43.000,2021-03-12 21:09:26.000,2020-09-24 15:39:55.000,210,95.0,130.0,3484,2020-09-24 15:50:48.000,0.11.1,24.0,69,32,True,conda-forge/toolz,toolz,1155.0,,1622678.0,42486.0,36966.0,https://pypi.org/project/toolz,2020-09-24 15:50:48.000,5520.0,1555367.0,https://anaconda.org/conda-forge/toolz,2020-09-24 19:02:07.101,3904048.0,1.0,,,,
53,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000,2021-03-24 08:04:20.000,2021-03-24 08:04:19.000,243,98.0,365.0,3426,2020-11-05 10:11:24.000,20.3.0,20.0,99,32,True,conda-forge/attrs,attrs,,,17273732.0,243663.0,215679.0,https://pypi.org/project/attrs,2020-11-05 10:04:47.000,27984.0,17116562.0,https://anaconda.org/conda-forge/attrs,2020-11-11 08:40:48.051,7701370.0,1.0,,,,
54,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-3-Clause,2013-01-04 01:07:06.000,2021-03-30 08:48:42.000,2021-03-30 08:48:35.000,519,9.0,692.0,2504,2020-10-13 08:17:32.000,1.3.7,137.0,44,32,True,conda-forge/xlsxwriter,xlsxwriter,1160.0,,2169645.0,39711.0,33527.0,https://pypi.org/project/xlsxwriter,2020-10-13 08:17:32.000,6184.0,2146453.0,https://anaconda.org/conda-forge/xlsxwriter,2021-03-30 01:37:46.542,1090064.0,3.0,,,,
55,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000,2021-03-16 12:29:11.000,2021-03-16 12:29:11.000,460,10.0,252.0,2190,,,20.0,71,32,True,conda-forge/pycparser,pycparser,494.0,,20026881.0,219128.0,186846.0,https://pypi.org/project/pycparser,2020-03-04 14:16:37.000,32282.0,19865160.0,https://anaconda.org/conda-forge/pycparser,2020-06-27 16:30:32.956,9056403.0,2.0,,,,
56,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000,2021-03-02 12:05:36.000,2020-11-30 05:34:37.000,105,31.0,109.0,1513,2020-09-13 07:05:39.000,0.17.3,68.0,49,32,True,conda-forge/pyrsistent,pyrsistent,606.0,,11260839.0,80734.0,77290.0,https://pypi.org/project/pyrsistent,2020-09-13 07:05:39.000,3444.0,11116125.0,https://anaconda.org/conda-forge/pyrsistent,2021-01-08 23:16:23.250,4341429.0,1.0,,,,
57,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000,2021-01-09 03:09:29.622,2020-12-29 14:51:58.000,302,15.0,158.0,1376,2020-07-16 18:33:53.000,3.17.2,95.0,36,32,True,conda-forge/simplejson,simplejson,592.0,5211.0,5521999.0,98917.0,59925.0,https://pypi.org/project/simplejson,2020-07-16 18:33:53.000,38992.0,5498426.0,https://anaconda.org/conda-forge/simplejson,2021-01-09 03:09:29.622,1057033.0,2.0,,,,
58,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000,2021-03-17 16:53:15.915,2021-01-18 22:50:23.000,196,12.0,122.0,1230,2021-01-13 13:38:39.000,1.0.0,27.0,55,32,True,conda-forge/greenlet,greenlet,555.0,,3001386.0,75126.0,55346.0,https://pypi.org/project/greenlet,2021-01-13 13:38:39.000,19780.0,2991179.0,https://anaconda.org/conda-forge/greenlet,2021-03-17 16:53:15.915,479756.0,1.0,,,,
59,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411,2021-03-01 17:37:57.000,2021-01-03 22:37:00.000,165,36.0,119.0,1060,2020-04-05 22:23:00.000,pyparsing_2.4.7,50.0,30,32,True,conda-forge/pyparsing,pyparsing,683.0,5224.0,17353404.0,352107.0,293085.0,https://pypi.org/project/pyparsing,2020-12-30 22:19:54.000,59022.0,17151458.0,https://anaconda.org/conda-forge/pyparsing,2020-04-06 18:28:14.201,11703133.0,2.0,1.0,,,
60,fabric,fabric/fabric,"Simple, Pythonic remote execution and deployment.",,infrastructure,https://github.com/fabric/fabric,https://github.com/fabric/fabric,BSD-2-Clause,2009-05-01 01:14:24.000,2021-03-31 18:56:18.000,2021-03-19 20:43:29.000,1820,431.0,1259.0,12798,2021-01-19 01:10:03.000,2.6.0,120.0,128,31,True,conda-forge/fabric,fabric,1465.0,,312219.0,292.0,,https://pypi.org/project/fabric,2021-01-19 01:10:03.000,292.0,311558.0,https://anaconda.org/conda-forge/fabric,2021-03-09 07:34:25.129,37054.0,3.0,,,,
61,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000,2021-03-27 14:12:31.000,2021-03-27 14:12:30.000,772,103.0,220.0,8448,2021-01-30 22:55:14.000,1.0.0,23.0,44,31,True,conda-forge/schedule,schedule,369.0,,284073.0,12887.0,10691.0,https://pypi.org/project/schedule,2021-01-30 22:55:14.000,2196.0,283749.0,https://anaconda.org/conda-forge/schedule,2021-01-31 07:31:50.141,5193.0,3.0,,,,
62,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000,2021-02-10 20:27:48.000,2020-10-24 17:34:47.000,440,18.0,368.0,5655,2020-10-24 17:36:13.000,1.14.1,34.0,80,31,True,conda-forge/sh,sh,1214.0,,578011.0,11260.0,6802.0,https://pypi.org/project/sh,2020-10-24 17:36:13.000,4458.0,576289.0,https://anaconda.org/conda-forge/sh,2021-01-09 00:08:02.441,94731.0,3.0,,,,
63,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000,2021-03-31 13:41:47.000,2021-03-30 19:08:50.000,558,126.0,908.0,5413,2021-03-30 00:14:07.000,3.11.1,157.0,188,31,True,conda-forge/marshmallow,marshmallow,,,2470280.0,44267.0,26085.0,https://pypi.org/project/marshmallow,2021-03-30 00:14:07.000,18182.0,2460894.0,https://anaconda.org/conda-forge/marshmallow,2021-03-30 18:34:35.203,516239.0,2.0,,,,
64,jsonschema,Julian/jsonschema,An(other) implementation of JSON Schema for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000,2021-03-29 23:50:40.000,2021-03-29 22:08:14.000,441,73.0,500.0,3169,2019-11-18 12:57:08.000,3.2.0,35.0,84,31,True,conda-forge/jsonschema,jsonschema,,,11539896.0,172077.0,141017.0,https://pypi.org/project/jsonschema,2019-11-18 12:57:08.000,31060.0,11441695.0,https://anaconda.org/conda-forge/jsonschema,2021-03-04 00:00:40.612,5892076.0,1.0,,,,
65,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000,2021-03-16 20:02:50.000,2020-09-28 21:17:22.000,205,31.0,283.0,2441,2019-10-29 16:55:46.000,1.3.2,23.0,62,31,True,conda-forge/cerberus,cerberus,1134.0,,488447.0,10606.0,9098.0,https://pypi.org/project/cerberus,2019-10-29 16:55:46.000,1508.0,486232.0,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849,124074.0,1.0,,,,
66,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000,2021-04-01 09:11:44.000,2021-02-25 21:42:12.000,527,27.0,298.0,2097,2020-11-16 13:40:13.000,0.9.0,33.0,102,31,True,conda-forge/prometheus_client,prometheus_client,418.0,,9231769.0,3738.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000,3738.0,9180770.0,https://anaconda.org/conda-forge/prometheus_client,2020-11-16 16:13:46.080,2753986.0,2.0,,,,
67,dateparser,scrapinghub/dateparser,python parser for human readable dates.,,date-time-utils,https://github.com/scrapinghub/dateparser,https://github.com/scrapinghub/dateparser,BSD-3-Clause,2014-11-24 17:30:12.000,2021-03-31 10:40:05.000,2021-03-24 10:27:29.000,353,217.0,300.0,1745,2020-10-29 18:45:43.000,1.0.0,20.0,101,31,True,conda-forge/dateparser,dateparser,1271.0,,546068.0,7233.0,5819.0,https://pypi.org/project/dateparser,2020-10-29 18:34:21.000,1414.0,545261.0,https://anaconda.org/conda-forge/dateparser,2020-10-29 19:45:25.551,41164.0,2.0,,,,
68,Motor,mongodb/motor,Motor - the async Python driver for MongoDB and Tornado or asyncio.,,db-clients,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44.000,2021-03-31 22:26:22.000,2021-03-31 21:20:52.000,150,1.0,,1675,2021-02-04 00:19:45.000,2.3.1,35.0,30,31,True,conda-forge/motor,motor,1617.0,,112153.0,5899.0,4109.0,https://pypi.org/project/motor,2021-02-04 00:19:45.000,1790.0,111737.0,https://anaconda.org/conda-forge/motor,2020-11-20 20:00:39.143,11656.0,2.0,1.0,,,
69,influxdb,influxdata/influxdb-python,Python client for InfluxDB.,,db-clients,https://github.com/influxdata/influxdb-python,https://github.com/influxdata/influxdb-python,MIT,2013-11-05 19:27:16.000,2021-03-30 02:03:23.000,2021-03-19 15:04:03.000,494,137.0,369.0,1470,2020-11-11 21:23:41.000,5.3.1,54.0,134,31,True,conda-forge/influxdb,influxdb,963.0,,635956.0,6272.0,4162.0,https://pypi.org/project/influxdb,2020-11-11 21:23:41.000,2110.0,634929.0,https://anaconda.org/conda-forge/influxdb,2020-11-12 02:29:15.949,12330.0,2.0,1.0,,,
70,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000,2021-03-18 21:35:55.000,2021-03-18 21:35:54.000,190,4.0,225.0,1414,2020-12-18 08:40:31.000,1.0.2,14.0,69,31,True,conda-forge/msgpack-python,msgpack,,828.0,4760229.0,41102.0,38472.0,https://pypi.org/project/msgpack,2020-12-18 08:40:31.000,2630.0,4691507.0,https://anaconda.org/conda-forge/msgpack-python,2021-01-08 16:17:23.419,3641202.0,2.0,,,,
71,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000,2021-03-28 10:07:58.000,2021-03-13 18:13:07.000,210,14.0,79.0,1228,2021-03-13 18:13:35.000,.1.2.1,23.0,48,31,True,conda-forge/emoji,emoji,236.0,,988010.0,18962.0,17006.0,https://pypi.org/project/emoji,2021-01-27 15:21:11.000,1956.0,987571.0,https://anaconda.org/conda-forge/emoji,2021-01-23 17:10:27.080,11420.0,2.0,,,,
72,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000,2021-03-18 20:12:10.000,2021-03-18 14:48:29.000,455,10.0,,1224,2021-03-18 20:12:10.000,3.25.0,71.0,175,31,True,conda-forge/cassandra-driver,cassandra-driver,5954.0,,391652.0,3769.0,2583.0,https://pypi.org/project/cassandra-driver,2021-03-18 20:12:10.000,1186.0,390185.0,https://anaconda.org/conda-forge/cassandra-driver,2020-10-12 14:49:43.415,70426.0,2.0,,,,
73,pluggy,pytest-dev/pluggy,A minimalist production ready plugin system.,,others,https://github.com/pytest-dev/pluggy,https://github.com/pytest-dev/pluggy,MIT,2015-04-28 15:32:26.000,2021-03-27 15:34:03.000,2020-07-02 14:15:31.000,74,38.0,88.0,583,2019-11-21 20:42:34.000,0.13.1,17.0,34,31,True,conda-forge/pluggy,pluggy,482.0,,7501494.0,127617.0,108799.0,https://pypi.org/project/pluggy,2020-06-04 19:37:24.000,18818.0,7389751.0,https://anaconda.org/conda-forge/pluggy,2021-01-10 22:46:37.621,5363677.0,2.0,,,,
74,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000,2021-03-31 08:12:27.000,2021-03-31 08:12:24.000,72,3.0,60.0,496,2020-03-04 18:17:28.000,4.4.2,26.0,22,31,True,conda-forge/decorator,decorator,319.0,,13382522.0,244290.0,197818.0,https://pypi.org/project/decorator,2020-02-29 05:24:45.000,46472.0,13260725.0,https://anaconda.org/conda-forge/decorator,2020-02-29 21:33:11.626,6942463.0,2.0,,,,
75,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917,2021-03-22 08:46:40.000,2021-03-22 08:36:34.000,54,16.0,21.0,151,2016-07-14 08:21:41.000,2016.6.1,101.0,16,31,True,conda-forge/pytz,pytz,589.0,,21459561.0,843367.0,688431.0,https://pypi.org/project/pytz,2021-02-01 08:07:15.000,154936.0,21222639.0,https://anaconda.org/conda-forge/pytz,2021-02-01 11:41:52.796,13978421.0,2.0,,,,
76,s3transfer,boto/s3transfer,Amazon S3 Transfer Manager for Python.,,db-clients,https://github.com/boto/s3transfer,https://github.com/boto/s3transfer,Apache-2.0,2016-01-12 23:19:42.000,2021-03-31 00:23:22.000,2021-03-24 22:08:31.000,73,41.0,21.0,108,2021-03-19 01:12:42.000,0.3.6,24.0,21,31,True,conda-forge/s3transfer,s3transfer,466.0,,31625991.0,73822.0,65936.0,https://pypi.org/project/s3transfer,2021-03-19 01:12:42.000,7886.0,31548868.0,https://anaconda.org/conda-forge/s3transfer,2021-03-19 15:11:49.156,4396052.0,2.0,1.0,,,
77,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000,2020-10-19 14:28:53.000,2018-08-27 18:02:16.000,541,250.0,172.0,7328,2014-06-16 11:18:57.000,0.6.2,11.0,31,30,False,conda-forge/docopt,docopt,447.0,,2194395.0,67511.0,46261.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000,21250.0,2180105.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718,857404.0,2.0,,,,
78,google-cloud-bigtable,googleapis/python-bigtable,Google Cloud Bigtable API client library.,,db-clients,https://github.com/googleapis/python-bigtable,https://github.com/googleapis/python-bigtable,Apache-2.0,2019-04-29 11:11:36.651,2021-03-31 14:40:28.000,2021-03-31 14:40:03.000,1346,13.0,61.0,3518,2021-02-24 20:33:08.000,2.0.0-de1,33.0,54,30,True,conda-forge/google-cloud-bigtable,google-cloud-bigtable,440.0,,395679.0,1774.0,1376.0,https://pypi.org/project/google-cloud-bigtable,2021-02-09 22:23:29.000,398.0,394634.0,https://anaconda.org/conda-forge/google-cloud-bigtable,2021-02-25 20:21:02.595,25083.0,2.0,,,,
79,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000,2021-02-08 21:34:53.000,2020-12-08 20:53:06.000,667,63.0,1099.0,3184,2020-09-17 13:45:33.000,7.3.0,32.0,121,30,True,,elasticsearch-dsl,1007.0,54.0,464739.0,5976.0,4420.0,https://pypi.org/project/elasticsearch-dsl,2020-09-17 13:41:36.000,1556.0,464732.0,,,,2.0,,,,
80,confluent-kafka-python,confluentinc/confluent-kafka-python,Confluent's Kafka Python Client.,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000,2021-03-25 15:43:43.000,2021-03-25 13:00:23.000,590,136.0,611.0,2199,2021-03-25 15:46:28.000,1.6.1,22.0,76,30,True,,confluent-kafka,710.0,,796933.0,2518.0,2216.0,https://pypi.org/project/confluent-kafka,2021-03-25 15:43:43.000,302.0,796933.0,,,,2.0,,,,
81,mysqlclient,PyMySQL/mysqlclient,MySQL database connector for Python (with Python 3 support).,,db-clients,https://github.com/PyMySQL/mysqlclient,https://github.com/PyMySQL/mysqlclient,GPL-2.0,2014-04-28 05:09:06.000,2021-03-26 19:40:57.000,2021-01-08 08:39:31.000,321,15.0,249.0,1890,2021-01-01 13:12:02.000,2.0.3,31.0,64,30,True,conda-forge/mysqlclient,mysqlclient,992.0,5171.0,1441418.0,13536.0,,https://pypi.org/project/mysqlclient,2021-01-01 13:12:02.000,13536.0,1438927.0,https://anaconda.org/conda-forge/mysqlclient,2021-01-04 18:11:27.841,71916.0,2.0,,,,
82,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000,2021-02-19 23:05:05.000,2021-02-19 23:05:05.000,189,40.0,193.0,1675,2020-12-06 23:04:56.000,0.12.1,43.0,86,30,True,conda-forge/voluptuous,voluptuous,442.0,,411440.0,5378.0,3154.0,https://pypi.org/project/voluptuous,2020-12-06 23:04:56.000,2224.0,409732.0,https://anaconda.org/conda-forge/voluptuous,2020-12-30 07:03:19.353,97408.0,2.0,,,,
83,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000,2021-01-08 11:20:52.007,2020-03-12 09:01:48.000,178,49.0,77.0,1456,2020-03-09 02:32:04.000,1.12.1,35.0,16,30,False,conda-forge/wrapt,wrapt,501.0,,8032038.0,21338.0,,https://pypi.org/project/wrapt,2020-03-09 02:32:04.000,21338.0,7979402.0,https://anaconda.org/conda-forge/wrapt,2021-01-08 11:20:52.007,2947653.0,2.0,,,,
84,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3-Clause,2015-04-13 16:33:00.000,2021-03-02 13:18:41.000,2021-03-02 13:18:41.000,103,51.0,133.0,916,2020-08-25 22:32:04.000,1.6.0,33.0,46,30,True,conda-forge/cloudpickle,cloudpickle,383.0,16.0,3981305.0,38086.0,33984.0,https://pypi.org/project/cloudpickle,2020-08-25 22:32:04.000,4102.0,3913787.0,https://anaconda.org/conda-forge/cloudpickle,2020-08-26 00:05:03.165,4118608.0,3.0,,,,
85,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000,2021-03-18 14:55:23.000,2021-02-27 09:27:40.000,157,128.0,242.0,816,2020-01-25 14:40:31.000,0.10.9,26.0,29,30,True,conda-forge/py4j,py4j,744.0,,4058853.0,6474.0,5392.0,https://pypi.org/project/py4j,2020-09-07 15:43:56.000,1082.0,4044238.0,https://anaconda.org/conda-forge/py4j,2020-06-10 17:37:08.340,818456.0,2.0,,,,
86,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000,2021-03-31 13:03:35.000,2020-09-27 16:29:53.000,236,182.0,140.0,762,2020-07-08 08:34:58.000,0.36.8,195.0,92,30,True,conda-forge/sqlalchemy-utils,sqlalchemy-utils,1224.0,,591707.0,13085.0,9735.0,https://pypi.org/project/sqlalchemy-utils,2020-07-08 08:34:58.000,3350.0,586329.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2021-02-23 01:33:25.098,295808.0,2.0,,,,
87,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000,2021-01-28 08:29:21.000,2021-01-28 08:29:20.000,76,43.0,49.0,711,2020-05-11 08:18:45.000,1.4.4,8.0,33,30,True,conda-forge/appdirs,appdirs,220.0,,7324109.0,128223.0,102637.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000,25586.0,7283323.0,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692,2487955.0,2.0,,,,
88,multidict,aio-libs/multidict,The multidict implementation.,,data-structures,https://github.com/aio-libs/multidict,https://github.com/aio-libs/multidict,Apache-2.0,2016-02-06 14:52:32.000,2021-03-22 09:34:29.000,2021-03-22 07:39:18.000,60,11.0,113.0,226,2020-12-03 13:00:53.000,5.1.0,118.0,36,30,True,conda-forge/multidict,multidict,912.0,1491.0,13625282.0,5340.0,,https://pypi.org/project/multidict,2020-12-03 13:00:53.000,5340.0,13591199.0,https://anaconda.org/conda-forge/multidict,2021-01-11 01:59:51.390,1600721.0,2.0,,,,
89,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000,2021-03-11 16:42:07.000,2020-11-01 07:23:15.000,91,24.0,111.0,223,2020-07-28 14:18:17.000,1.4.0,31.0,31,30,True,conda-forge/asn1crypto,asn1crypto,724.0,,3102509.0,88801.0,75297.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000,13504.0,2986936.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748,5316381.0,2.0,,,,
